match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_challengeLost,stat_bigChanceMissed,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_goalAssist,stat_dispossessed,stat_errorLeadToAShot,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside
10433868,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,36.0,28.0,16.0,8.0,26.0,26.0,2.0,10.0,1.0,2.0,11.0,1.0,1.0,2.0,3.0,1.0,1.0,90.0,49.0,6.8,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433868,home,Galatasaray,Sacha Boey,boey-sacha,S. Boey,D,93,178,14707,M,sacha_boey,980418,EUR,968803200,D,93,93,False,,31.0,23.0,3.0,2.0,11.0,13.0,13.0,21.0,9.0,4.0,4.0,1.0,,,,,,90.0,67.0,7.1,12.0,1,,,3.0,1.0,2.0,5.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,,,,,,,,,,,,,,,
10433868,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2642,M,Nelsson,846148,EUR,908323200,D,25,25,False,,40.0,31.0,3.0,1.0,25.0,28.0,6.0,12.0,4.0,3.0,1.0,1.0,,,,,,90.0,48.0,6.5,9.0,0,,,,,3.0,9.0,,,,,,,2.0,7.0,1.0,,,,,,,,,,,,,
10433868,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,43.0,35.0,7.0,3.0,29.0,32.0,6.0,11.0,6.0,2.0,3.0,1.0,,,,,,90.0,54.0,6.8,8.0,2,,,,,3.0,3.0,,,2.0,,2.0,2.0,,2.0,,1.0,1.0,,,,,,,,,,,
10433868,home,Galatasaray,Emre Taşdemir,emre-tasdemir,E. Taşdemir,D,33,176,74,M,,190191,EUR,807840000,D,13,13,False,,17.0,12.0,4.0,2.0,6.0,10.0,6.0,12.0,1.0,2.0,3.0,1.0,,,,,,80.0,39.0,6.5,12.0,1,,,5.0,,,2.0,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,
10433868,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,5,5,False,,38.0,27.0,3.0,1.0,19.0,23.0,8.0,15.0,2.0,2.0,8.0,,,,,,,89.0,47.0,6.6,12.0,2,,,,,2.0,2.0,,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,
10433868,home,Galatasaray,Sérgio Oliveira,sergio-oliveira,S. Oliveira,M,27,181,1610,M,,991493,EUR,707443200,M,27,27,False,,38.0,28.0,9.0,4.0,15.0,15.0,15.0,34.0,6.0,2.0,4.0,1.0,,,,,,89.0,66.0,6.9,25.0,1,,,11.0,2.0,3.0,7.0,2.0,,1.0,1.0,2.0,,1.0,1.0,,,,1.0,,1.0,3.0,1.0,2.0,,,,,
10433868,home,Galatasaray,Barış Alper Yılmaz,baris-alper-yilmaz,B. A. Yılmaz,M,53,186,13210,M,barisalperyilmaz,904096,EUR,959040000,M,53,53,False,,11.0,10.0,,,3.0,3.0,8.0,9.0,6.0,1.0,1.0,1.0,,,,,,64.0,28.0,6.8,8.0,0,,,1.0,1.0,2.0,7.0,3.0,1.0,,,2.0,1.0,3.0,1.0,,1.0,,5.0,,1.0,,,2.0,,,,,
10433868,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,26.0,18.0,3.0,2.0,4.0,4.0,14.0,28.0,5.0,,6.0,3.0,,,,,,80.0,49.0,7.3,20.0,3,,,6.0,,,4.0,2.0,1.0,1.0,,1.0,1.0,2.0,,,,,2.0,,,2.0,,3.0,1.0,2.0,,,
10433868,home,Galatasaray,Milot Rashica,milot-rashica,M. Rashica,M,7,177,3712,M,MRashica,800411,EUR,835920000,M,26,26,False,,20.0,16.0,4.0,2.0,1.0,1.0,16.0,26.0,5.0,,8.0,2.0,,,,,,90.0,48.0,7.2,18.0,3,,,7.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,1.0,,2.0,,,1.0,,2.0,,1.0,,,
10433868,home,Galatasaray,Mauro Icardi,mauro-icardi,M. Icardi,F,9,181,38623,M,MauroIcardi,233114,EUR,730080000,F,99,99,False,,9.0,5.0,1.0,,1.0,1.0,4.0,8.0,2.0,3.0,2.0,,,,,,,90.0,21.0,8.2,8.0,3,,,,,1.0,10.0,3.0,1.0,1.0,,,,2.0,4.0,,1.0,1.0,1.0,,,1.0,,3.0,1.0,2.0,1.0,2.0,
10433868,home,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24917,M,KAktürkoğlu,903324,EUR,908928000,M,7,7,True,,9.0,5.0,1.0,,4.0,4.0,1.0,5.0,4.0,1.0,3.0,,,,,,,26.0,20.0,6.6,7.0,3,,,,,2.0,2.0,3.0,2.0,2.0,2.0,,,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,
10433868,home,Galatasaray,Léo Dubois,leo-dubois,L. Dubois,D,,178,587,M,,552680,EUR,779500800,D,2,2,True,,2.0,2.0,,,1.0,1.0,1.0,1.0,,5.0,,,,,,,,10.0,9.0,7.5,1.0,0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
10433868,home,Galatasaray,Berkan Kutlu,berkan-kutlu,B. Kutlu,M,18,186,2127,M,,992912,EUR,885686400,M,22,22,True,,3.0,3.0,,,,,3.0,3.0,,,1.0,,,,,,,10.0,3.0,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433868,home,Galatasaray,Emin Bayram,emin-bayram,E. Bayram,D,40,193,768,M,,997153,EUR,1049241600,D,40,40,True,,1.0,,,,,,,1.0,,1.0,,,,,,,,1.0,2.0,,1.0,0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
10433868,home,Galatasaray,Fredrik Midtsjø,fredrik-midtsjo,F. Midtsjø,M,,176,251,M,,98198,EUR,745027200,M,6,6,True,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,2.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433868,home,Galatasaray,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,289,M,,190179,EUR,806803200,G,34,34,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433868,home,Galatasaray,Kazımcan Karataş,kazimcan-karatas,K. Karataş,D,88,182,1611,M,,1008884,EUR,1042675200,D,88,88,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
