match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_interceptionWon,player_sofascoreId,captain,stat_aerialLost,stat_outfielderBlock,stat_dispossessed,stat_unsuccessfulTouch,stat_fouls,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_penaltyFaced,stat_penaltyConceded
10665972,home,Al-Ittihad,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400,G,34,34,False,19.0,15.0,7.0,3.0,14.0,14.0,1.0,5.0,1.0,6.0,1.0,1.0,1.0,90.0,27.0,7.3,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665972,home,Al-Ittihad,Muhannad Shanqeeti,muhannad-shanqeeti,M. Shanqeeti,D,13,173.0,417,M,894437,EUR,921196800,D,13,13,False,48.0,42.0,3.0,3.0,19.0,22.0,24.0,28.0,2.0,1.0,,,,90.0,73.0,7.6,12.0,3,2.0,1.0,1.0,1.0,7.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10665972,home,Al-Ittihad,Ahmed Sharahili,ahmed-sharahili,A. Sharahili,D,20,184.0,296,M,794331,EUR,768355200,D,20,20,False,56.0,50.0,7.0,5.0,45.0,51.0,5.0,5.0,5.0,9.0,,,,90.0,69.0,7.5,6.0,0,,,2.0,1.0,6.0,,,,,4.0,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,
10665972,home,Al-Ittihad,Ahmed Hegazy,ahmed-hegazy,A. Hegazy,D,26,194.0,4623,M,159653,EUR,664761600,D,26,26,False,65.0,55.0,13.0,5.0,37.0,41.0,18.0,25.0,7.0,7.0,,,,90.0,81.0,7.6,11.0,1,1.0,,3.0,1.0,6.0,,,1.0,,3.0,2.0,,,,,,,1.0,ahmedhegazy6,True,1.0,2.0,,,,,,,,,,
10665972,home,Al-Ittihad,Zakaria Hawsawi,zakaria-al-hawsawi,Z. Hawsawi,D,2,175.0,153,M,1398854,EUR,979171200,D,12,12,False,59.0,52.0,,,28.0,32.0,24.0,32.0,1.0,3.0,,,,88.0,86.0,6.8,18.0,0,5.0,,,5.0,5.0,3.0,2.0,,,3.0,1.0,,1.0,,Zakaria Al Hawsawi,,1.0,1.0,,,,,1.0,1.0,2.0,,,,,,,
10665972,home,Al-Ittihad,Bruno Henrique,bruno-henrique,B. Henrique,M,8,180.0,899,M,345113,EUR,624931200,M,19,19,False,39.0,36.0,3.0,3.0,18.0,18.0,18.0,22.0,1.0,1.0,,,,73.0,51.0,7.1,7.0,1,1.0,,1.0,1.0,3.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,
10665972,home,Al-Ittihad,Tarek Hamed,hamed-tarek,T. Hamed,M,8,165.0,561,M,560168,EUR,593654400,M,3,3,False,81.0,74.0,5.0,4.0,44.0,48.0,30.0,33.0,,7.0,,,,90.0,90.0,7.3,8.0,0,,,2.0,3.0,7.0,1.0,1.0,,,2.0,1.0,2.0,,,,,1.0,2.0,,,,,,1.0,2.0,,,,,,,
10665972,home,Al-Ittihad,Abdulaziz Al-Bishi,abdulaziz-al-bishi,A. Al-Bishi,M,22,172.0,241,M,791417,EUR,763344000,M,11,11,False,32.0,24.0,,,6.0,6.0,20.0,30.0,,3.0,,,,88.0,53.0,7.4,15.0,1,4.0,2.0,,4.0,6.0,3.0,2.0,,1.0,2.0,,2.0,,2.0,,,,1.0,,,,,2.0,2.0,1.0,1.0,1.0,,,,,
10665972,home,Al-Ittihad,Romarinho,romarinho,Romarinho,M,,176.0,1742,M,797619,EUR,660960000,M,90,90,False,51.0,46.0,1.0,,17.0,17.0,29.0,34.0,2.0,3.0,,,,89.0,65.0,7.2,8.0,1,,,1.0,1.0,4.0,2.0,2.0,1.0,,1.0,1.0,,,2.0,,,,,,,,1.0,,2.0,2.0,1.0,,,,,,
10665972,home,Al-Ittihad,Hélder Costa,helder-costa,H. Costa,F,,178.0,550,,138891,EUR,758332800,M,17,17,False,46.0,39.0,,,9.0,10.0,32.0,43.0,1.0,5.0,,,,90.0,62.0,7.5,15.0,1,7.0,2.0,1.0,6.0,4.0,1.0,,,,,,3.0,,3.0,,,2.0,,,,,,1.0,,2.0,,,1.0,1.0,,,
10665972,home,Al-Ittihad,Abderrazak Hamdallah,abderrazak-hamdallah,A. Hamdallah,F,9,182.0,11081,M,826961,EUR,661392000,F,9,9,False,29.0,21.0,1.0,1.0,2.0,2.0,19.0,27.0,1.0,4.0,,,,90.0,49.0,8.9,14.0,5,,,,5.0,5.0,5.0,2.0,,1.0,,,3.0,,2.0,,,,1.0,abderrazak_hamdallah,,1.0,,1.0,2.0,,,,4.0,2.0,1.0,,
10665972,home,Al-Ittihad,Awad Al-Nashri,awad-al-nashri,A. Al-Nashri,M,14,176.0,241,M,1048371,EUR,1016150400,M,14,14,True,12.0,12.0,,,6.0,6.0,6.0,6.0,1.0,2.0,,,,17.0,24.0,7.0,2.0,1,,,,2.0,2.0,,,1.0,,1.0,1.0,1.0,,,Awad Al Nashri,,,2.0,,,,1.0,2.0,,,,,,,,,
10665972,home,Al-Ittihad,Ahmed Bamasud,ahmed-bamasud,A. Bamasud,D,18,175.0,114,M,893197,EUR,816998400,D,95,95,True,3.0,2.0,1.0,,1.0,1.0,1.0,2.0,,,,,,12.0,5.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
10665972,home,Al-Ittihad,Haroune Camara,haroune-camara,H. Camara,F,70,187.0,2967,M,926730,EUR,883612800,F,70,70,True,3.0,2.0,,,1.0,1.0,1.0,2.0,,1.0,,,,12.0,7.0,6.5,3.0,0,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,
10665972,home,Al-Ittihad,Omar Hawsawi,omar-hawsawi,O. Hawsawi,D,,184.0,54,M,350072,EUR,496627200,D,5,5,True,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665972,home,Al-Ittihad,Abdullah Al-Jadani,abdullah-al-jadani,A. Al-Jadani,G,30,183.0,41,M,818618,EUR,686707200,G,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665972,home,Al-Ittihad,Madallah Al-Olayan,madallah-al-olayan,M. Al-Olayan,D,33,170.0,81,M,818813,EUR,777772800,D,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665972,home,Al-Ittihad,Suwailem Al-Manhali,swailem-al-menhali,S. Al-Menhali,D,93,182.0,54,M,1217919,EUR,1082160000,D,37,37,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665972,home,Al-Ittihad,Mohammed Al-Saiari,mohammed-al-saiari,M. Al-Saiari,F,70,174.0,26,M,828525,EUR,736300800,F,80,80,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665972,home,Al-Ittihad,Marwan Alsahafi,alsahafi-marwan,M. Alsahafi,F,9,179.0,1132,M,1474689,EUR,1076976000,M,36,36,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665972,away,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,16.0,10.0,9.0,3.0,9.0,9.0,1.0,7.0,1.0,7.0,,,2.0,90.0,24.0,6.0,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
