match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_outfielderBlock,player_firstName,player_lastName,captain,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed
10433875,home,Başakşehir FK,Volkan Babacan,volkan-babacan,V. Babacan,G,1,192,197,M,30143,EUR,587260800,G,1,1,False,29.0,22.0,9.0,2.0,22.0,22.0,7.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,90.0,37.0,6.9,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433875,home,Başakşehir FK,Junior Caiçara,junior-caicara,J. Caiçara,D,5,173,99,M,128440,EUR,609638400,D,80,80,False,47.0,43.0,2.0,2.0,19.0,20.0,29.0,1.0,2.0,,,,,,90.0,69.0,6.6,7.0,0,25.0,2.0,1.0,6.0,6.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
10433875,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,85.0,80.0,4.0,2.0,41.0,43.0,42.0,1.0,3.0,,,,,,90.0,90.0,7.0,7.0,0,39.0,,,2.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10433875,home,Başakşehir FK,Alexandru Epureanu,alexandru-epureanu,A. Epureanu,D,6,187,54,,18577,EUR,528163200,D,6,6,False,84.0,78.0,7.0,4.0,38.0,41.0,43.0,1.0,4.0,,,,,,83.0,92.0,6.8,7.0,2,40.0,,,2.0,1.0,,,,,,,,1.0,,1.0,,,,True,1.0,1.0,1.0,1.0,,,,,,,,
10433875,home,Başakşehir FK,Hasan Ali Kaldırım,hasan-ali-kaldirim,H. A. Kaldırım,D,3,182,94,M,39847,EUR,629164800,D,3,3,False,46.0,41.0,1.0,1.0,20.0,22.0,27.0,1.0,3.0,,,,,,90.0,65.0,7.2,7.0,0,23.0,3.0,2.0,4.0,3.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,1.0,,,3.0,,,,,,,,
10433875,home,Başakşehir FK,Ömer Ali Şahiner,omer-ali-sahiner,Ö. A. Şahiner,D,42,175,88,M,103912,EUR,694310400,M,42,42,False,26.0,21.0,1.0,1.0,6.0,8.0,19.0,1.0,4.0,,,,,,90.0,35.0,7.6,6.0,1,15.0,1.0,,3.0,5.0,2.0,,,,4.0,4.0,,2.0,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,
10433875,home,Başakşehir FK,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1812,M,985934,EUR,909446400,M,55,55,False,51.0,44.0,2.0,2.0,26.0,28.0,23.0,1.0,3.0,,,,,,84.0,63.0,7.5,10.0,1,18.0,,,2.0,10.0,,,,,1.0,1.0,2.0,2.0,,,,,,,7.0,,,1.0,1.0,1.0,3.0,,,,,
10433875,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,19,19,False,16.0,15.0,1.0,1.0,5.0,5.0,12.0,,4.0,,,,,,70.0,21.0,6.9,6.0,0,10.0,1.0,,5.0,1.0,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,1.0,1.0,,,
10433875,home,Başakşehir FK,Serdar Gürler,serdar-gurler,S. Gürler,M,7,176,112,M,96520,EUR,684806400,F,7,7,False,24.0,20.0,,,4.0,5.0,23.0,,2.0,,,,,,61.0,44.0,6.6,16.0,1,16.0,4.0,,8.0,3.0,,2.0,2.0,,1.0,1.0,,3.0,1.0,2.0,,,,,2.0,1.0,,,,,4.0,,,,,
10433875,home,Başakşehir FK,Philippe Keny,philippe-keny,P. P. Keny,F,19,186,355,M,988909,EUR,926985600,F,17,17,False,20.0,15.0,1.0,,6.0,6.0,14.0,2.0,1.0,,,,,,90.0,40.0,7.9,9.0,6,9.0,,,4.0,7.0,,,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,3.0,4.0,1.0,,1.0,1.0,2.0,,,5.0,,
