match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,captain,stat_outfielderBlock,stat_interceptionWon,stat_wonContest,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14288979,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,11.0,8.0,5.0,2.0,0.0,7.0,8.0,1.0,3.0,9.0,1.0,1.0,90.0,21.0,6.5,4.0,0.00074196,17.783371721331,3.0,4.3976766244821,0.0,0.0002,0,-0.511,0.04,0.0,-0.01,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288979,home,Benfica,Sidny Lopes Cabral,sidny-lopes-cabral,S. L. Cabral,D,15,176,1269,M,,1117723,EUR,1032307200,D,15,15,False,37.0,32.0,1.0,1.0,0.0,12.0,12.0,20.0,25.0,5.0,,,73.0,74.0,6.3,19.0,0.111163,302.908077282,31.0,173.70703374757,6.0,,4,,-0.1,0.27,-0.23,,Sidny Lopes Cabral,,12.0,2.0,2.0,1.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,0.1234,0.3027,26.98011988555,130.13120936633,3.0,-0.27,,,,,,,,,,,,,
14288979,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,,983542,EUR,1021507200,D,44,44,False,60.0,53.0,7.0,2.0,0.0,25.0,26.0,28.0,34.0,3.0,,,90.0,68.0,6.3,7.0,0.0472339,194.85489579052,26.0,133.54747291943,0.0,,0,,-0.1,0.21,-0.25,,,,,,4.0,1.0,7.0,3.0,1.0,,,,,,1.0,2.0,1.0,,,2.0,,,,,2.0,,,,,,,,,,,,,,
14288979,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,Notamendi30,74915,EUR,571622400,D,30,30,False,58.0,52.0,4.0,4.0,0.0,28.0,30.0,24.0,28.0,6.0,,,90.0,78.0,7.3,10.0,0.0156195,224.30990566079,24.0,161.1527640225,3.0,,2,,0.11,0.24,-0.02,,,,,,1.0,6.0,3.0,10.0,,1.0,,2.0,,,4.0,2.0,2.0,2.0,2.0,1.0,0.0459,,22.404482939111,67.138177610453,,-0.34,True,1.0,2.0,,,,,,,,,,
14288979,home,Benfica,Samuel Dahl,dahl-samuel,S. Dahl,D,26,171,2179,M,,993101,EUR,1046736000,D,26,26,False,40.0,31.0,6.0,2.0,1.0,6.0,8.0,25.0,32.0,2.0,,,90.0,63.0,7.4,14.0,0.280682,155.66840943098,17.0,101.6185068906,2.0,,0,,0.56,0.18,-0.01,,,,4.0,1.0,2.0,1.0,4.0,4.0,,1.0,,,,,3.0,2.0,2.0,1.0,1.0,1.0,,,16.655449485839,33.99953666787,5.0,,,1.0,,,,,,,,,,,
14288979,home,Benfica,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170,2462,M,,906800,EUR,946857600,M,18,18,False,58.0,50.0,1.0,,0.0,17.0,19.0,33.0,39.0,6.0,,,90.0,69.0,7.4,12.0,0.0521322,118.10424130534,14.0,36.950098234519,2.0,,2,,0.37,0.36,-0.11,,,,,,2.0,4.0,6.0,8.0,2.0,1.0,2.0,,,2.0,,2.0,2.0,2.0,1.0,,0.0787,,13.387452305201,26.72095308905,1.0,0.03,,,,1.0,,,,,,,,,
14288979,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,,228364,EUR,818553600,M,8,8,False,64.0,55.0,6.0,4.0,0.0,16.0,18.0,39.0,46.0,9.0,,,90.0,89.0,7.9,17.0,0.418627,242.74528656214,27.0,148.81629531911,3.0,,3,,0.74,0.33,-0.06,,,,9.0,3.0,1.0,2.0,5.0,7.0,2.0,,2.0,1.0,,2.0,1.0,4.0,2.0,1.0,,1.0,0.1577,,19.484148690417,58.563838947835,3.0,-0.49,,,1.0,1.0,1.0,,,,,,,,
14288979,home,Benfica,Gianluca Prestianni,gianluca-prestianni,G. Prestianni,M,25,165,7794,M,,1201395,EUR,1138665600,M,25,25,False,23.0,18.0,1.0,1.0,0.0,5.0,6.0,13.0,17.0,4.0,,,85.0,44.0,7.3,12.0,0.144163,136.80460627706,17.0,73.990843191937,4.0,,4,,0.39,1.0,-0.12,,Gianluca Prestianni,,4.0,1.0,1.0,,4.0,5.0,2.0,,3.0,1.0,3.0,,,2.0,1.0,2.0,1.0,,0.2488,0.5289,15.249106577929,44.139777342216,4.0,-0.54,,,1.0,2.0,,,,,,,,,
14288979,home,Benfica,Rafa Silva,rafa-silva,R. Silva,M,27,170,16782,M,Rafa_Silva,252577,EUR,737596800,M,27,27,False,26.0,22.0,,,0.0,3.0,3.0,19.0,23.0,2.0,,,88.0,50.0,6.8,13.0,0.0901419,123.40568517888,12.0,71.072434074486,4.0,,4,,0.25,0.15,-0.06,,,,,,2.0,,9.0,7.0,,3.0,4.0,2.0,1.0,1.0,,3.0,2.0,3.0,3.0,1.0,0.2477,0.2935,21.250843099171,79.602324288688,2.0,-0.64,,,,1.0,,1.0,,,,,,,
14288979,home,Benfica,Andreas Schjelderup,andreas-schjelderup,A. Schjelderup,F,21,177,8800,M,andreasschjelderup,1100952,EUR,1086048000,M,21,21,False,35.0,28.0,2.0,,0.0,4.0,5.0,24.0,30.0,6.0,,,85.0,53.0,7.5,14.0,0.123054,217.69474045473,22.0,125.35194260024,7.0,,5,,0.24,0.55,-0.07,,,,3.0,,2.0,,6.0,3.0,,,3.0,,2.0,3.0,,,,2.0,2.0,2.0,0.6197,0.8676,16.759319489133,101.93508944376,1.0,0.41,,,1.0,1.0,,,1.0,,,,,,
