match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,captain,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAGoal,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_errorLeadToAShot
10408374,home,Mallorca,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192,2732,M,188107,EUR,815097600,G,1,1,False,31.0,19.0,19.0,7.0,15.0,15.0,4.0,16.0,9.0,1.0,1.0,2.0,90.0,38.0,6.3,12.0,0.0,0.0,0.00281749,0,-1.1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408374,home,Mallorca,Pablo Maffeo,pablo-maffeo,P. Maffeo,D,23,173,2206,M,788216,EUR,868665600,D,15,15,False,30.0,21.0,6.0,2.0,14.0,17.0,10.0,20.0,10.0,,,,90.0,58.0,6.9,17.0,0.0219,0.0,0.236877,1,,1.0,7.0,3.0,1.0,7.0,7.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,
10408374,home,Mallorca,Giovanni González,giovanni-gonzalez,G. González,D,20,175,319,M,590404,EUR,780019200,D,20,20,False,26.0,21.0,5.0,2.0,13.0,14.0,8.0,12.0,2.0,,,,90.0,31.0,6.4,5.0,0.0,0.0,0.00376762,0,,,,,2.0,2.0,4.0,,,1.0,1.0,,,2.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,
10408374,home,Mallorca,Antonio Raíllo,antonio-raillo,A. Raíllo,D,21,186,793,M,807116,EUR,686880000,D,21,21,False,30.0,26.0,5.0,2.0,18.0,19.0,8.0,11.0,2.0,,,,90.0,38.0,6.5,5.0,0.0535,0.0,0.0748607,1,,1.0,,,2.0,3.0,4.0,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,True,1.0,1.0,2.0,1.0,,,,,,,
10408374,home,Mallorca,José Copete,jose-copete,J. Copete,D,3,190,437,M,913695,EUR,939513600,D,6,6,False,38.0,33.0,4.0,3.0,24.0,29.0,9.0,9.0,3.0,,,,78.0,44.0,6.0,6.0,0.0,0.0,0.00424192,0,,,,,1.0,1.0,3.0,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,
10408374,home,Mallorca,Jaume Costa,jaume-costa,J. Costa,D,,171,89,M,44577,EUR,574646400,D,18,18,False,32.0,26.0,1.0,,14.0,15.0,13.0,18.0,4.0,,,,90.0,44.0,6.5,11.0,0.0,0.0,0.202055,0,,,1.0,1.0,,6.0,3.0,1.0,,1.0,,,,1.0,2.0,2.0,,1.0,2.0,,2.0,2.0,,,,1.0,,,,,,,,
10408374,home,Mallorca,Tino Kadewere,tino-kadewere,T. Kadewere,M,9,180,935,M,810535,EUR,820800000,M,17,17,False,21.0,18.0,2.0,2.0,6.0,8.0,12.0,15.0,6.0,,,,78.0,36.0,7.2,11.0,0.5316,0.9186,0.00838918,2,,,2.0,,2.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,,1.0,1.0,,,,,,,,1.0,1.0,,,
10408374,home,Mallorca,Dani Rodríguez,dani-rodriguez,D. Rodríguez,M,9,177,524,M,349526,EUR,581558400,M,14,14,False,27.0,23.0,3.0,2.0,13.0,13.0,10.0,14.0,4.0,,,,74.0,42.0,8.3,9.0,0.2172,0.7961,0.0273634,2,,,,,,5.0,5.0,,2.0,5.0,4.0,,,,1.0,1.0,1.0,,2.0,,1.0,,,,,2.0,,,,2.0,2.0,,,
10408374,home,Mallorca,Iñigo Ruiz de Galarreta,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,96365,EUR,744595200,M,4,4,False,56.0,51.0,6.0,5.0,30.0,32.0,21.0,24.0,7.0,,,,90.0,59.0,6.3,6.0,0.0,0.0,0.0136185,0,,,,,1.0,6.0,1.0,2.0,,,,,,,,,1.0,,4.0,,,,,,,1.0,,,,,,,,
10408374,home,Mallorca,Kang-in Lee,kang-in-lee,K. Lee,M,19,173,19307,M,917087,EUR,982540800,M,19,19,False,29.0,25.0,,,13.0,14.0,16.0,19.0,8.0,,,,81.0,51.0,7.5,8.0,0.6243,0.0,0.146505,3,,1.0,4.0,4.0,1.0,5.0,8.0,3.0,1.0,1.0,,1.0,1.0,,5.0,2.0,1.0,2.0,,,2.0,,,2.0,,1.0,,,,,,kanginlee,1.0,
