match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_shotOffTarget,stat_hitWoodwork,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_goodHighClaim,stat_outfielderBlock,stat_goalAssist,stat_totalOffside
10913416,home,Al-Hilal,Abdullah Al-Mayouf,abdullah-al-mayouf,A. Al-Mayouf,G,187.0,197,M,118159,EUR,538358400,G,1,1,False,True,25.0,19.0,11.0,6.0,16.0,18.0,3.0,7.0,1.0,6.0,1.0,3.0,4.0,90.0,34.0,6.7,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913416,home,Al-Hilal,Mohammed Al-Burayk,mohammed-al-burayk,M. Al-Burayk,D,173.0,281,M,804096,EUR,716515200,D,2,2,False,,75.0,68.0,2.0,1.0,33.0,35.0,35.0,46.0,7.0,5.0,1.0,,,90.0,98.0,6.7,13.0,1,,,2,6.0,1.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,
10913416,home,Al-Hilal,Khalifah Al-Dawsari,khalifah-al-dawsari,K. Al-Dawsari,D,176.0,460,M,931837,EUR,915235200,D,4,4,False,,76.0,71.0,2.0,1.0,49.0,52.0,22.0,24.0,5.0,8.0,2.0,,,90.0,83.0,6.7,6.0,0,,,4,,2.0,3.0,3.0,,,,,1.0,,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,
10913416,home,Al-Hilal,Mohammed Jahfali,mohammed-jahfali,M. Jahfali,D,185.0,103,M,791561,EUR,656726400,D,70,70,False,,73.0,66.0,10.0,7.0,44.0,46.0,22.0,27.0,7.0,14.0,2.0,,,90.0,83.0,7.2,7.0,4,,,70,,1.0,5.0,1.0,,,,,2.0,,,,1.0,1.0,,4.0,1.0,,,,,,,,,,,,,
10913416,home,Al-Hilal,Muath Faqeehi,muath-faqeehi,M. Faqeehi,D,188.0,464,M,1457521,EUR,1022716800,D,42,42,False,,32.0,31.0,,,12.0,12.0,19.0,25.0,2.0,1.0,2.0,,,45.0,42.0,6.6,6.0,0,Muath Muath,,42,5.0,,,2.0,1.0,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,
10913416,home,Al-Hilal,Musab Al Juwayr,musab-fahd-aljuwayr,M. A. Juwayr,M,175.0,850,M,1106234,EUR,1056067200,M,43,43,False,,42.0,38.0,2.0,1.0,16.0,17.0,22.0,27.0,1.0,1.0,,,,45.0,49.0,6.5,7.0,0,Musab Fahz Aljuwayr,,10,2.0,,,1.0,1.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,
10913416,home,Al-Hilal,Abdullah Otayf,abdullah-otayf,A. Otayf,M,176.0,163,M,160925,EUR,712800000,M,8,8,False,,101.0,96.0,7.0,6.0,47.0,47.0,49.0,54.0,5.0,7.0,5.0,,,76.0,108.0,7.2,6.0,0,,,14,,1.0,,1.0,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,
10913416,home,Al-Hilal,Nasser Al-Dawsari,nasser-al-dawsari,N. Al-Dawsari,M,178.0,1153,M,872607,EUR,914025600,M,16,16,False,,60.0,55.0,2.0,1.0,19.0,19.0,38.0,52.0,3.0,9.0,2.0,,,90.0,86.0,7.0,18.0,0,,,16,11.0,,,2.0,,2.0,1.0,,,,,2.0,1.0,2.0,1.0,,,2.0,1.0,,,,,,,,,,,
10913416,home,Al-Hilal,Moussa Marega,moussa-marega,M. Marega,F,183.0,1093,M,298300,EUR,671587200,F,17,17,False,,8.0,7.0,,,2.0,2.0,7.0,9.0,5.0,1.0,1.0,,,45.0,24.0,6.8,5.0,2,,,7,3.0,,1.0,3.0,,2.0,1.0,,,2.0,,2.0,,1.0,,1.0,,2.0,2.0,1.0,,,,,,,,,,
10913416,home,Al-Hilal,Saleh Al-Shehri,saleh-al-shehri,S. Al-Shehri,F,184.0,1112,M,818779,EUR,752112000,F,11,11,False,,11.0,8.0,,,2.0,2.0,6.0,9.0,2.0,,,,,90.0,16.0,7.2,5.0,3,,,11,,1.0,2.0,2.0,,1.0,,1.0,,,,1.0,,,1.0,,,,,2.0,1.0,,,,,,,,,
10913416,home,Al-Hilal,Abdullah Al-Hamdan,abdullah-al-hamdan,A. Al-Hamdan,F,185.0,1411,M,915991,EUR,937094400,F,14,14,False,,32.0,28.0,3.0,1.0,7.0,7.0,21.0,26.0,3.0,1.0,,,,45.0,44.0,6.3,8.0,3,,,9,1.0,,1.0,4.0,,1.0,1.0,2.0,,1.0,1.0,,,,,,,,3.0,1.0,,,,,,,,,,
10913416,home,Al-Hilal,André Carrillo,andre-carrillo,A. Carrillo,M,180.0,14534,M,115182,EUR,676857600,M,19,19,True,,60.0,53.0,13.0,11.0,19.0,20.0,36.0,44.0,3.0,4.0,1.0,,,45.0,74.0,7.2,13.0,1,,,19,4.0,,1.0,3.0,,2.0,1.0,1.0,,,,1.0,,,1.0,,,2.0,2.0,,,18andrecarrillo,1.0,,,,,,,
10913416,home,Al-Hilal,Michael,michael,Michael,M,166.0,9025,M,878084,EUR,826588800,M,96,96,True,,22.0,16.0,,,,,19.0,30.0,6.0,2.0,1.0,,,45.0,51.0,7.8,19.0,4,,,96,8.0,,,7.0,,9.0,5.0,2.0,,,2.0,4.0,,,1.0,1.0,,3.0,2.0,1.0,1.0,Michael19,1.0,,,,,,,
10913416,home,Al-Hilal,Odion Ighalo,odion-ighalo,O. Ighalo,F,183.0,2180,M,29774,EUR,613958400,F,9,9,True,,9.0,6.0,,,1.0,1.0,5.0,8.0,3.0,,,,,45.0,18.0,6.6,3.0,5,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,2.0,,,,3.0,,,,2.0,,,,,,
10913416,home,Al-Hilal,Luciano Vietto,luciano-vietto,L. Vietto,F,173.0,1084,M,249407,EUR,755049600,F,10,10,True,,26.0,20.0,1.0,1.0,3.0,3.0,22.0,28.0,3.0,4.0,1.0,,,45.0,40.0,7.6,9.0,2,,,19,5.0,,,1.0,,3.0,2.0,1.0,,,,5.0,,1.0,2.0,,,5.0,,1.0,,,,,,,,,,
10913416,home,Al-Hilal,Mohamed Kanno,mohamed-kanno,M. Kanno,M,191.0,1575,M,828524,EUR,780192000,M,28,28,True,,17.0,15.0,1.0,1.0,3.0,3.0,12.0,14.0,1.0,6.0,1.0,,,14.0,21.0,7.0,2.0,0,,,28,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10913416,home,Al-Hilal,Mohammed Al-Owais,mohammed-al-owais,M. Al-Owais,G,185.0,753,M,791416,EUR,687052800,G,21,21,True,,,,,,,,,,,,,,,,,,,0,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913416,home,Al-Hilal,Hyun Soo Jang,hyun-soo-jang,H. S. Jang,D,187.0,185,M,160875,EUR,686016000,D,20,20,True,,,,,,,,,,,,,,,,,,,0,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913416,home,Al-Hilal,Mohammed Alkhaibari,mohammed-alkhaibari,M. Alkhaibari,D,184.0,21,M,1048753,EUR,1019088000,D,67,67,True,,,,,,,,,,,,,,,,,,,0,Mohammed Alkhaibari,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913416,home,Al-Hilal,Mohammed Al-Qahtani,al-qahtani-mohammed,M. Al-Qahtani,M,167.0,790,M,1134261,EUR,1027382400,M,56,56,True,,,,,,,,,,,,,,,,,,,0,Mohammed Al-Qahtani,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913416,away,Al Tai,Victor Braga,victor-braga,V. Braga,G,193.0,79,M,805020,EUR,698284800,G,1,1,False,,26.0,16.0,12.0,3.0,15.0,16.0,1.0,10.0,1.0,9.0,,5.0,7.0,90.0,42.0,7.1,10.0,0,,,1,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,
10913416,away,Al Tai,Nawaf Al Qamiri,nawaf-al-qamiri,N. A. Qamiri,D,171.0,15,M,1398859,EUR,992131200,D,23,23,False,,26.0,20.0,2.0,1.0,11.0,15.0,9.0,12.0,3.0,5.0,2.0,,,88.0,41.0,5.9,11.0,0,Nawaf Al Qamiri,,23,1.0,1.0,,8.0,4.0,2.0,1.0,,2.0,,1.0,1.0,,2.0,1.0,,,,1.0,,,,1.0,,,,,,,
