match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_dispossessed,stat_totalOffside,player_firstName,player_lastName,player_sofascoreId,captain,stat_onTargetScoringAttempt,stat_penaltyConceded,stat_errorLeadToAShot,stat_punches,stat_goalAssist,stat_bigChanceCreated,stat_penaltyWon,stat_goals,stat_bigChanceMissed
11396202,home,FC Augsburg,Finn Dahmen,finn-dahmen,F. Dahmen,G,1,188,564,M,822564,EUR,890956800,G,1,1,False,36.0,27.0,13.0,4.0,24.0,25.0,3.0,11.0,1.0,1.0,11.0,2.0,2.0,1.0,3.0,1.0,1.0,90.0,48.0,6.9,10.0,0.00231004,0,-0.4622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396202,home,FC Augsburg,Kevin Mbabu,kevin-mbabu,K. Mbabu,D,43,184,780,M,227900,EUR,798249600,D,43,43,False,36.0,28.0,3.0,2.0,10.0,12.0,18.0,28.0,,4.0,5.0,,,,,,,90.0,71.0,5.8,24.0,0.0782399,0,,4.0,1.0,14.0,3.0,8.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
11396202,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,52.0,38.0,13.0,5.0,19.0,21.0,20.0,33.0,4.0,4.0,3.0,,,,,,,90.0,64.0,6.5,16.0,0.0476751,2,,2.0,2.0,4.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,3.0,0.05,,,,,,,,,,,,,,,
11396202,home,FC Augsburg,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193,1726,M,792142,EUR,873763200,D,19,19,False,51.0,33.0,8.0,2.0,22.0,25.0,11.0,26.0,7.0,9.0,5.0,,,,,,,90.0,63.0,6.7,20.0,0.00361847,0,,,,2.0,1.0,,,2.0,,,1.0,2.0,,,,,,3.0,,,1.0,,,,,,,,,,,,,,
11396202,home,FC Augsburg,Mads Pedersen,mads-pedersen,M. Pedersen,D,3,179,157,M,809219,EUR,841536000,D,3,3,False,23.0,19.0,4.0,2.0,7.0,7.0,12.0,20.0,1.0,7.0,4.0,,,,,,,90.0,45.0,6.5,13.0,0.0145222,0,,4.0,2.0,6.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,
11396202,home,FC Augsburg,Arne Engels,engels-arne,A. Engels,M,27,185,1608,M,1001867,EUR,1062979200,M,27,27,False,20.0,15.0,4.0,2.0,8.0,10.0,7.0,13.0,,4.0,4.0,,,,,,,45.0,31.0,7.0,8.0,0.0168357,2,,3.0,,,,,,,3.0,1.0,,1.0,,,,1.0,1.0,,1.0,0.0662,,,,,,,,,,,,,,,
11396202,home,FC Augsburg,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,M,17,17,False,48.0,40.0,2.0,1.0,24.0,25.0,16.0,23.0,,4.0,7.0,,,,,,,72.0,62.0,6.9,10.0,0.0118159,0,,,,5.0,2.0,3.0,2.0,,2.0,2.0,1.0,,2.0,,,,,,5.0,,,,,,,,,,,,,,,,
11396202,home,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,M,10,10,False,28.0,24.0,2.0,2.0,7.0,7.0,20.0,27.0,,,1.0,,,,,,,72.0,37.0,7.0,7.0,0.256605,1,,6.0,,1.0,1.0,,,,,,,,,5.0,3.0,,1.0,,,0.0355,,,,,,,,,,,,,,,
11396202,home,FC Augsburg,Ruben Vargas,ruben-vargas,R. Vargas,M,11,179,2677,M,872919,EUR,902275200,M,16,16,False,20.0,16.0,,,4.0,5.0,12.0,16.0,,3.0,2.0,,,,,,,61.0,31.0,6.4,10.0,0.0733696,0,,1.0,2.0,7.0,1.0,4.0,2.0,,1.0,1.0,2.0,,2.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,
11396202,home,FC Augsburg,Ermedin Demirović,ermedin-demirovic,E. Demirović,F,9,184,5628,M,878081,EUR,890784000,F,9,9,False,16.0,13.0,,,5.0,5.0,8.0,11.0,2.0,5.0,6.0,,,,,,,90.0,28.0,7.2,5.0,0.0422921,3,,,1.0,5.0,1.0,2.0,2.0,,1.0,1.0,,,2.0,1.0,,,2.0,,1.0,0.1735,1.0,,,,e.demirovic29,True,1.0,,,,,,,,
