match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_shotOffTarget,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,captain,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goals,stat_bigChanceMissed,stat_clearanceOffLine,stat_hitWoodwork
11408349,home,Vizela,Francesco Ruberto,francesco-ruberto,F. Ruberto,G,12,184,22,M,335305,EUR,732499200,G,1,1,False,35.0,19.0,24.0,10.0,14.0,20.0,5.0,15.0,2.0,7.0,1.0,2.0,1.0,1.0,90.0,43.0,6.8,16.0,0.00105525,0,-0.3491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408349,home,Vizela,Tomás Silva,tomas-silva,Tomás,D,10,172,134,M,1176102,EUR,939945600,D,82,82,False,37.0,34.0,3.0,2.0,16.0,17.0,19.0,24.0,3.0,4.0,,,,,90.0,71.0,7.2,10.0,0.0741279,0,,,,4.0,1.0,1.0,1.0,5.0,8.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
11408349,home,Vizela,Jota Gonçalves,jota-goncalves,J. Gonçalves,D,6,186,40,M,987565,EUR,961200000,D,4,4,False,62.0,55.0,7.0,3.0,42.0,44.0,13.0,18.0,2.0,5.0,,,,,90.0,77.0,7.0,7.0,0.00580156,0,,,,,,2.0,1.0,4.0,3.0,,,1.0,1.0,1.0,,,2.0,4.0,3.0,,,,,,,,,,,,,,,,
11408349,home,Vizela,Anderson,anderson,Anderson,D,3,185,60,M,922629,EUR,794102400,D,5,5,False,50.0,45.0,5.0,4.0,35.0,38.0,10.0,12.0,1.0,6.0,,,,,90.0,60.0,7.1,5.0,0.0037858,1,,,,,,3.0,5.0,7.0,8.0,1.0,,3.0,3.0,1.0,,,,1.0,3.0,1.0,0.0084,,,,,,,,,,,,,,
11408349,home,Vizela,Orest Lebedenko,orest-lebedenko,O. Lebedenko,D,17,174,156,M,844409,EUR,906508800,D,19,19,False,35.0,30.0,4.0,2.0,18.0,20.0,15.0,24.0,2.0,4.0,,,,,90.0,62.0,6.9,13.0,0.176856,2,,,,9.0,3.0,2.0,,4.0,2.0,1.0,,,,,,3.0,,1.0,,1.0,0.0466,3.0,2.0,1.0,,,,,,,,,,,
11408349,home,Vizela,Diogo Nascimento,diogo-nascimento,D. Nascimento,M,8,166,875,M,997022,EUR,1036195200,M,90,90,False,71.0,65.0,4.0,4.0,27.0,27.0,39.0,45.0,,6.0,,,,,90.0,85.0,7.5,8.0,0.062687,2,,,,1.0,1.0,1.0,,2.0,6.0,1.0,,3.0,2.0,2.0,,1.0,,1.0,,2.0,0.0729,1.0,1.0,,1.0,,,,,,,,,,
11408349,home,Vizela,Samu,samu,Samu,M,20,170,212,M,785808,EUR,830044800,M,20,20,False,51.0,45.0,5.0,3.0,23.0,24.0,24.0,32.0,1.0,2.0,,,,,90.0,71.0,7.2,10.0,0.269876,1,,,,5.0,2.0,1.0,,4.0,2.0,1.0,1.0,2.0,1.0,,,2.0,,,1.0,1.0,0.0264,,,,,True,,,,,,,,,
11408349,home,Vizela,Jason Lokilo,jason-lokilo,J. Lokilo,M,98,175,217,M,818036,EUR,905990400,M,75,75,False,32.0,21.0,4.0,1.0,10.0,11.0,11.0,23.0,,2.0,,,,,77.0,45.0,7.6,18.0,0.24647,2,,,,2.0,,,,2.0,3.0,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,0.1456,2.0,2.0,,2.0,,1.0,1.0,1.0,0.3355,,,,,
11408349,home,Vizela,Domingos Quina,domingos-quina,D. Quina,M,8,173,417,M,842582,EUR,942883200,M,10,10,False,32.0,29.0,1.0,1.0,9.0,9.0,21.0,26.0,,3.0,,,,,68.0,44.0,6.6,10.0,0.117218,0,,,,3.0,1.0,,,7.0,4.0,1.0,1.0,3.0,1.0,1.0,,1.0,,,4.0,,,1.0,,,3.0,,,,,,,,,,
11408349,home,Vizela,Alberto Soro,soro-alberto,A. Soro,M,29,173,203,M,944049,EUR,920937600,M,29,29,False,26.0,19.0,2.0,1.0,3.0,7.0,16.0,19.0,,4.0,,,,,77.0,40.0,6.7,10.0,0.0997546,2,,,,,,,2.0,6.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,1.0,,0.0387,1.0,,2.0,,,,,,,,,,,
