match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_aerialLost,stat_dispossessed,stat_totalCross,stat_accurateCross,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_bigChanceCreated,stat_clearanceOffLine,stat_wonContest,stat_totalOffside,captain,stat_goalAssist,stat_goodHighClaim,stat_hitWoodwork
10385604,home,Tottenham Hotspur,Fraser Forster,fraser-forster,F. Forster,G,17,201,1229,M,19314,EUR,574560000,G,20,20,False,21.0,15.0,13.0,7.0,10.0,10.0,5.0,11.0,2.0,4.0,3.0,5.0,1.0,90.0,31.0,7.4,6.0,0.0,0.0,0.00096988,0,-0.1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385604,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,829932,EUR,893635200,D,17,17,False,46.0,43.0,5.0,4.0,19.0,19.0,24.0,27.0,4.0,8.0,,,,90.0,68.0,8.0,4.0,0.0,0.0,0.0376217,0,,,,cutiromero2,4.0,2.0,10.0,3.0,4.0,6.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
10385604,home,Tottenham Hotspur,Eric Dier,eric-dier,E. Dier,D,3,191,4317,M,146101,EUR,758592000,D,15,15,False,48.0,39.0,5.0,1.0,29.0,32.0,10.0,16.0,4.0,8.0,,,,90.0,60.0,6.3,9.0,0.446,0.0,0.00442878,1,,,,ericdier,2.0,3.0,3.0,1.0,1.0,1.0,1.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385604,home,Tottenham Hotspur,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,580550,EUR,803347200,D,34,34,False,29.0,28.0,3.0,2.0,18.0,18.0,10.0,11.0,3.0,2.0,,,,90.0,36.0,6.1,2.0,0.0,0.0,0.00758817,0,,,,clement_lenglet,1.0,4.0,1.0,,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
10385604,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,913654,EUR,937180800,M,23,23,False,30.0,27.0,1.0,1.0,14.0,15.0,15.0,22.0,3.0,6.0,,,,77.0,57.0,7.5,11.0,0.1868,0.2694,0.0535882,3,,,,pedroporro29,,4.0,3.0,,2.0,3.0,2.0,,,1.0,1.0,,1.0,,,7.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,
10385604,home,Tottenham Hotspur,Oliver Skipp,skipp-oliver,O. Skipp,M,22,175,1315,M,859901,EUR,969062400,M,4,4,False,45.0,33.0,1.0,,21.0,24.0,12.0,21.0,1.0,5.0,,,,90.0,58.0,6.6,14.0,0.0,0.0,0.0071923,0,,,,,1.0,5.0,6.0,,2.0,4.0,2.0,,,,2.0,,,2.0,1.0,,,,,,,1.0,,,,,,,,
10385604,home,Tottenham Hotspur,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,149593,EUR,807580800,M,5,5,False,47.0,40.0,11.0,7.0,17.0,19.0,23.0,28.0,4.0,3.0,,,,90.0,61.0,7.2,8.0,0.0716,0.0346,0.185869,3,,,,hojbjerg23,2.0,2.0,4.0,,1.0,,,1.0,2.0,1.0,,,2.0,,,,,,1.0,,,2.0,,,,,,,,
10385604,home,Tottenham Hotspur,Ivan Perišić,ivan-perisic,I. Perišić,M,5,187,17408,M,38710,EUR,602380800,M,14,14,False,29.0,19.0,,,7.0,11.0,13.0,27.0,1.0,5.0,,,,77.0,49.0,7.3,21.0,0.1571,0.2327,0.322664,2,,,,ivanperisic444,1.0,3.0,2.0,1.0,1.0,,,,,3.0,1.0,1.0,,1.0,,9.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,,,,,
10385604,home,Tottenham Hotspur,Heung-min Son,heung-min-son,H. M. Son,F,7,184,117494,M,111505,EUR,710553600,F,7,7,False,31.0,25.0,,,8.0,10.0,17.0,21.0,,4.0,,,,87.0,47.0,7.9,8.0,1.1011,0.9865,0.135096,3,,,,HMSon,,2.0,8.0,,,2.0,1.0,2.0,,1.0,,1.0,1.0,2.0,,,,5.0,1.0,1.0,1.0,1.0,,,5.0,,,,,
10385604,home,Tottenham Hotspur,Richarlison,richarlison,Richarlison,F,9,184,44707,M,840217,EUR,863222400,F,9,9,False,9.0,5.0,,,1.0,1.0,4.0,9.0,2.0,3.0,,,,61.0,26.0,6.7,11.0,0.0964,0.1122,0.0151078,1,,,,Richarlison,,6.0,4.0,,,1.0,1.0,3.0,1.0,,,,,2.0,2.0,1.0,,3.0,1.0,,,1.0,,,2.0,2.0,,,,
10385604,home,Tottenham Hotspur,Harry Kane,harry-kane,H. Kane,F,9,188,297679,M,108579,EUR,743817600,F,10,10,False,38.0,30.0,4.0,2.0,12.0,14.0,19.0,27.0,,10.0,,,,90.0,56.0,8.2,15.0,0.3941,0.0874,0.542068,4,,,,HurriKane,1.0,4.0,4.0,,,1.0,1.0,2.0,,5.0,,,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,,1.0,3.0,,1.0,,True,1.0,,
10385604,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,928124,EUR,956620800,M,21,21,True,7.0,6.0,,,4.0,5.0,2.0,5.0,,5.0,,,,29.0,22.0,6.4,9.0,0.0298,0.0,0.00713496,1,,,,dejan_k10,,6.0,2.0,,1.0,1.0,1.0,,1.0,,,,1.0,,4.0,3.0,,2.0,,,,,,,1.0,,,,,
10385604,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,94758,EUR,735609600,D,33,33,True,4.0,2.0,,,,1.0,2.0,3.0,,,,,,13.0,4.0,6.4,2.0,0.0,0.0,0.00014408,0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
10385604,home,Tottenham Hotspur,Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,178,3536,M,827064,EUR,854668800,M,16,16,True,1.0,1.0,,,,,1.0,1.0,,,,,,13.0,1.0,6.5,,0.0,0.0,7.626e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385604,home,Tottenham Hotspur,Japhet Tanganga,japhet-tanganga,J. Tanganga,D,2,186,700,M,836693,EUR,922838400,D,25,25,True,2.0,2.0,,,2.0,2.0,,,1.0,,,,,8.0,5.0,6.5,1.0,0.0,0.0,2.216e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385604,home,Tottenham Hotspur,Brandon Austin,austin-brandon,B. Austin,G,40,188,1395,M,859896,EUR,915753600,G,40,40,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385604,home,Tottenham Hotspur,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12158,M,566102,EUR,834537600,D,6,6,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,DAVINSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385604,home,Tottenham Hotspur,Lucas Moura,lucas-moura,L. Moura,M,7,172,12483,M,149710,EUR,713664000,F,27,27,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,lucasmoura7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385604,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,1002711,EUR,1031961600,M,29,29,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,pape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385604,home,Tottenham Hotspur,Romaine Mundle,mundle-romaine,R. Mundle,F,14,177,642,M,1094440,EUR,1051142400,M,55,55,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385604,away,Manchester United,David De Gea,david-de-gea,D. De Gea,G,43,192,23723,M,69378,EUR,657936000,G,1,1,False,38.0,21.0,25.0,8.0,17.0,22.0,4.0,16.0,,5.0,3.0,5.0,,90.0,48.0,7.2,17.0,0.0,0.0,0.00110801,0,-0.2772,,,d_degea,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,
