match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,captain,stat_wasFouled,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_penaltyWon,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_bigChanceMissed,stat_goodHighClaim,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded,player_sofascoreId
14167899,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188,2069,M,1154630,EUR,1110499200,G,1,1,False,18.0,11.0,10.0,4.0,0.0,9.0,11.0,2.0,7.0,1.0,4.0,1.0,2.0,2.0,2.0,90.0,24.0,7.4,7.0,0.00156165,0.4111,1.0,0,0.5471,0.07,0.01,0.15,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167899,home,Toulouse,Djibril Sidibé,,,djibril-sidibe,D. Sidibé,D,19,182,538,M,123388,EUR,712368000,D,19,19,False,23.0,19.0,,,0.0,15.0,16.0,4.0,7.0,2.0,2.0,,,,,64.0,37.0,6.8,8.0,0.0287418,,1.0,0,,0.19,0.03,0.14,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167899,home,Toulouse,Charlie Cresswell,,,charlie-cresswell,C. Cresswell,D,4,190,1084,M,1020744,EUR,1029456000,D,4,4,False,53.0,49.0,3.0,2.0,1.0,28.0,29.0,21.0,24.0,4.0,4.0,,,,,90.0,66.0,8.8,6.0,0.0448546,,3.0,2,,0.3,0.28,0.21,,,,4.0,,1.0,2.0,,1.0,5.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.2484,0.4204,0.46,,,,,,,,,,,,,,
14167899,home,Toulouse,Rasmus Nicolaisen,,,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,34.0,31.0,1.0,,0.0,23.0,23.0,8.0,11.0,4.0,2.0,,,,,90.0,43.0,7.2,3.0,0.0078743,,,0,,0.17,0.05,0.22,,,,1.0,,,1.0,,,2.0,4.0,,,,,,1.0,1.0,,,,True,1.0,,,,,,,,,,,,
14167899,home,Toulouse,Aron Dønnum,,,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,M,15,15,False,30.0,22.0,2.0,2.0,1.0,6.0,7.0,16.0,23.0,,2.0,,,,,90.0,55.0,8.7,17.0,0.351736,,4.0,2,,0.49,0.33,-0.08,,5.0,3.0,7.0,2.0,3.0,1.0,,,1.0,8.0,2.0,,2.0,1.0,,5.0,2.0,0.9261,1.3273,0.37,,1.0,3.0,1.0,1.0,,,,,,,,,
14167899,home,Toulouse,Cristian Cásseres Jr.,,,cristian-casseres-jr,C. Cásseres Jr.,M,23,174,1378,M,878938,EUR,948326400,M,23,23,False,41.0,34.0,2.0,1.0,0.0,15.0,16.0,19.0,25.0,,6.0,,,,,90.0,52.0,7.5,11.0,0.0377118,,2.0,0,,0.18,0.38,-0.08,,1.0,,4.0,1.0,2.0,,,1.0,,4.0,,,,,1.0,,,,,,,4.0,2.0,,,1.0,,,,,,,,
14167899,home,Toulouse,Abu Francis,,,francis-abu,A. Francis,M,17,182,1495,M,988801,EUR,988329600,M,17,17,False,37.0,33.0,2.0,,0.0,23.0,24.0,10.0,13.0,2.0,3.0,,,,,90.0,47.0,6.8,6.0,0.015876,,,1,,0.04,0.12,0.18,,,,2.0,1.0,,,,,,3.0,2.0,,,,,2.0,2.0,0.0517,,-0.07,,,,1.0,,,1.0,1.0,,,,,,
14167899,home,Toulouse,Dayann Methalie,,,dayann-methalie,D. Methalie,M,24,186,426,M,1894003,EUR,1139961600,M,24,24,False,17.0,15.0,2.0,1.0,0.0,9.0,9.0,6.0,8.0,,5.0,,,,,76.0,32.0,7.0,6.0,0.198155,,1.0,1,,0.32,0.47,0.13,,2.0,1.0,4.0,4.0,1.0,2.0,,,,2.0,,,,,1.0,,,0.1421,,-0.54,,,,2.0,1.0,,1.0,,,,,,,
14167899,home,Toulouse,Frank Magri,Frank Magri,,frank-magri,F. Magri,F,9,178,1819,M,1169436,EUR,936403200,F,9,9,False,12.0,9.0,,,0.0,5.0,6.0,4.0,6.0,,1.0,,,,,64.0,21.0,7.4,6.0,0.00815501,,,2,,-0.31,0.28,-0.02,,1.0,1.0,6.0,1.0,1.0,3.0,,1.0,2.0,4.0,2.0,1.0,1.0,1.0,,1.0,,0.0923,0.5218,0.52,,1.0,,1.0,,,,,,,,,,
14167899,home,Toulouse,Emersonn,Emersonn,,emersonn,Emersonn,F,20,186,545,M,1128844,EUR,1089936000,F,20,20,False,11.0,10.0,,,1.0,2.0,2.0,8.0,9.0,1.0,,,,,,76.0,22.0,6.2,5.0,0.0234237,,1.0,4,,-0.12,0.29,-0.01,,,,8.0,2.0,3.0,2.0,,6.0,,2.0,,2.0,1.0,,,,,0.701,0.2281,-0.55,,1.0,,1.0,,,1.0,,1.0,,,,,
14167899,home,Toulouse,Yann Gboho,,,yann-gboho,Y. Gboho,F,10,173,957,M,911851,EUR,979430400,F,10,10,False,24.0,19.0,1.0,1.0,0.0,5.0,5.0,14.0,19.0,,5.0,,,,,83.0,46.0,8.3,14.0,0.226707,,2.0,4,,0.24,0.72,0.14,,2.0,1.0,5.0,4.0,1.0,,,,,5.0,3.0,2.0,2.0,1.0,,1.0,1.0,0.3828,1.29,0.46,,2.0,,2.0,,,,,,,,,,
14167899,home,Toulouse,Mark McKenzie,,,mark-mckenzie,M. McKenzie,D,3,183,647,M,922759,EUR,919900800,D,3,3,True,11.0,9.0,,,0.0,2.0,2.0,7.0,9.0,2.0,3.0,,,,,26.0,16.0,6.9,2.0,0.0157298,,,0,,0.01,0.08,0.16,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14167899,home,Toulouse,Mario Sauer,,,mario-sauer,M. Sauer,M,77,180,515,M,1386065,EUR,1084579200,M,77,77,True,10.0,8.0,,,0.0,1.0,1.0,7.0,9.0,,4.0,,,,,26.0,15.0,6.8,3.0,0.00517357,,,0,,-0.07,0.25,0.13,,1.0,,1.0,1.0,,1.0,,,,2.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
14167899,home,Toulouse,Warren Kamanzi,,,warren-kamanzi,W. Kamanzi,M,12,177,196,M,1048366,EUR,973900800,D,12,12,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,,14.0,3.0,6.7,,0.00038526,,,0,,0.01,-0.04,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
14167899,home,Toulouse,Santiago Hidalgo,Santiago Hidalgo,,santiago-hidalgo,S. Hidalgo,F,11,174,1019,M,1199247,EUR,1108598400,F,11,11,True,1.0,,,,0.0,,,,1.0,,,,,,,14.0,3.0,6.4,2.0,,,,0,,-0.01,-0.42,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167899,home,Toulouse,Julian Vignolo,,,julian-vignolo,J. Vignolo,F,7,185,309,M,1657108,EUR,1165449600,F,7,7,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,10.0,1.0,6.4,,3.639e-05,,,0,,-0.03,,0.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167899,home,Toulouse,Kjetil Haug,,,kjetil-haug,K. Haug,G,16,187,94,M,792318,EUR,897609600,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167899,home,Toulouse,Seny Koumbassa,Seny Koumbassa,,seny-koumbassa,S. Koumbassa,D,35,187,80,M,2077075,EUR,1182297600,D,35,35,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167899,home,Toulouse,Alexis Vossah,,,alexis-vossah,A. Vossah,M,17,181,216,M,2193194,EUR,1205193600,M,45,45,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167899,home,Toulouse,Noah Edjouma,Noah,Edjouma,noah-edjouma,N. Edjouma,F,20,182,400,M,1512354,EUR,1128384000,F,31,31,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167899,away,Metz,Jonathan Fischer,,,jonathan-fischer,J. Fischer,G,1,197,267,M,1004550,EUR,999993600,G,1,1,False,55.0,47.0,11.0,3.0,0.0,47.0,51.0,,4.0,,7.0,2.0,3.0,,,90.0,64.0,6.4,8.0,8.086e-05,0.4811,,0,-0.2123,-0.04,0.01,-0.33,0.21,,,1.0,,,,,1.0,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,
14167899,away,Metz,Jean-Philippe Gbamin,,,jean-philippe-gbamin,J. Gbamin,M,5,186,1191,M,326343,EUR,811987200,D,5,5,False,91.0,79.0,11.0,3.0,0.0,69.0,71.0,10.0,20.0,6.0,6.0,,,,,90.0,101.0,5.9,12.0,0.00307783,,,0,,-0.01,0.08,-0.54,,,,4.0,,,,,2.0,1.0,2.0,,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,1.0,,
14167899,away,Metz,Sadibou Sané,Sadibou Sané,,sane-sadibou,S. Sané,D,38,185,730,M,1471683,EUR,1086825600,D,38,38,False,80.0,72.0,6.0,2.0,0.0,61.0,65.0,11.0,15.0,,5.0,,,,,47.0,82.0,5.6,8.0,0.00399922,,,0,,0.0,0.1,-0.15,,,,3.0,,,2.0,,,1.0,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,
