match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_keyPass,stat_unsuccessfulTouch,stat_totalCross,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_accurateCross,stat_goalAssist,stat_bigChanceCreated,stat_challengeLost,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_penaltyConceded,player_sofascoreId,stat_blockedScoringAttempt
10433799,home,MKE Ankaragücü,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190,97,M,807289,EUR,821750400,G,99,99,False,30.0,23.0,11.0,4.0,22.0,23.0,1.0,7.0,1.0,1.0,4.0,3.0,1.0,3.0,90.0,37.0,6.2,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433799,home,MKE Ankaragücü,Oğuz Ceylan,oguz-ceylan,O. Ceylan,D,2,174,8,M,152758,EUR,661219200,D,77,77,False,19.0,10.0,1.0,,8.0,12.0,2.0,7.0,1.0,6.0,2.0,,,,45.0,34.0,6.5,12.0,0,Oğuz,Ceylan,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,
10433799,home,MKE Ankaragücü,Atakan Çankaya,atakan-cankaya,A. Çankaya,D,35,180,44,M,1066338,EUR,898732800,D,4,4,False,55.0,46.0,10.0,2.0,40.0,44.0,6.0,11.0,1.0,9.0,5.0,,,,90.0,71.0,7.1,9.0,2,Atakan Cankaya,,,,,,5.0,6.0,4.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,
10433799,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189,767,M,858004,EUR,892598400,D,18,18,False,48.0,43.0,7.0,4.0,40.0,43.0,3.0,5.0,,3.0,7.0,,,,90.0,59.0,6.5,6.0,0,,,,,,,5.0,2.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,
10433799,home,MKE Ankaragücü,Marlon,marlon,Marlon,D,23,178,1919,M,870787,EUR,864086400,D,3,3,False,34.0,25.0,9.0,4.0,15.0,21.0,10.0,16.0,1.0,4.0,5.0,,,,90.0,70.0,6.3,19.0,0,,,2.0,5.0,1.0,,2.0,3.0,2.0,,,,,1.0,3.0,2.0,2.0,1.0,,,,,,,,,,,
10433799,home,MKE Ankaragücü,Pedrinho,pedrinho,Pedrinho,M,14,170,128,M,182385,EUR,724809600,M,8,8,False,25.0,19.0,2.0,1.0,13.0,16.0,7.0,10.0,,2.0,5.0,,,,85.0,34.0,6.7,6.0,1,,,1.0,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,
10433799,home,MKE Ankaragücü,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,,185,115,M,120298,EUR,701308800,M,30,30,False,69.0,52.0,16.0,6.0,30.0,36.0,24.0,40.0,1.0,6.0,9.0,,,,90.0,96.0,8.3,28.0,1,,,,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,7.0,2.0,,1.0,2.0,2.0,2.0,,,,,,,,
10433799,home,MKE Ankaragücü,Gboly Ariyibi,gboly-ariyibi,G. Ariyibi,M,11,183,55,M,370644,EUR,790300800,M,12,12,False,7.0,4.0,,,1.0,4.0,3.0,4.0,,4.0,2.0,,,,74.0,17.0,6.3,6.0,0,Gboly,Ariyibi,1.0,4.0,2.0,1.0,,1.0,1.0,2.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,
10433799,home,MKE Ankaragücü,Ghayas Zahid,ghayas-zahid,G. Zahid,M,29,173,468,M,252121,EUR,785116800,M,19,19,False,14.0,12.0,,,10.0,11.0,2.0,4.0,,1.0,2.0,,,,45.0,20.0,6.1,6.0,0,,,1.0,4.0,1.0,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,True,,,,,,
10433799,home,MKE Ankaragücü,Giorgi Beridze,giorgi-beridze,G. Beridze,F,7,174,144,M,798377,EUR,863395200,M,21,21,False,16.0,13.0,1.0,,6.0,7.0,7.0,9.0,1.0,4.0,3.0,,,,90.0,32.0,7.5,10.0,2,,,2.0,8.0,3.0,,1.0,1.0,1.0,2.0,,,,4.0,,,,,,,,3.0,,2.0,2.0,,,,
10433799,home,MKE Ankaragücü,Federico Macheda,federico-macheda,F. Macheda,F,41,184,328,M,50130,EUR,682819200,F,11,11,False,6.0,4.0,,,3.0,5.0,1.0,1.0,1.0,4.0,1.0,,,,68.0,12.0,6.4,3.0,0,Federico,Macheda,,5.0,,,,,,3.0,4.0,,,1.0,,,,,,,,1.0,,,,4.0,,,
10433799,home,MKE Ankaragücü,Firatcan Üzüm,firatcan-uzum,F. Üzüm,D,88,178,25,M,904112,EUR,928454400,M,88,88,True,14.0,11.0,3.0,1.0,7.0,8.0,4.0,7.0,,5.0,2.0,,,,45.0,31.0,6.5,9.0,0,,,,3.0,1.0,,1.0,2.0,,3.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,
10433799,home,MKE Ankaragücü,Lamine Diack,lamine-diack,L. Diack,M,25,186,192,M,982317,EUR,974246400,M,14,14,True,19.0,16.0,1.0,1.0,6.0,8.0,10.0,11.0,,3.0,1.0,,,,45.0,25.0,6.6,4.0,0,,,2.0,5.0,,,,3.0,1.0,,1.0,,,1.0,,,1.0,,,,,2.0,,,,,,,
10433799,home,MKE Ankaragücü,Eren Derdiyok,eren-derdiyok,E. Derdiyok,F,,191,85,,21943,EUR,582076800,F,9,9,True,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,22.0,3.0,5.9,,0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,
10433799,home,MKE Ankaragücü,Jesé Rodríguez,jese-rodriguez,Jesé,F,10,178,1129,M,110781,EUR,730684800,F,10,10,True,12.0,8.0,,,3.0,4.0,5.0,9.0,,1.0,3.0,,,,16.0,15.0,6.5,6.0,0,,,,2.0,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,
10433799,home,MKE Ankaragücü,Sinan Osmanoğlu,sinan-osmanoglu,S. Osmanoğlu,D,5,197,24,M,69369,EUR,631843200,D,90,90,True,2.0,1.0,,,1.0,2.0,,,,1.0,1.0,,,,14.0,4.0,6.6,1.0,1,,,2.0,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
10433799,home,MKE Ankaragücü,Nurullah Aslan,nurullah-aslan,N. Aslan,G,55,202,23,M,897393,EUR,868060800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
