match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_interceptionWon,stat_errorLeadToAShot,stat_challengeLost,stat_fouls,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wasFouled,stat_onTargetScoringAttempt,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,captain,stat_totalOffside,stat_goals
10408636,home,Real Betis,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,13,13,False,22.0,15.0,14.0,7.0,9.0,10.0,6.0,12.0,1.0,1.0,6.0,1.0,2.0,90.0,26.0,7.2,8.0,0.0,0.0,0.0015965,0,0.8402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408636,home,Real Betis,Youssouf Sabaly,,,youssouf-sabaly,Y. Sabaly,D,17,174,5678,M,111803,EUR,731289600,D,23,23,False,37.0,32.0,1.0,1.0,15.0,17.0,17.0,20.0,,3.0,5.0,,,90.0,55.0,7.7,9.0,0.0193,0.0,0.0179763,1,,youssouf_sabaly23,2.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10408636,home,Real Betis,Germán Pezzella,,,german-pezzella,G. Pezzella,D,6,187,3493,M,158241,EUR,677980800,D,16,16,False,37.0,35.0,3.0,1.0,27.0,27.0,8.0,11.0,2.0,5.0,1.0,,,90.0,55.0,7.6,5.0,0.0,0.0,0.00264262,0,,germanpezzella,2.0,2.0,,,6.0,,2.0,3.0,1.0,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,
10408636,home,Real Betis,Luiz Felipe,,,luiz-felipe,L. Felipe,D,5,187,1042,M,850035,EUR,858988800,D,19,19,False,43.0,40.0,2.0,2.0,26.0,28.0,14.0,15.0,3.0,5.0,4.0,,,90.0,56.0,7.7,4.0,0.1377,0.0,0.00595221,1,,,1.0,3.0,,1.0,6.0,,3.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
10408636,home,Real Betis,Álex Moreno,,,alex-moreno,Á. Moreno,D,24,179,1206,M,294593,EUR,739497600,D,15,15,False,45.0,37.0,4.0,2.0,12.0,16.0,25.0,32.0,2.0,6.0,6.0,,,90.0,72.0,7.5,14.0,0.0704,0.0,0.0551621,2,,,1.0,3.0,1.0,,3.0,,,3.0,3.0,1.0,1.0,3.0,2.0,,1.0,,1.0,1.0,2.0,,,,,,,,,
10408636,home,Real Betis,Guido Rodríguez,,,guido-rodriguez,G. Rodríguez,M,2,185,3908,M,609752,EUR,766108800,M,5,5,False,39.0,35.0,2.0,1.0,14.0,16.0,21.0,23.0,,2.0,5.0,,,90.0,49.0,6.9,5.0,0.0,0.0,0.0197753,0,,guiido_rodriguez,,3.0,,,3.0,,1.0,,,1.0,2.0,,1.0,,1.0,2.0,,,,2.0,,,,,,,,
10408636,home,Real Betis,William Carvalho,,,william-carvalho,W. Carvalho,M,41,187,1602,M,137978,EUR,702604800,M,14,14,False,58.0,50.0,2.0,1.0,20.0,21.0,30.0,37.0,1.0,7.0,6.0,,,90.0,74.0,7.7,10.0,0.0589,0.0223,0.129346,1,,,1.0,3.0,1.0,,2.0,,1.0,3.0,3.0,1.0,1.0,,2.0,,1.0,,,,,3.0,1.0,,,,,,,
10408636,home,Real Betis,Luiz Henrique,Luiz Henrique,,luiz-henrique,L. Henrique,M,11,182,12996,M,1035995,EUR,978393600,M,11,11,False,13.0,10.0,1.0,,2.0,2.0,9.0,13.0,1.0,12.0,6.0,,,84.0,45.0,7.1,13.0,0.6144,0.4736,0.318023,3,,luizhenrique_07,1.0,13.0,3.0,1.0,1.0,,,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,2.0,9.0,5.0,,4.0,2.0,1.0,1.0,1.0,1.0,,,
10408636,home,Real Betis,Sergio Canales,,,sergio-canales,S. Canales,M,10,176,2979,M,41560,EUR,666662400,M,10,10,False,29.0,24.0,3.0,3.0,5.0,7.0,23.0,33.0,,1.0,3.0,,,90.0,49.0,7.5,18.0,0.1767,0.0,0.264613,1,,,2.0,6.0,2.0,1.0,,,,,,2.0,5.0,11.0,,,,1.0,2.0,1.0,,,,,4.0,1.0,,True,1.0,
10408636,home,Real Betis,Rodri Sánchez,,,rodri-sanchez,R. Sánchez,M,10,175,565,M,1031421,EUR,958435200,M,28,28,False,30.0,29.0,2.0,1.0,6.0,7.0,23.0,27.0,,1.0,4.0,,,69.0,43.0,7.5,6.0,0.5869,0.6353,0.0857154,3,,,,1.0,,,,,,,,,,4.0,2.0,,,,1.0,,1.0,1.0,2.0,,,,,,,1.0
