match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_aerialWon,stat_interceptionWon,stat_wonTackle,stat_keyPass,stat_challengeLost,stat_errorLeadToAShot,stat_dispossessed,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_outfielderBlock
14167947,home,Auxerre,Donovan Léon,,,donovan-leon,D. Léon,G,16,186.0,316,M,159837,EUR,720748800,G,16,16,False,17.0,14.0,8.0,5.0,0.0,13.0,13.0,1.0,4.0,1.0,5.0,1.0,1.0,90.0,23.0,6.2,3.0,0.00029198,0.0099,0,-0.6479,0.04,0.0,-0.34,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167947,home,Auxerre,Josué Casimir,,,josue-casimir,J. Casimir,M,7,178.0,9086,M,1035986,EUR,1001289600,D,7,7,False,21.0,16.0,3.0,1.0,0.0,7.0,7.0,9.0,14.0,1.0,3.0,,,69.0,34.0,6.6,11.0,0.0110714,,1,,0.05,0.26,-0.16,,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.037,-0.2,,,,,,,,,,,,,,,,,,,,,,,
14167947,home,Auxerre,Marvin Senaya,Marvin Senaya,,marvin-senaya,M. Senaya,D,29,179.0,213,M,1087805,EUR,980640000,D,29,29,False,40.0,34.0,8.0,5.0,0.0,20.0,20.0,14.0,20.0,3.0,4.0,,,83.0,55.0,6.6,11.0,0.0280831,,0,,0.22,0.13,-0.17,,1.0,3.0,3.0,1.0,1.0,,1.0,3.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14167947,home,Auxerre,Sinaly Diomandé,,,sinaly-diomande,S. Diomandé,D,20,184.0,714,M,996951,EUR,986774400,D,20,20,False,60.0,58.0,6.0,6.0,0.0,44.0,45.0,14.0,15.0,2.0,3.0,,,90.0,67.0,6.4,2.0,0.0074372,,0,,0.19,0.12,-0.22,,,5.0,1.0,,,,,,,3.0,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,
14167947,home,Auxerre,Clement Akpa,Clément Akpa,,akpa-clement,C. Akpa,D,92,183.0,819,M,1387156,EUR,1006560000,D,92,92,False,67.0,57.0,6.0,2.0,0.0,37.0,42.0,20.0,25.0,1.0,4.0,,,90.0,79.0,6.9,14.0,0.0132898,,0,,0.15,0.19,-0.3,,1.0,3.0,9.0,2.0,1.0,,1.0,2.0,3.0,,,,2.0,4.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
14167947,home,Auxerre,Gideon Mensah,,,gideon-mensah,G. Mensah,D,14,177.0,2401,M,844942,EUR,900720000,D,14,14,False,27.0,27.0,,,0.0,13.0,13.0,14.0,14.0,1.0,,,,69.0,44.0,6.2,7.0,0.028001,,0,,-0.06,0.03,-0.26,,4.0,5.0,2.0,1.0,,,1.0,,,1.0,,,,1.0,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,
14167947,home,Auxerre,Lasso Coulibaly,,,lasso-coulibaly,L. Coulibaly,M,21,186.0,301,M,1126588,EUR,1034985600,M,21,21,False,11.0,8.0,2.0,1.0,0.0,4.0,5.0,4.0,6.0,,3.0,,,43.0,19.0,6.6,5.0,0.00775201,,1,,-0.04,0.09,-0.12,,1.0,3.0,3.0,2.0,1.0,,,,2.0,1.0,0.0208,0.16,,,,,,,,1.0,1.0,1.0,0.0615,,,,,,,,,,,,
14167947,home,Auxerre,Elisha Owusu,,,elisha-owusu,E. Owusu,M,42,179.0,1294,M,904424,EUR,878860800,M,42,42,False,41.0,34.0,2.0,,0.0,13.0,15.0,21.0,26.0,1.0,8.0,,,84.0,50.0,6.8,9.0,0.0261968,,0,,0.27,0.09,-0.06,,,,2.0,1.0,1.0,,,2.0,1.0,,,,,,1.0,,1.0,,,,,,,True,,,,,,,,,,,
14167947,home,Auxerre,Kévin Danois,Kévin Danois,,kevin-danois,K. Danois,M,5,183.0,449,M,1151803,EUR,1088380800,M,5,5,False,61.0,54.0,7.0,6.0,0.0,21.0,24.0,33.0,37.0,,8.0,,,90.0,73.0,7.6,10.0,0.154461,,0,,0.35,0.14,-0.06,,1.0,1.0,7.0,3.0,3.0,,3.0,1.0,,,,,,1.0,1.0,2.0,3.0,,,1.0,,,,,1.0,,,,,,,,,,
14167947,home,Auxerre,Danny Namaso,,,danny-namaso,D. Namaso,F,19,182.0,4899,M,867440,EUR,967420800,M,19,19,False,23.0,20.0,1.0,,0.0,8.0,9.0,12.0,14.0,,3.0,,,90.0,45.0,6.1,13.0,0.0170154,,2,,-0.05,0.09,-0.06,,1.0,9.0,2.0,3.0,,,,3.0,1.0,1.0,0.3016,0.06,2.0,1.0,1.0,,,,,3.0,,1.0,0.2917,,,1.0,1.0,1.0,,,,,,,
14167947,home,Auxerre,Lassine Sinayoko,,,sinayoko-lassine,L. Sinayoko,F,10,186.0,10455,M,927005,EUR,944611200,F,10,10,False,29.0,19.0,2.0,1.0,0.0,2.0,4.0,17.0,25.0,,2.0,,,90.0,41.0,6.8,15.0,0.0212971,,2,,-0.25,0.14,0.18,,1.0,3.0,6.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0966,-0.19,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,
14167947,home,Auxerre,Ibrahim Osman,Ibrahim Osman,,osman-ibrahim,I. Osman,F,17,177.0,2704,M,1471095,EUR,1101686400,F,23,23,True,19.0,16.0,1.0,1.0,0.0,6.0,7.0,10.0,12.0,,1.0,,,47.0,29.0,7.1,8.0,0.25509,,2,,0.2,0.42,-0.01,,2.0,1.0,3.0,,,,,3.0,1.0,1.0,0.6467,-0.53,,2.0,,,1.0,,,,1.0,1.0,0.2198,,1.0,1.0,1.0,1.0,,,,,,,
14167947,home,Auxerre,Fredrik Oppegård,,,fredrik-oppegard,F. Oppegård,D,22,175.0,199,M,1005648,EUR,1028678400,D,22,22,True,14.0,13.0,2.0,1.0,0.0,7.0,7.0,6.0,7.0,,,,,21.0,19.0,6.8,2.0,0.0021569,,1,,-0.05,0.06,0.14,,,,2.0,,,,1.0,1.0,1.0,,0.0648,-0.12,,,,1.0,,,,,,1.0,0.0845,,,,,,,,,,,,
14167947,home,Auxerre,Sékou Mara,,,sekou-mara,S. Mara,F,9,184.0,963,M,1047484,EUR,1027987200,F,9,9,True,6.0,4.0,,,0.0,1.0,1.0,3.0,5.0,,1.0,,,21.0,7.0,6.4,2.0,0.00105423,,0,,-0.02,-0.08,-0.01,,,2.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14167947,home,Auxerre,Lamine Sy,Lamine Sy,,lamine-sy,L. Sy,D,27,171.0,706,M,1177351,EUR,1028937600,D,27,27,True,8.0,6.0,,,0.0,2.0,2.0,4.0,6.0,,,,,12.0,12.0,6.8,3.0,0.00686435,,0,,0.03,0.07,0.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167947,home,Auxerre,Rudy Matondo,Rudy Matondo,,rudy-matondo,R. Matondo,M,12,180.0,446,M,1961626,EUR,1205366400,M,34,34,True,6.0,6.0,1.0,1.0,0.0,1.0,1.0,5.0,5.0,,,,,12.0,7.0,6.7,,0.0044251,,0,,0.04,0.04,0.13,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14167947,home,Auxerre,Théo De Percin,Théo De Percin,,theo-de-percin,T. D. Percin,G,40,186.0,100,M,1095836,EUR,981072000,G,40,40,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
