match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,player_firstName,player_lastName,stat_interceptionWon,stat_errorLeadToAShot,stat_wasFouled,stat_wonContest,stat_keyPass,stat_bigChanceCreated,player_sofascoreId,stat_hitWoodwork,stat_goals,stat_penaltyWon,stat_totalOffside,stat_shotOffTarget,stat_penaltyFaced,stat_penaltyConceded
12530672,home,Beşiktaş JK,Mert Günok,mert-gunok,M. Günok,G,34,196,4070,M,39573,EUR,604713600,G,34,34,False,True,19.0,16.0,9.0,6.0,0.0,13.0,13.0,3.0,6.0,7.0,2.0,2.0,5.0,90.0,30.0,7.8,3.0,0.00054263,0,0.7667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530672,home,Beşiktaş JK,Jonas Svensson,jonas-svensson,J. Svensson,D,71,170,1475,M,98199,EUR,731376000,D,2,2,False,,38.0,33.0,1.0,1.0,0.0,13.0,15.0,21.0,24.0,8.0,,,,90.0,56.0,6.9,10.0,0.0523193,1,,1.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,0.0859,0.1425,,,,,,,,,,,,,,,,,,,,
12530672,home,Beşiktaş JK,Gabriel Paulista,gabriel-paulista,G. Paulista,D,3,187,5352,M,124737,EUR,659577600,D,3,3,False,,53.0,50.0,4.0,3.0,0.0,35.0,35.0,15.0,18.0,,,,,90.0,61.0,7.2,4.0,0.100875,1,,,,4.0,1.0,4.0,,,,,,,,1.0,,0.0382,,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,
12530672,home,Beşiktaş JK,Emirhan Topçu,emirhan-topcu,E. Topçu,D,53,188,2617,M,895009,EUR,971222400,D,53,53,False,,52.0,41.0,6.0,1.0,0.0,24.0,26.0,17.0,26.0,2.0,,,,80.0,63.0,6.9,12.0,0.0290696,0,,,,5.0,1.0,5.0,,,,,,,,1.0,,,,1.0,,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,
12530672,home,Beşiktaş JK,Serkan Emrecan Terzi,serkan-emrecan-terzi,S. E. Terzi,D,3,177,716,M,1142614,EUR,1073260800,D,79,79,False,,26.0,22.0,3.0,1.0,1.0,8.0,10.0,14.0,18.0,3.0,,,,75.0,46.0,6.8,10.0,0.0602243,0,,2.0,,1.0,7.0,2.0,3.0,,3.0,,,,,1.0,1.0,,,1.0,,3.0,,,,5.0,,,1.0,1.0,,,,,,,,,
12530672,home,Beşiktaş JK,Amir Hadžiahmetović,amir-hadziahmetovic,A. Hadžiahmetović,M,20,179,1356,M,795421,EUR,857779200,M,6,6,False,,48.0,40.0,7.0,3.0,0.0,9.0,12.0,31.0,37.0,7.0,,,,90.0,55.0,7.1,10.0,0.227661,0,,1.0,,1.0,3.0,3.0,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,
12530672,home,Beşiktaş JK,Gedson Fernandes,gedson-fernandes,G. Fernandes,M,83,184,5232,M,862055,EUR,915840000,M,83,83,False,,48.0,40.0,2.0,2.0,0.0,14.0,14.0,26.0,34.0,4.0,,,,90.0,65.0,7.3,10.0,0.0870767,1,,,,,5.0,4.0,2.0,1.0,4.0,,,,,,,0.0702,,1.0,1.0,1.0,,,,3.0,,1.0,3.0,,,gedson_83,1.0,,,,,,
12530672,home,Beşiktaş JK,Milot Rashica,milot-rashica,M. Rashica,M,7,177,3712,M,800411,EUR,835920000,M,7,7,False,,24.0,17.0,1.0,,1.0,3.0,4.0,18.0,28.0,3.0,,,,75.0,41.0,7.9,12.0,0.322308,1,,8.0,4.0,,,5.0,,,1.0,,,2.0,2.0,1.0,,0.1042,,,1.0,,,,,,,2.0,1.0,3.0,1.0,MRashica,,,,,,,
12530672,home,Beşiktaş JK,Rafa Silva,rafa-silva,R. Silva,M,27,170,17005,M,252577,EUR,737596800,M,27,27,False,,45.0,33.0,1.0,1.0,1.0,9.0,10.0,24.0,35.0,4.0,,,,90.0,64.0,9.1,19.0,0.207583,4,,,,,3.0,4.0,,1.0,4.0,,2.0,1.0,1.0,4.0,,0.2219,0.5864,,2.0,,,,,,,1.0,2.0,3.0,2.0,Rafa_Silva,,1.0,1.0,1.0,,,
12530672,home,Beşiktaş JK,Mustafa Hekimoğlu,mustafa-hekimoglu,M. Hekimoğlu,F,91,186,3037,M,1524303,EUR,1177200000,M,91,91,False,,12.0,11.0,,,0.0,4.0,4.0,7.0,8.0,5.0,,,,61.0,23.0,6.4,4.0,0.0123902,0,,,,,6.0,4.0,1.0,,4.0,,,2.0,,1.0,2.0,,,1.0,,,,Mustafa Hekimoglu,,,,,2.0,,,,,,,1.0,,,
