match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_errorLeadToAGoal,stat_ownGoals,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_wonTackle,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_keyPass,captain,stat_accurateCross,stat_wonContest,player_sofascoreId,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt,stat_bigChanceMissed
12450966,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188,2069,M,1154630,EUR,1110499200,G,50,50,False,25.0,17.0,16.0,8.0,0.0,13.0,14.0,4.0,11.0,8.0,2.0,2.0,90.0,33.0,6.3,8.0,0.00364317,0,-2.2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450966,home,Toulouse,Charlie Cresswell,,,charlie-cresswell,C. Cresswell,D,4,190,1084,M,1020744,EUR,1029456000,D,4,4,False,18.0,11.0,6.0,1.0,0.0,8.0,11.0,3.0,7.0,1.0,,,62.0,25.0,5.9,9.0,0.00147589,0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12450966,home,Toulouse,Rasmus Nicolaisen,,,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,26.0,23.0,3.0,2.0,0.0,19.0,19.0,4.0,7.0,4.0,,,90.0,39.0,6.9,3.0,0.00836982,1,,1.0,6.0,3.0,1.0,,,,,,1.0,4.0,1.0,3.0,2.0,0.1054,,,,,,,,,,,,,,,,,,,
12450966,home,Toulouse,Mark McKenzie,,,mark-mckenzie,M. McKenzie,D,3,183,647,M,922759,EUR,919900800,D,3,3,False,36.0,32.0,3.0,3.0,0.0,23.0,24.0,9.0,12.0,3.0,,,90.0,52.0,7.0,4.0,0.0033402,0,,,4.0,7.0,2.0,3.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
12450966,home,Toulouse,Gabriel Suazo,,,gabriel-suazo,G. Suazo,M,12,178,3981,M,818986,EUR,871084800,M,17,17,False,20.0,15.0,4.0,2.0,0.0,5.0,7.0,10.0,15.0,3.0,,,90.0,35.0,6.2,10.0,0.0109573,0,,6.0,3.0,,,1.0,,,1.0,1.0,,1.0,,,1.0,,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
12450966,home,Toulouse,Vincent Sierro,,,vincent-sierro,V. Sierro,M,14,184,461,M,794412,EUR,813110400,M,8,8,False,39.0,27.0,7.0,2.0,0.0,20.0,22.0,8.0,20.0,5.0,,,90.0,57.0,7.1,14.0,0.10193,0,,2.0,8.0,1.0,,4.0,,,,1.0,1.0,,,3.0,3.0,,2.0,3.0,,,1.0,1.0,True,1.0,1.0,,,,,,,,,,
12450966,home,Toulouse,Cristian Cásseres Jr.,,,cristian-casseres-jr,C. Cásseres Jr.,M,23,174,1378,M,878938,EUR,948326400,M,23,23,False,24.0,18.0,3.0,2.0,0.0,14.0,15.0,4.0,9.0,4.0,,,62.0,32.0,6.5,6.0,0.00249531,0,,3.0,6.0,,1.0,2.0,,,,3.0,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,
12450966,home,Toulouse,Aron Dønnum,,,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,M,15,15,False,16.0,14.0,1.0,1.0,0.0,6.0,7.0,8.0,11.0,4.0,,,76.0,29.0,6.1,8.0,0.0101135,0,,3.0,,2.0,,,,,1.0,,1.0,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,
12450966,home,Toulouse,Zakaria Aboukhlal,,,zakaria-aboukhlal,Z. Aboukhlal,F,7,179,8018,M,856737,EUR,950832000,F,7,7,False,9.0,5.0,,,0.0,3.0,4.0,2.0,5.0,2.0,,,63.0,14.0,6.3,8.0,0.00182159,0,,4.0,1.0,,,,,,3.0,2.0,1.0,1.0,,,,,,,,1.0,,,,,,zakariaaboukhlal,,,,,,,,,
12450966,home,Toulouse,Yann Gboho,,,yann-gboho,Y. Gboho,F,10,173,957,M,911851,EUR,979430400,F,10,10,False,9.0,4.0,1.0,,0.0,1.0,1.0,3.0,8.0,3.0,,,76.0,24.0,6.2,12.0,0.00126667,0,,9.0,4.0,,,,,,2.0,1.0,2.0,,,,3.0,,,,1.0,1.0,5.0,,,,1.0,,,,,,,,,,
