match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_keyPass,stat_wasFouled,player_firstName,player_lastName,captain,stat_totalOffside,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
12117119,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,24.0,13.0,14.0,3.0,0.0,12.0,12.0,1.0,12.0,1.0,8.0,1.0,3.0,3.0,1.0,90.0,34.0,7.3,11.0,0.00025392,0,1.2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117119,home,Palmeiras,Mayke,mayke,Mayke,D,12,178,2322,M,,273329,EUR,721353600,D,12,12,False,64.0,55.0,3.0,1.0,0.0,26.0,26.0,30.0,41.0,2.0,3.0,,,,,89.0,82.0,7.0,12.0,0.319694,0,,3.0,1.0,1.0,1.0,7.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,
12117119,home,Palmeiras,Vitor Reis,reis-vitor,V. Reis,D,12,186,12928,M,vitorreiss_06,1485300,EUR,1137024000,D,44,44,False,44.0,43.0,5.0,4.0,0.0,38.0,38.0,5.0,6.0,,4.0,,,,,90.0,48.0,7.0,1.0,0.00356638,0,,,,,,2.0,2.0,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12117119,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,36.0,31.0,2.0,1.0,0.0,20.0,21.0,11.0,15.0,2.0,1.0,,,,,90.0,47.0,7.1,5.0,0.0082828,0,,,,4.0,3.0,6.0,5.0,1.0,,,4.0,1.0,1.0,,1.0,,,True,1.0,,,,,,,,,,,,,,,
12117119,home,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,,881110,EUR,903916800,D,22,22,False,37.0,29.0,6.0,5.0,0.0,10.0,11.0,19.0,31.0,,4.0,,,,,90.0,55.0,6.9,15.0,0.0219859,0,,5.0,,1.0,,4.0,,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
12117119,home,Palmeiras,Aníbal Moreno,anibal-moreno,A. Moreno,M,5,177,5203,M,,977677,EUR,926553600,M,5,5,False,43.0,40.0,10.0,8.0,1.0,26.0,27.0,14.0,16.0,1.0,5.0,,,,,90.0,56.0,8.2,3.0,0.230412,2,,,,,,2.0,3.0,1.0,,,5.0,2.0,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,0.0573,0.2622,,,,,,,,,
12117119,home,Palmeiras,Gabriel Menino,gabriel-menino,G. Menino,M,25,176,2791,M,,974556,EUR,970185600,M,25,25,False,42.0,37.0,8.0,6.0,0.0,13.0,14.0,25.0,31.0,,10.0,,,,,73.0,63.0,7.6,12.0,0.0597055,1,,3.0,1.0,,,2.0,7.0,,1.0,,,4.0,,1.0,1.0,,,,,2.0,,,2.0,0.0262,,3.0,2.0,1.0,,,,,,
12117119,home,Palmeiras,Estêvão,estevao,Estêvão,M,41,176,196577,M,Estêvão,1597265,EUR,1177372800,M,41,41,False,33.0,27.0,2.0,1.0,1.0,7.0,8.0,20.0,28.0,1.0,3.0,,,,,72.0,50.0,8.2,14.0,0.0970916,2,,3.0,,1.0,,7.0,3.0,3.0,,,,1.0,1.0,2.0,,Estêvão,,,1.0,3.0,1.0,1.0,1.0,0.2125,0.9653,4.0,2.0,,1.0,1.0,,,,
12117119,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,M,23,23,False,41.0,36.0,6.0,3.0,0.0,16.0,16.0,20.0,29.0,,3.0,,,,,90.0,62.0,7.0,15.0,0.0150909,4,,4.0,,,,4.0,4.0,2.0,1.0,,,2.0,1.0,1.0,2.0,,,,,2.0,,,1.0,0.1829,,,,3.0,1.0,,,,,
12117119,home,Palmeiras,Rony,rony,Rony,F,11,167,5631,M,Rony,835260,EUR,800150400,M,10,10,False,7.0,7.0,,,0.0,2.0,2.0,6.0,7.0,1.0,3.0,,,,,81.0,15.0,7.4,3.0,0.110037,1,,2.0,1.0,1.0,,4.0,2.0,,1.0,,,2.0,1.0,1.0,,,,,2.0,,1.0,1.0,1.0,0.2067,0.3627,1.0,,,,1.0,,,,
