match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,player_sofascoreId,captain,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAShot,stat_lastManTackle,stat_hitWoodwork
13472718,home,Bahia,Ronaldo,ronaldo,Ronaldo,G,96,193.0,1025,M,840106,EUR,840672000,G,96,96,False,26.0,22.0,10.0,6.0,0.0,22.0,24.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,90.0,32.0,6.4,4.0,0.00015863,0,-0.1605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472718,home,Bahia,Santiago Arias,santiago-arias,S. Arias,D,13,177.0,3440,M,158583,EUR,695260800,D,13,13,False,47.0,44.0,,,0.0,21.0,21.0,26.0,2.0,4.0,,,,,90.0,70.0,7.3,6.0,0.0972598,1,,,,23.0,4.0,2.0,2.0,1.0,2.0,6.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0166,1.0,,,,,,,,,,,,,,,,,,
13472718,home,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190.0,1259,M,1117710,EUR,989107200,D,3,3,False,56.0,50.0,8.0,4.0,0.0,38.0,39.0,17.0,10.0,6.0,,,,,90.0,69.0,7.0,7.0,0.00593133,0,,Gabriel Xavier,,12.0,,,1.0,6.0,4.0,6.0,,,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
13472718,home,Bahia,Santiago Ramos Mingo,ramos-mingo-santiago,S. R. Mingo,D,21,185.0,2035,M,989843,EUR,1006300800,D,21,21,False,41.0,36.0,6.0,3.0,0.0,23.0,25.0,16.0,9.0,1.0,,,,,90.0,58.0,7.1,6.0,0.00796141,0,,,,13.0,,,,2.0,2.0,5.0,,,2.0,2.0,2.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,
13472718,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176.0,3659,M,1017264,EUR,935884800,D,46,46,False,51.0,45.0,3.0,2.0,0.0,18.0,19.0,32.0,6.0,6.0,,,,,90.0,75.0,6.8,11.0,0.143731,3,,,,27.0,8.0,4.0,,,1.0,3.0,1.0,,,1.0,,,0.0398,1.0,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,
13472718,home,Bahia,Nicolás Acevedo,nicolas-acevedo,N. Acevedo,M,26,173.0,1112,M,959620,EUR,924048000,M,26,26,False,61.0,50.0,5.0,2.0,0.0,24.0,28.0,33.0,,6.0,,,,,78.0,81.0,7.2,17.0,0.0311605,1,,,,26.0,1.0,,1.0,,9.0,6.0,,1.0,2.0,2.0,1.0,1.0,0.022,2.0,3.0,1.0,1.0,4.0,3.0,3.0,,1.0,0.0098,,,,,,,,,
13472718,home,Bahia,Jean Lucas,jean-lucas,J. Lucas,M,6,181.0,3752,M,927975,EUR,898473600,M,6,6,False,46.0,42.0,5.0,5.0,0.0,14.0,16.0,30.0,2.0,12.0,,,,,90.0,64.0,8.1,7.0,0.159802,2,,,,28.0,1.0,,1.0,,3.0,6.0,,,,3.0,2.0,1.0,0.0437,1.0,2.0,1.0,1.0,,2.0,2.0,,2.0,0.4949,1.0,1.0,,,,,,,
13472718,home,Bahia,Kayky,kayky,Kayky,M,37,175.0,2624,M,1106151,EUR,1055203200,M,37,37,False,23.0,19.0,,,0.0,5.0,6.0,17.0,,2.0,,,,,65.0,37.0,6.7,9.0,0.0673289,1,,Kayky,,14.0,2.0,,,1.0,4.0,2.0,,,,1.0,1.0,,0.016,,2.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,
13472718,home,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174.0,5845,M,145063,EUR,608169600,M,10,10,False,50.0,45.0,4.0,3.0,0.0,15.0,15.0,35.0,,2.0,,,,,78.0,78.0,6.9,17.0,0.13836,1,,,,30.0,7.0,1.0,1.0,1.0,9.0,8.0,,,1.0,4.0,,2.0,0.0074,3.0,3.0,1.0,,3.0,3.0,1.0,1.0,,,,,evertonri,True,,,,,
13472718,home,Bahia,Mateo Sanabria,mateo-sanabria,M. Sanabria,M,23,178.0,992,M,1182233,EUR,1080604800,M,23,23,False,16.0,12.0,,,0.0,,1.0,15.0,,2.0,,,,,72.0,46.0,7.4,17.0,0.0450136,1,,Mateo,Sanabria,12.0,6.0,2.0,,,5.0,10.0,,,1.0,,,3.0,0.042,,,5.0,2.0,2.0,8.0,7.0,,1.0,0.1233,,,,,1.0,,,,
