match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,player_firstName,player_lastName,stat_wonTackle,captain,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed
14062193,home,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,False,32.0,16.0,25.0,9.0,0.0,9.0,10.0,7.0,22.0,1.0,1.0,1.0,10.0,2.0,2.0,6.0,1.0,90.0,44.0,8.4,16.0,0.00250885,35.502172718589,5.0,16.81489233319,0.5677,1.0,0,1.0805,0.07,-0.02,0.25,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14062193,home,SC Freiburg,Bruno Ogbus,ogbus-bruno,B. Ogbus,D,43,188,230,M,1596573,EUR,1134777600,D,43,43,False,19.0,17.0,,,0.0,8.0,8.0,9.0,11.0,1.0,3.0,6.0,3.0,,,,,90.0,43.0,6.8,12.0,0.0172652,50.408960882376,5.0,32.108492402452,,,0,,0.15,0.1,0.15,,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,19.625317441092,30.368020827838,1.0,,,,,,,,,,,,,,,,,,,
14062193,home,SC Freiburg,Matthias Ginter,matthias-ginter,M. Ginter,D,28,189,887,M,142259,EUR,758937600,D,28,28,False,32.0,25.0,4.0,1.0,0.0,18.0,21.0,7.0,11.0,3.0,4.0,9.0,5.0,,,,,90.0,44.0,7.2,7.0,0.0113001,31.890101346829,5.0,16.333704030953,,,0,,0.15,0.02,0.42,,,2.0,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14062193,home,SC Freiburg,Max Rosenfelder,rosenfelder-maximilian,M. Rosenfelder,D,37,186,240,M,1131337,EUR,1044835200,D,37,37,False,31.0,30.0,3.0,3.0,0.0,17.0,17.0,13.0,14.0,1.0,4.0,9.0,3.0,,,,,90.0,49.0,7.5,1.0,0.00921216,70.728650624735,8.0,16.414535716951,,,0,,0.05,0.03,0.48,,,1.0,1.0,,,1.0,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
14062193,home,SC Freiburg,Christian Günter,christian-gunter,C. Günter,D,30,184,352,M,142231,EUR,730857600,D,30,30,False,23.0,19.0,3.0,1.0,0.0,8.0,8.0,11.0,15.0,,2.0,2.0,3.0,,,,,68.0,38.0,6.7,7.0,0.139622,32.835391080439,4.0,17.63254563531,,1.0,0,,0.23,-0.72,0.19,,2.0,2.0,4.0,,,,1.0,1.0,,1.0,1.0,2.0,,,,,,,True,1.0,,,,,,,,,,,,,,
14062193,home,SC Freiburg,Maximilian Eggestein,maximilian-eggestein,M. Eggestein,M,8,181,429,M,569784,EUR,850003200,M,8,8,False,35.0,23.0,1.0,,0.0,9.0,11.0,14.0,24.0,2.0,7.0,5.0,2.0,,,,,90.0,62.0,7.7,18.0,0.0133302,60.248493951747,5.0,44.346925152033,,,1,,0.01,0.41,0.66,,1.0,,2.0,1.0,4.0,3.0,,1.0,,,1.0,,18.366391621886,37.150757740213,2.0,,,1.0,,,3.0,1.0,0.0693,-0.39,,,,,,,,,,
14062193,home,SC Freiburg,Patrick Osterhage,osterhage-patrick,P. Osterhage,M,6,183,261,M,914755,EUR,949363200,M,6,6,False,24.0,20.0,,,0.0,8.0,9.0,12.0,15.0,1.0,3.0,3.0,2.0,,,,,84.0,40.0,6.8,9.0,0.0214032,65.470083820305,6.0,26.892300370532,,,1,,0.08,0.08,0.2,,3.0,2.0,4.0,,1.0,,,,,,2.0,,13.354891206153,23.202439871703,1.0,,,,,,,1.0,0.0411,-0.08,1.0,,,,,,,,,
14062193,home,SC Freiburg,Jan-Niklas Beste,jan-niklas-beste,J. Beste,D,19,177,1027,M,836711,EUR,915408000,M,19,19,False,16.0,10.0,1.0,,0.0,7.0,7.0,3.0,9.0,,4.0,2.0,3.0,,,,,68.0,37.0,7.8,13.0,0.00191174,85.777205754104,8.0,46.086509050777,,,1,,-0.11,0.26,0.17,,4.0,,4.0,2.0,2.0,,3.0,2.0,,,1.0,,34.785676095007,52.856647578306,2.0,,,,,,1.0,,0.1596,0.52,1.0,1.0,1.0,0.8311,,,,,,
14062193,home,SC Freiburg,Johan Manzambi,johan-manzambi,J. Manzambi,M,44,182,2015,M,1518931,EUR,1129248000,M,44,44,False,11.0,8.0,,,0.0,3.0,3.0,5.0,8.0,1.0,3.0,,2.0,,,,,52.0,26.0,5.5,10.0,0.00313265,32.483523079057,5.0,9.9622949667989,,,1,,-0.01,0.02,0.13,,1.0,2.0,5.0,1.0,1.0,,1.0,1.0,,4.0,1.0,1.0,,,,Johan Manzambi,,,,,,1.0,0.0617,-0.31,,,,,,,,,,
14062193,home,SC Freiburg,Vincenzo Grifo,vincenzo-grifo,V. Grifo,M,32,181,2068,M,171961,EUR,734140800,M,32,32,False,30.0,20.0,7.0,4.0,0.0,9.0,11.0,11.0,19.0,,1.0,1.0,4.0,,,,,56.0,40.0,6.8,15.0,0.10061,53.633508930907,5.0,47.227135482979,,1.0,0,,0.29,0.17,-0.12,,4.0,,1.0,,1.0,,2.0,1.0,1.0,1.0,,,17.380332352772,34.567296410321,2.0,,,1.0,,1.0,,,,,,,,,,,,,,
