match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,player_sofascoreId,captain,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_lastManTackle,stat_fouls,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_goodHighClaim,stat_goals
12501546,home,Venezia,Ionuț Radu,ionut-radu,I. Radu,G,13,188,3683,M,815202,EUR,864777600,G,28,28,False,39.0,13.0,35.0,10.0,0.0,7.0,12.0,6.0,27.0,10.0,1.0,2.0,3.0,90.0,47.0,6.6,27.0,0.00250104,0,0.0968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501546,home,Venezia,Joel Schingtienne,schingtienne-joel,J. Schingtienne,D,3,188,258,M,1388438,EUR,1029283200,D,25,25,False,40.0,35.0,1.0,1.0,0.0,31.0,32.0,4.0,8.0,3.0,3.0,,,90.0,57.0,6.5,10.0,0.00288812,0,,Joel Schingtienne,,2.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12501546,home,Venezia,Jay Idzes,jay-idzes,J. Idzes,D,21,190,19111,M,933641,EUR,959904000,D,4,4,False,43.0,34.0,5.0,1.0,0.0,30.0,30.0,4.0,13.0,4.0,,,,90.0,62.0,7.3,10.0,0.0014352,1,,,,5.0,5.0,1.0,,,5.0,2.0,3.0,,,,jayidzes,True,2.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0386,,,,,,,,,,
12501546,home,Venezia,Fali Candé,fali-cande,F. Candé,D,5,184,402,M,892430,EUR,885600000,D,2,2,False,44.0,36.0,8.0,2.0,0.0,32.0,35.0,4.0,9.0,4.0,,,,90.0,57.0,6.6,9.0,0.00144241,0,,,,2.0,6.0,,,,3.0,,2.0,1.0,,2.0,,,2.0,3.0,,,,,1.0,,,,,,,,,,,
12501546,home,Venezia,Alessio Zerbin,alessio-zerbin,A. Zerbin,M,7,182,1060,M,869888,EUR,920419200,M,24,24,False,16.0,10.0,3.0,1.0,0.0,3.0,3.0,8.0,18.0,3.0,6.0,,,90.0,66.0,6.7,23.0,0.44149,2,,,,8.0,6.0,,4.0,2.0,1.0,,,,,4.0,,,1.0,,3.0,,,,2.0,0.5593,5.0,1.0,1.0,1.0,1.0,1.0,0.2386,2.0,,
12501546,home,Venezia,Issa Doumbia,issa-doumbia,I. Doumbia,M,8,185,313,M,1141754,EUR,1066262400,M,97,97,False,17.0,13.0,1.0,,0.0,7.0,8.0,6.0,9.0,1.0,3.0,,,66.0,27.0,6.3,9.0,0.00216208,0,,,,5.0,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,2.0,,,,2.0,,,,,,,,,,,
12501546,home,Venezia,Gianluca Busio,gianluca-busio,G. Busio,M,6,170,907,M,896180,EUR,1022544000,M,6,6,False,32.0,29.0,3.0,2.0,0.0,18.0,20.0,11.0,12.0,3.0,,,,89.0,47.0,7.3,4.0,0.00778655,1,,,,,3.0,,,,5.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,2.0,,,0.0425,,,,,,,,,,
12501546,home,Venezia,Kike Pérez,kike-perez,K. Pérez,M,71,184,312,M,857178,EUR,855878400,M,71,71,False,37.0,28.0,7.0,5.0,0.0,12.0,12.0,18.0,28.0,9.0,1.0,,,90.0,59.0,6.7,17.0,0.19017,1,,,,11.0,5.0,2.0,2.0,,,1.0,1.0,1.0,,4.0,,,2.0,,4.0,,,,1.0,0.0183,3.0,2.0,,,1.0,,0.0749,1.0,,
12501546,home,Venezia,Mikael Ellertsson,mikael-ellertsson,M. Ellertsson,M,77,182,433,M,933203,EUR,1015804800,M,77,77,False,7.0,6.0,1.0,,0.0,1.0,1.0,5.0,7.0,,3.0,,,67.0,22.0,6.6,6.0,0.00348243,0,,,,4.0,3.0,,1.0,,3.0,,2.0,2.0,,,,,2.0,1.0,,,,,2.0,,1.0,,,,,,,,,
12501546,home,Venezia,Gaetano Oristanio,gaetano-oristanio,G. Oristanio,F,21,174,968,M,965009,EUR,1033171200,F,11,11,False,11.0,9.0,,,0.0,3.0,4.0,6.0,8.0,1.0,1.0,,,67.0,20.0,6.5,4.0,0.00232709,0,,,,3.0,4.0,,2.0,2.0,,,,,1.0,1.0,,,2.0,1.0,,,,,1.0,,1.0,,,,,,,,,
12501546,home,Venezia,Daniel Fila,fila-daniel,D. Fila,F,17,190,449,M,1088870,EUR,1029888000,F,18,18,False,12.0,6.0,2.0,,0.0,3.0,4.0,3.0,8.0,1.0,1.0,,,72.0,18.0,6.5,8.0,0.250118,0,,,,7.0,3.0,,1.0,,,,,,,2.0,,,5.0,1.0,,,,,1.0,,,,,,,,,1.0,,
12501546,home,Venezia,Cheick Oumar Condé,conde-cheick-oumar,C. O. Condé,M,26,185,537,M,1019971,EUR,964569600,M,17,17,True,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,,,,24.0,9.0,6.5,1.0,0.00053796,0,,,,2.0,3.0,1.0,,,1.0,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,
12501546,home,Venezia,Ridgeciano Haps,ridgeciano-haps,R. Haps,D,5,175,339,M,250501,EUR,739843200,D,5,5,True,6.0,4.0,2.0,,0.0,2.0,3.0,2.0,5.0,1.0,,,,23.0,13.0,6.4,4.0,0.00083402,0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,
12501546,home,Venezia,John Yeboah,john-yeboah,J. Yeboah,F,10,170,3981,M,879802,EUR,961718400,M,10,10,True,4.0,3.0,,,0.0,,,3.0,4.0,1.0,3.0,,,23.0,13.0,6.7,4.0,0.026856,1,,,,,2.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,0.0574,,,,1.0,1.0,,0.1052,1.0,,
12501546,home,Venezia,Christian Gytkjær,christian-gytkjaer,C. Gytkjær,F,9,185,437,M,78939,EUR,641952000,F,9,9,True,5.0,4.0,,,0.0,,,4.0,5.0,1.0,,,,18.0,8.0,6.1,2.0,0.00273643,0,,,,3.0,2.0,,,,,,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,
12501546,home,Venezia,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178,572,M,232224,EUR,731721600,M,32,32,True,,,,,0.0,,,,,,,,,1.0,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501546,home,Venezia,Jesse Joronen,jesse-joronen,J. Joronen,G,66,197,329,M,97978,EUR,732672000,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501546,home,Venezia,Matteo Grandi,matteo-grandi,M. Grandi,G,23,190,41,M,125807,EUR,718848000,G,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
