match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_wasFouled,stat_aerialLost,stat_totalTackle,stat_fouls,stat_dispossessed,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,captain,stat_challengeLost,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
10670588,home,SSV Jahn Regensburg,Dejan Stojanović,,,dejan-stojanovic,D. Stojanović,G,1,196,69,M,109453,EUR,743040000,G,1,1,False,35.0,30.0,14.0,9.0,25.0,26.0,5.0,9.0,10.0,1.0,1.0,3.0,5.0,90.0,47.0,6.1,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10670588,home,SSV Jahn Regensburg,Christian Viet,,,christian-viet,C. Viet,M,10,183,1628,M,882005,EUR,922492800,D,30,30,False,55.0,40.0,8.0,3.0,20.0,29.0,20.0,30.0,2.0,,,,,90.0,80.0,6.5,20.0,1,4.0,4.0,1.0,8.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10670588,home,SSV Jahn Regensburg,Steve Breitkreuz,,,steve-breitkreuz,S. Breitkreuz,D,5,188,52,M,132148,EUR,695692800,D,23,23,False,71.0,60.0,11.0,6.0,50.0,54.0,10.0,17.0,5.0,,,,,90.0,75.0,6.4,11.0,0,,3.0,3.0,5.0,,,,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10670588,home,SSV Jahn Regensburg,Jan Elvedi,,,jan-elvedi,J. Elvedi,D,15,186,81,M,576154,EUR,844041600,D,33,33,False,71.0,60.0,7.0,4.0,42.0,48.0,18.0,23.0,7.0,,,,,90.0,80.0,6.3,13.0,0,,3.0,7.0,4.0,,,,2.0,,3.0,1.0,3.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,
10670588,home,SSV Jahn Regensburg,Lasse Günther,,,lasse-gunther,L. Günther,D,21,183,90,M,997175,EUR,1048204800,D,27,27,False,51.0,42.0,3.0,1.0,23.0,25.0,20.0,30.0,10.0,,,,,64.0,73.0,5.9,18.0,1,4.0,1.0,8.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,,1.0,1.0,1.0,,,,,,,,,,,,,
10670588,home,SSV Jahn Regensburg,Blendi Idrizi,,,blendi-idrizi,B. Idrizi,M,22,178,113,M,939668,EUR,894067200,M,14,14,False,42.0,34.0,5.0,3.0,17.0,18.0,17.0,24.0,9.0,,,,,90.0,60.0,6.3,14.0,1,,1.0,11.0,8.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,5.0,,2.0,,,1.0,,,,,,,,,,,,
10670588,home,SSV Jahn Regensburg,Maximilian Thalhammer,,,maximilian-thalhammer,M. Thalhammer,M,8,190,25,M,842378,EUR,868492800,M,8,8,False,42.0,34.0,5.0,3.0,18.0,20.0,16.0,22.0,7.0,,,,,80.0,55.0,7.0,12.0,1,,1.0,2.0,7.0,2.0,2.0,,1.0,,,4.0,,2.0,,1.0,2.0,,2.0,1.0,,,,,,,,,,,
10670588,home,SSV Jahn Regensburg,Joshua Mees,,,joshua-mees,J. Mees,M,8,180,77,M,794536,EUR,829526400,M,29,29,False,23.0,16.0,,,7.0,9.0,9.0,15.0,4.0,,,,,90.0,41.0,7.1,11.0,3,1.0,2.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,
10670588,home,SSV Jahn Regensburg,Kaan Caliskaner,,,kaan-caliskaner,K. Caliskaner,M,22,190,84,M,939671,EUR,941587200,M,10,10,False,22.0,16.0,,,4.0,5.0,12.0,17.0,1.0,,,,,64.0,31.0,6.5,8.0,3,,,5.0,,,,1.0,,,4.0,,,1.0,,,1.0,,1.0,,2.0,,,,,,,,,,
10670588,home,SSV Jahn Regensburg,Charalambos Makridis,,,charalambos-makridis,C. Makridis,F,14,180,74,M,836026,EUR,836524800,M,26,26,False,24.0,21.0,2.0,1.0,7.0,7.0,15.0,25.0,4.0,,,,,86.0,54.0,7.0,18.0,4,8.0,,5.0,6.0,4.0,2.0,1.0,,3.0,1.0,1.0,,2.0,,,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,
