match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_aerialLost,stat_totalClearance,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,stat_dispossessed,stat_totalOffside,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine,stat_goals,stat_goalAssist,player_sofascoreId
11401982,home,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,32.0,25.0,11.0,5.0,22.0,24.0,3.0,8.0,7.0,2.0,90.0,37.0,6.6,7.0,0.00528239,0,-0.5424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401982,home,Sparta Rotterdam,Saïd Bakari,said-bakari,S. Bakari,D,22,176,127,M,896210,EUR,780192000,D,2,2,False,54.0,47.0,6.0,3.0,28.0,30.0,20.0,26.0,5.0,,90.0,73.0,6.7,12.0,0.0479705,3,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.2662,1.0521,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11401982,home,Sparta Rotterdam,Bart Vriends,bart-vriends,B. Vriends,D,3,188,217,M,41495,EUR,673747200,D,3,3,False,85.0,74.0,10.0,3.0,43.0,44.0,31.0,41.0,5.0,,90.0,88.0,6.4,11.0,0.0199791,1,,,,3.0,3.0,3.0,1.0,1.0,1.0,,,,0.2322,0.0526,1.0,True,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11401982,home,Sparta Rotterdam,Mike Eerdhuijzen,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194,180,M,947842,EUR,963446400,D,4,4,False,78.0,73.0,14.0,11.0,46.0,46.0,27.0,33.0,7.0,,73.0,88.0,7.5,6.0,0.0589258,1,,1.0,,2.0,1.0,4.0,,,,,,,0.1532,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11401982,home,Sparta Rotterdam,Django Warmerdam,django-warmerdam,D. Warmerdam,D,3,180,44,M,356018,EUR,810000000,D,5,5,False,26.0,19.0,4.0,1.0,10.0,12.0,10.0,23.0,2.0,,73.0,44.0,6.6,18.0,0.193111,1,,9.0,1.0,,2.0,1.0,2.0,,,1.0,,2.0,0.1697,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
11401982,home,Sparta Rotterdam,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,6,6,False,38.0,33.0,3.0,2.0,10.0,10.0,23.0,28.0,6.0,,73.0,59.0,7.2,8.0,0.0687204,2,,,,2.0,3.0,8.0,1.0,,1.0,4.0,3.0,2.0,0.1142,,1.0,,,1.0,,,,,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,
11401982,home,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170,272,M,913584,EUR,984009600,M,8,8,False,44.0,38.0,1.0,1.0,19.0,19.0,20.0,27.0,6.0,,90.0,61.0,7.3,11.0,0.136038,0,,2.0,1.0,,4.0,6.0,1.0,,,2.0,1.0,3.0,,,2.0,,2.0,,,,2.0,2.0,,,,1.0,,2.0,1.0,,,,,,,,,,
11401982,home,Sparta Rotterdam,Shunsuke Mito,shunsuke-mito,S. Mito,M,11,164,867,M,1002479,EUR,1033171200,M,7,7,False,40.0,33.0,1.0,1.0,15.0,17.0,19.0,26.0,7.0,,90.0,62.0,7.2,17.0,0.44001,3,,3.0,1.0,1.0,3.0,6.0,,1.0,2.0,1.0,1.0,5.0,0.1557,0.6706,3.0,,,,,,4.0,2.0,1.0,1.0,,,,2.0,,,1.0,1.0,,,,,,,
11401982,home,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182,168,M,578344,EUR,870652800,M,10,10,False,23.0,17.0,4.0,3.0,5.0,7.0,12.0,18.0,1.0,,90.0,34.0,6.6,12.0,0.0417675,1,,2.0,,,5.0,2.0,1.0,,1.0,2.0,1.0,2.0,0.0758,0.0257,1.0,,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,
11401982,home,Sparta Rotterdam,Koki Saito,koki-saito,K. Saito,M,14,170,1063,M,905356,EUR,997401600,M,11,11,False,21.0,18.0,1.0,1.0,5.0,5.0,13.0,21.0,4.0,,61.0,37.0,6.6,13.0,0.0203949,2,,5.0,,,3.0,3.0,,,,1.0,1.0,2.0,0.1262,,1.0,,,,,,3.0,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,
