match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,player_lastName,stat_wonTackle,player_sofascoreId,stat_shotOffTarget,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_goodHighClaim
14083194,home,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184,563,M,369004,EUR,839721600,G,1,1,False,33.0,15.0,27.0,9.0,0.0,8.0,11.0,7.0,22.0,2.0,9.0,4.0,5.0,1.0,90.0,45.0,8.5,18.0,0.0045001,57.979073598626,8.0,46.62,15.12,1.0889,0,1.0411,0.09,0.01,0.27,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083194,home,Deportivo Alavés,Jonny Otto,jonny-otto,J. Otto,D,17,175,572,M,235648,EUR,762652800,D,17,17,False,55.0,45.0,3.0,1.0,0.0,18.0,19.0,27.0,36.0,2.0,2.0,,,,90.0,90.0,7.0,18.0,0.53459,214.26250419989,22.0,-9.9750000000001,17.01,,0,,-0.09,-0.06,-0.08,,4.0,1.0,1.0,1.0,5.0,7.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,13.98375757799,1.0,1.0,,,,,,,,,,,,,,,,
14083194,home,Deportivo Alavés,Nahuel Tenaglia,nahuel-tenaglia,N. Tenaglia,D,14,182,1025,M,896073,EUR,824860800,D,14,14,False,31.0,28.0,6.0,4.0,0.0,15.0,15.0,13.0,16.0,7.0,3.0,,,,90.0,48.0,7.1,5.0,0.00772053,133.33601768023,17.0,50.61,16.695,,2,,0.25,0.06,-0.08,,,,3.0,4.0,5.0,7.0,1.0,,1.0,,,,,3.0,1.0,,,16.696246314666,1.0,,1.0,1.0,1.0,0.086,0.2576,0.0,,,,,,,,,,
14083194,home,Deportivo Alavés,Jon Pacheco,jon-pacheco,J. Pacheco,D,5,184,537,M,934383,EUR,978912000,D,5,5,False,43.0,36.0,3.0,,0.0,24.0,26.0,12.0,17.0,3.0,4.0,,,,90.0,58.0,7.2,8.0,0.00688981,121.9103691028,16.0,33.495,18.165,,0,,0.12,0.06,0.19,,,,1.0,3.0,2.0,5.0,1.0,,,,,2.0,,2.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,
14083194,home,Deportivo Alavés,Youssef Enriquez Lekhedim,youssef-lekhedim,Y. Lekhedim,M,3,170,10112,M,1403364,EUR,1128643200,D,3,3,False,35.0,31.0,3.0,3.0,0.0,15.0,16.0,16.0,19.0,3.0,3.0,,,,90.0,56.0,6.9,8.0,0.158665,97.013818580657,16.0,33.075,22.89,,1,,0.34,0.15,-0.16,,6.0,2.0,1.0,1.0,3.0,3.0,2.0,,1.0,1.0,,,,1.0,,,,23.013398271442,1.0,1.0,,,,0.0171,,-0.11,,,,yuusiii3,1.0,,,,,
14083194,home,Deportivo Alavés,Antonio Blanco,antonio-blanco,A. Blanco,M,8,176,1655,M,855832,EUR,964310400,M,8,8,False,74.0,64.0,8.0,8.0,0.0,27.0,31.0,37.0,43.0,2.0,7.0,,,,90.0,92.0,7.4,13.0,0.0414329,110.64622759331,15.0,-11.025,13.65,,2,,0.36,0.04,-0.12,,1.0,,3.0,4.0,10.0,9.0,3.0,1.0,1.0,1.0,,,2.0,2.0,1.0,2.0,3.0,15.50022051456,1.0,1.0,,1.0,,0.0455,,-0.21,,,1.0,,1.0,True,,,,
14083194,home,Deportivo Alavés,Calebe Gonçalves,calebe,Calebe,M,20,173,643,M,1046796,EUR,957052800,M,20,20,False,18.0,17.0,1.0,1.0,0.0,8.0,8.0,9.0,10.0,1.0,5.0,,,,45.0,32.0,6.6,7.0,0.108649,130.21547534095,11.0,17.43,21.42,,2,,0.28,0.13,0.16,,1.0,1.0,,,4.0,2.0,,1.0,4.0,1.0,1.0,,,1.0,2.0,,,68.425175134448,4.0,3.0,1.0,1.0,,0.0472,0.0234,-0.12,Calebe,,1.0,,,,,,,
14083194,home,Deportivo Alavés,Pablo Ibáñez,pablo-ibanez-lumbreras,P. Ibáñez,M,19,179,350,M,1084381,EUR,883612800,M,19,19,False,17.0,15.0,1.0,,0.0,6.0,7.0,9.0,10.0,1.0,,,,,62.0,35.0,6.7,6.0,0.0182961,91.657814445445,8.0,19.635,19.74,,3,,-0.1,-0.26,-0.03,,1.0,,,,3.0,7.0,1.0,1.0,1.0,1.0,,1.0,,2.0,2.0,4.0,1.0,41.082329371807,2.0,1.0,1.0,,,0.4198,0.248,-0.34,,,1.0,,2.0,,1.0,1.0,,
14083194,home,Deportivo Alavés,Denis Suárez,denis-suarez,D. Suárez,M,4,176,1456,M,138383,EUR,757814400,M,4,4,False,28.0,25.0,1.0,,0.0,10.0,11.0,15.0,17.0,1.0,2.0,,,,45.0,40.0,6.6,7.0,0.0122148,88.82491332823,11.0,5.565,10.5,,0,,-0.1,0.1,0.15,,2.0,,2.0,,5.0,4.0,,,2.0,1.0,,1.0,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
14083194,home,Deportivo Alavés,Carles Aleñá,carles-alena,C. Aleñá,M,10,180,1587,M,794937,EUR,883958400,M,10,10,False,18.0,17.0,1.0,1.0,0.0,,,17.0,18.0,2.0,2.0,,,,62.0,30.0,6.6,3.0,0.0524852,72.904393870951,9.0,42.525,13.44,,2,,-0.02,0.26,-0.07,,,,1.0,,2.0,2.0,1.0,,1.0,1.0,,,1.0,,2.0,1.0,,14.824679962819,1.0,1.0,1.0,,,0.1615,0.2311,-0.52,,,,,1.0,,1.0,,,
