match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,player_id,player_name,playerName,reason,rescinded,confirmed,length,from
10438043,FT,1.0,5.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10438043,,,,,90,,,1,,,substitution,121776726.0,False,False,regular,,,,,,,,
10438043,,,,,90,,,1,,,substitution,121776725.0,False,False,regular,,,,,,,,
10438043,,1.0,5.0,,89,,,2,,,goal,168836179.0,,False,regular,827668.0,Petar Musa,,,,,,
10438043,,1.0,4.0,,87,,,4,,,goal,168836141.0,,False,regular,827668.0,Petar Musa,,,,,,
10438043,,,,,86,,,5,,,substitution,121776696.0,False,False,regular,,,,,,,,
10438043,,,,,86,,,5,,,substitution,121776695.0,False,False,regular,,,,,,,,
10438043,,,,,80,,,11,,,substitution,121776656.0,False,True,regular,,,,,,,,
10438043,,,,,80,,,11,,,substitution,121776631.0,False,True,regular,,,,,,,,
10438043,,,,,74,,,17,,,card,120761026.0,,True,yellow,807292.0,Moustapha Seck,Moustapha Seck,Foul,False,,,
10438043,,,,,67,,,24,,,substitution,121776528.0,False,True,regular,,,,,,,,
10438043,,,,,67,,,24,,,substitution,121776527.0,False,True,regular,,,,,,,,
10438043,,,,,67,,,24,,,substitution,121776526.0,False,True,regular,,,,,,,,
10438043,,,,,51,,,40,,,varDecision,17395.0,,False,goalAwarded,252577.0,Rafa Silva,,,,False,,
10438043,,,,,46,,,45,,,substitution,121776315.0,False,False,regular,,,,,,,,
10438043,HT,1.0,3.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10438043,,1.0,3.0,,45,,,1,,,goal,168835276.0,,False,regular,934510.0,Gonçalo Ramos,,,,,,
10438043,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,,3.0,
10438043,,1.0,2.0,,38,,,8,,,goal,168835148.0,,True,regular,931811.0,Pedrão,,,,,,
10438043,,,,,34,,,12,,,card,120760793.0,,True,yellow,931811.0,Pedrão,Pedrão,Foul,False,,,
10438043,,,,,32,,,14,,,card,120760789.0,,False,yellow,584124.0,Chiquinho,Chiquinho,Foul,False,,,
10438043,,0.0,2.0,,28,,,18,,,goal,168834944.0,,False,ownGoal,1131931.0,Filipe Relvas,,,,,,owngoal
10438043,,0.0,1.0,,4,,,42,,,goal,168834522.0,,False,regular,177177.0,Alejandro Grimaldo,,,,,,
