match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_totalContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_interceptionWon,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_wonContest,stat_blockedScoringAttempt,captain,stat_goals
12504675,home,Venezia,Filip Stanković,filip-stankovic,F. Stanković,G,1,185,1020,M,986355,EUR,1014595200,G,35,35,False,26.0,20.0,10.0,4.0,0.0,19.0,22.0,1.0,4.0,1.0,7.0,1.0,1.0,1.0,90.0,32.0,6.6,6.0,0.00014245,0,0.3956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504675,home,Venezia,Jay Idzes,jay-idzes,J. Idzes,D,21,190,19111,M,933641,EUR,959904000,D,4,4,False,77.0,68.0,9.0,4.0,0.0,37.0,39.0,31.0,38.0,2.0,7.0,,,,90.0,97.0,7.2,11.0,0.108123,1,,,,jayidzes,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1767,2.0,,,,,,,,,,,,,,,,,
12504675,home,Venezia,Michael Svoboda,michael-svoboda,M. Svoboda,D,30,195,196,M,888340,EUR,908409600,D,30,30,False,77.0,64.0,7.0,3.0,0.0,38.0,41.0,26.0,36.0,3.0,8.0,,,,90.0,96.0,7.5,18.0,0.0114384,1,,,,,,3.0,,,,,,,2.0,,0.0323,,8.0,12.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0165,,,,,,,
12504675,home,Venezia,Marin Šverko,marin-sverko,M. Šverko,D,33,186,248,M,822485,EUR,886550400,D,33,33,False,53.0,46.0,5.0,3.0,0.0,27.0,30.0,19.0,23.0,1.0,1.0,,,,83.0,62.0,7.2,9.0,0.160403,0,,,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,
12504675,home,Venezia,Francesco Zampano,francesco-zampano,F. Zampano,M,7,177,142,M,235656,EUR,749347200,M,7,7,False,32.0,24.0,3.0,1.0,0.0,14.0,15.0,11.0,20.0,,5.0,,,,74.0,45.0,6.5,13.0,0.0249831,0,,,,,,3.0,2.0,,,,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,,,,
12504675,home,Venezia,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178,572,M,232224,EUR,731721600,M,32,32,False,76.0,68.0,4.0,2.0,0.0,23.0,25.0,45.0,54.0,,8.0,,,,90.0,91.0,7.0,14.0,0.0710967,2,,,,,2.0,7.0,1.0,1.0,1.0,,,,1.0,,0.2783,1.0,2.0,4.0,1.0,2.0,1.0,,1.0,1.0,2.0,0.3698,3.0,,2.0,,,,
12504675,home,Venezia,Hans Nicolussi Caviglia,hans-nicolussi-caviglia,H. N. Caviglia,M,41,184,1622,M,876259,EUR,961286400,M,14,14,False,54.0,47.0,4.0,1.0,0.0,15.0,16.0,34.0,41.0,,6.0,,,,74.0,71.0,7.0,15.0,0.373401,1,,,,,,6.0,4.0,1.0,,,,,,,0.0777,2.0,1.0,5.0,3.0,,1.0,1.0,,2.0,,,3.0,2.0,,1.0,1.0,,
12504675,home,Venezia,Mikael Ellertsson,mikael-ellertsson,M. Ellertsson,M,77,182,433,M,933203,EUR,1015804800,M,77,77,False,29.0,25.0,,,0.0,5.0,5.0,20.0,29.0,1.0,5.0,,,,89.0,59.0,6.5,17.0,0.0149446,1,,,,,,8.0,2.0,,,,,,2.0,,0.0808,,,5.0,3.0,,3.0,1.0,2.0,2.0,2.0,,5.0,,1.0,,1.0,,
12504675,home,Venezia,Gaetano Oristanio,gaetano-oristanio,G. Oristanio,F,21,174,968,M,965009,EUR,1033171200,F,11,11,False,26.0,20.0,2.0,1.0,0.0,1.0,1.0,19.0,27.0,,3.0,,,,90.0,50.0,6.6,18.0,0.148856,3,,,,,5.0,11.0,5.0,1.0,2.0,1.0,1.0,,,,0.4809,2.0,,5.0,,2.0,,,5.0,3.0,3.0,0.2499,2.0,,,2.0,,,
12504675,home,Venezia,Gianluca Busio,gianluca-busio,G. Busio,M,6,170,907,M,896180,EUR,1022544000,F,6,6,False,31.0,24.0,1.0,,0.0,5.0,6.0,20.0,27.0,,1.0,,,,90.0,49.0,6.8,12.0,0.201242,3,,,,,1.0,8.0,2.0,,1.0,2.0,,,,,0.448,3.0,,3.0,2.0,1.0,,,1.0,2.0,1.0,0.1793,2.0,1.0,3.0,1.0,,,
12504675,home,Venezia,Joel Pohjanpalo,joel-pohjanpalo,J. Pohjanpalo,F,20,184,2714,M,137155,EUR,779414400,F,20,20,False,20.0,12.0,1.0,,0.0,5.0,6.0,7.0,14.0,1.0,1.0,,,,83.0,29.0,6.8,9.0,0.266322,4,,,,,2.0,3.0,1.0,1.0,2.0,3.0,,,1.0,1.0,1.1587,2.0,2.0,2.0,,,,,,,,,,,,,1.0,True,
12504675,home,Venezia,Ridgeciano Haps,ridgeciano-haps,R. Haps,D,5,175,339,M,250501,EUR,739843200,D,5,5,True,13.0,10.0,1.0,,0.0,2.0,2.0,8.0,12.0,1.0,,,,,16.0,17.0,6.6,5.0,0.00506901,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,
12504675,home,Venezia,John Yeboah,john-yeboah,J. Yeboah,F,10,170,3981,M,879802,EUR,961718400,M,10,10,True,7.0,4.0,2.0,,0.0,,1.0,4.0,7.0,,1.0,,,,16.0,12.0,6.3,6.0,0.00497864,0,,,,,,2.0,,,,,,,1.0,,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,
12504675,home,Venezia,Antonio Raimondo,antonio-raimondo,A. Raimondo,F,9,185,362,M,1121578,EUR,1079568000,F,45,45,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,11.0,1.0,6.5,,0.00176812,0,,Antonio Raimondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504675,home,Venezia,Christian Gytkjær,christian-gytkjaer,C. Gytkjær,F,9,185,437,M,78939,EUR,641952000,F,9,9,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,11.0,4.0,6.5,2.0,0.00221079,0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,
12504675,home,Venezia,Bjarki Steinn Bjarkason,bjarki-steinn-bjarkason,B. S. Bjarkason,M,19,180,137,M,933207,EUR,958003200,M,19,19,True,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,2.0,,,,1.0,5.0,,,0.00082334,0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,
