match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
11396281,home,1. FC Heidenheim,Kevin Müller,kevin-muller,K. Müller,G,22,190,180,M,121908,EUR,668995200,G,1,1,False,36.0,24.0,22.0,10.0,15.0,16.0,9.0,20.0,1.0,1.0,2.0,9.0,2.0,1.0,1.0,90.0,43.0,6.5,12.0,0.00668134,0,-0.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396281,home,1. FC Heidenheim,Haktab Omar Traore,haktab-omar-traore,H. O. Traore,D,23,184,112,M,920022,EUR,886550400,D,23,23,False,33.0,27.0,7.0,4.0,12.0,13.0,15.0,22.0,6.0,3.0,3.0,5.0,,,,90.0,71.0,6.8,16.0,0.050103,1,,,,2.0,8.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,0.0154,1.0,,,,,,,,,,,,,,,,
11396281,home,1. FC Heidenheim,Patrick Mainka,patrick-mainka,P. Mainka,D,6,194,320,M,254429,EUR,784080000,D,6,6,False,52.0,40.0,7.0,3.0,27.0,32.0,13.0,20.0,8.0,2.0,3.0,9.0,,,,90.0,68.0,6.8,13.0,0.00565613,0,,,,,6.0,,2.0,1.0,,1.0,3.0,3.0,,,1.0,,,True,4.0,2.0,2.0,,,,,,,,,,,,
11396281,home,1. FC Heidenheim,Benedikt Gimber,benedikt-gimber,B. Gimber,D,5,185,137,M,798936,EUR,856310400,D,5,5,False,21.0,14.0,2.0,,9.0,13.0,5.0,8.0,3.0,1.0,2.0,,,,,82.0,28.0,6.3,9.0,0.0049389,1,,,,,2.0,,,,,,,,2.0,,2.0,0.0547,,,,2.0,1.0,1.0,0.236,,,,,,,,,,
11396281,home,1. FC Heidenheim,Jonas Föhrenbach,jonas-fohrenbach,J. Föhrenbach,D,19,185,79,M,311676,EUR,822614400,D,19,19,False,31.0,23.0,10.0,6.0,10.0,12.0,13.0,23.0,6.0,1.0,3.0,2.0,,,,90.0,58.0,6.5,18.0,0.0759398,0,,,,4.0,2.0,,1.0,,,1.0,1.0,,1.0,,3.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
11396281,home,1. FC Heidenheim,Jan Schöppner,jan-schoppner,J. Schöppner,M,3,190,163,M,933707,EUR,929145600,M,3,3,False,15.0,11.0,2.0,1.0,6.0,7.0,5.0,9.0,3.0,1.0,1.0,2.0,,,,63.0,27.0,6.9,5.0,0.00571865,0,,,,1.0,4.0,,1.0,1.0,,,3.0,2.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,
11396281,home,1. FC Heidenheim,Lennard Maloney,lennard-maloney,L. Maloney,M,15,187,256,M,893962,EUR,939340800,M,33,33,False,45.0,33.0,3.0,1.0,23.0,26.0,10.0,19.0,8.0,5.0,2.0,4.0,,,,90.0,60.0,6.5,14.0,0.00716339,0,,,,,8.0,,1.0,,,,4.0,2.0,1.0,,1.0,,,,1.0,4.0,1.0,,,,,,,,,,,,
11396281,home,1. FC Heidenheim,Eren Dinkçi,eren-dinkci,E. Dinkçi,M,8,188,848,M,1067120,EUR,1008201600,M,8,8,False,13.0,7.0,1.0,,4.0,4.0,3.0,12.0,6.0,,,3.0,,,,76.0,36.0,6.1,21.0,0.00591977,0,,,,3.0,2.0,3.0,4.0,2.0,,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,
11396281,home,1. FC Heidenheim,Adrian Beck,adrian-beck,A. Beck,M,21,186,112,M,845742,EUR,865814400,M,21,21,False,21.0,15.0,2.0,2.0,3.0,3.0,12.0,18.0,4.0,1.0,1.0,3.0,,,,45.0,27.0,6.5,7.0,0.0796883,0,,,,,,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
11396281,home,1. FC Heidenheim,Jan-Niklas Beste,jan-niklas-beste,J. Beste,D,19,177,1027,M,836711,EUR,915408000,M,37,37,False,17.0,8.0,2.0,1.0,2.0,3.0,6.0,19.0,5.0,1.0,,3.0,,,,76.0,38.0,6.8,20.0,0.0592854,0,,,,5.0,8.0,,3.0,1.0,,,5.0,3.0,4.0,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,
