match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_challengeLost,stat_outfielderBlock,stat_keyPass,stat_accurateLongBalls,stat_dispossessed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,captain,stat_wasFouled,stat_accurateCross,stat_interceptionWon,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed
11067333,home,Internacional,John Victor,john-victor,John,G,12,197,3318,M,840103,EUR,824169600,G,31,31,False,16.0,11.0,5.0,11.0,13.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,90.0,23.0,7.3,5.0,0.0,0.0,1.841e-05,0,0.2666,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067333,home,Internacional,Fabricio Bustos,fabricio-bustos,F. Bustos,D,16,167,800,M,850023,EUR,830649600,D,16,16,False,31.0,28.0,,11.0,14.0,20.0,1.0,2.0,1.0,6.0,,,,,,65.0,47.0,6.9,7.0,0.0191,0.2962,0.0639368,1,,17.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11067333,home,Internacional,Vitão,vitao,Vitão,D,44,185,3503,M,876625,EUR,949449600,D,44,44,False,40.0,35.0,2.0,25.0,29.0,11.0,4.0,4.0,8.0,5.0,,,,,,90.0,51.0,6.9,5.0,0.0,0.0,0.00280098,0,,10.0,,2.0,3.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
11067333,home,Internacional,Gabriel Mercado,gabriel-mercado,G. Mercado,D,25,180,995,M,128376,EUR,543024000,D,25,25,False,44.0,40.0,5.0,32.0,34.0,10.0,4.0,5.0,3.0,4.0,,,,,,90.0,56.0,6.8,5.0,0.1493,0.2593,0.00361855,2,,8.0,,3.0,6.0,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11067333,home,Internacional,Renê,rene,Renê,D,6,174,1464,M,243113,EUR,716428800,D,6,6,False,76.0,68.0,5.0,32.0,34.0,42.0,4.0,11.0,1.0,16.0,,,,,,90.0,97.0,7.9,13.0,0.0,0.0,0.0676801,0,,36.0,,1.0,1.0,4.0,4.0,,4.0,,,1.0,2.0,5.0,,,2.0,1.0,,,True,1.0,,,,,,
11067333,home,Internacional,Johnny Cardoso,johnny,J. Cardoso,M,5,186,5155,M,990169,EUR,1000944000,M,30,30,False,53.0,47.0,1.0,17.0,20.0,34.0,,2.0,1.0,4.0,,,,,,90.0,68.0,6.9,8.0,0.0,0.0,0.0446695,0,,31.0,1.0,2.0,7.0,1.0,1.0,,,3.0,,2.0,1.0,1.0,2.0,,,,,,,1.0,1.0,1.0,,,,
11067333,home,Internacional,Matheus Dias,dias-matheus,Matheus Dias,M,6,187,234,M,1020610,EUR,1020902400,M,41,41,False,27.0,26.0,1.0,10.0,10.0,17.0,,,,1.0,,,,,,45.0,33.0,6.9,1.0,0.0,0.0,0.010932,0,,16.0,,1.0,3.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,3.0,,,,
11067333,home,Internacional,Mauricio,mauricio,Mauricio,M,18,174,5655,M,986233,EUR,993168000,M,27,27,False,25.0,18.0,1.0,4.0,6.0,22.0,1.0,5.0,,1.0,,,,,,78.0,41.0,6.9,13.0,0.2094,0.0,0.172282,3,,15.0,3.0,,2.0,,,,2.0,,1.0,,2.0,,1.0,2.0,1.0,1.0,,,,3.0,1.0,,1.0,,,
11067333,home,Internacional,Carlos De Pena,carlos-de-pena,Carlos De Pena,M,27,177,495,M,311394,EUR,700272000,M,14,14,False,52.0,45.0,6.0,26.0,29.0,31.0,,,,6.0,,,,,,90.0,74.0,7.3,18.0,0.2544,0.1607,0.0723463,5,,20.0,8.0,,5.0,1.0,,2.0,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,,,,,,,1.0,1.0,1.0,1.0,,
11067333,home,Internacional,Pedro Henrique,pedro-henrique,P. Henrique,M,7,179,1742,M,219190,EUR,645580800,M,28,28,False,24.0,19.0,3.0,5.0,6.0,23.0,1.0,7.0,,,,,,,,78.0,47.0,6.6,16.0,0.1242,0.219,0.23831,4,,14.0,5.0,1.0,8.0,6.0,4.0,2.0,2.0,2.0,1.0,,2.0,1.0,2.0,,,,,,,2.0,,,2.0,,,
11067333,home,Internacional,Luiz Adriano,luiz-adriano,L. Adriano,F,,183,435,M,39438,EUR,545184000,F,9,9,False,9.0,7.0,,5.0,5.0,4.0,2.0,4.0,1.0,,,,,,,65.0,14.0,7.0,2.0,0.1675,0.4192,0.00097875,2,,2.0,,,,,,2.0,,,,,,,,,2.0,1.0,,,,,,,,,1.0,
11067333,home,Internacional,Alan Patrick,alan-patrick,A. Patrick,M,10,177,6630,M,124997,EUR,674092800,M,10,10,True,29.0,26.0,1.0,6.0,7.0,27.0,,2.0,,1.0,,,,,,45.0,42.0,7.0,8.0,0.0274,0.0,0.313228,1,,22.0,5.0,,4.0,2.0,1.0,,,2.0,,1.0,2.0,1.0,1.0,1.0,,,,,,1.0,2.0,,,,,
11067333,home,Internacional,Alemão,alemao,Alemão,F,9,182,1259,M,981604,EUR,891388800,F,35,35,True,13.0,11.0,,4.0,5.0,8.0,,3.0,1.0,1.0,,,,,,25.0,21.0,6.8,4.0,0.0,0.0,0.120048,0,,7.0,,1.0,5.0,4.0,3.0,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,
