match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_outfielderBlock,captain,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_bigChanceCreated,player_sofascoreId,stat_totalOffside,stat_errorLeadToAShot
10390022,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,16.0,14.0,4.0,2.0,14.0,15.0,1.0,3.0,2.0,3.0,90.0,22.0,7.5,3.0,0.0,0.0,5.314e-05,0,0.4606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390022,home,Stade de Reims,Andreaw Gravillon,,,andreaw-gravillon,A. Gravillon,D,26,188,182,M,827934,EUR,886896000,D,6,6,False,31.0,26.0,5.0,3.0,14.0,17.0,15.0,5.0,,,90.0,43.0,7.1,8.0,0.0667,0.0,0.0111862,1,,12.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,
10390022,home,Stade de Reims,Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,24,24,False,35.0,32.0,4.0,2.0,20.0,20.0,15.0,9.0,,,90.0,49.0,7.3,3.0,0.4128,0.0,0.0320501,3,,12.0,,1.0,1.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10390022,home,Stade de Reims,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,35.0,33.0,3.0,3.0,21.0,22.0,14.0,9.0,,,90.0,53.0,7.3,5.0,0.0529,0.0,0.154887,1,,12.0,1.0,,,3.0,4.0,,1.0,2.0,3.0,3.0,1.0,1.0,1.0,,,,,True,1.0,1.0,1.0,1.0,,,,,,
10390022,home,Stade de Reims,Alexis Flips,,,flips-alexis,A. Flips,M,70,173,226,M,879672,EUR,948153600,M,70,70,False,25.0,19.0,3.0,1.0,10.0,14.0,17.0,5.0,,,76.0,51.0,7.0,15.0,0.3431,0.1762,0.144595,4,,11.0,6.0,,,5.0,,,,4.0,,,1.0,,,3.0,,,,,2.0,,3.0,1.0,2.0,1.0,,,,
10390022,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,False,18.0,15.0,1.0,,4.0,4.0,14.0,3.0,,,90.0,32.0,7.5,5.0,0.2734,0.1297,0.0178024,4,,11.0,,,1.0,3.0,6.0,2.0,,,1.0,,1.0,2.0,2.0,3.0,2.0,,1.0,,1.0,,1.0,2.0,,1.0,1.0,,,
10390022,home,Stade de Reims,Azor Matusiwa,,,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,21,21,False,51.0,45.0,8.0,7.0,17.0,18.0,33.0,8.0,,,90.0,61.0,7.3,6.0,0.0467,0.0,0.0420905,1,,28.0,,,,4.0,5.0,1.0,,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,,,,3.0,,,2.0,,,,,,
10390022,home,Stade de Reims,Dion Lopy,,,dion-lopy,D. Lopy,M,17,186,2405,M,982327,EUR,1012608000,M,17,17,False,43.0,35.0,4.0,3.0,12.0,14.0,29.0,5.0,,,84.0,53.0,6.6,8.0,0.1531,0.0,0.0207691,4,,23.0,,,1.0,8.0,4.0,2.0,,2.0,1.0,,,1.0,5.0,1.0,1.0,,,,3.0,,2.0,,,,,,,
10390022,home,Stade de Reims,Bradley Locko,,,bradley-locko,B. Locko,D,2,180,637,M,1129382,EUR,1020643200,M,28,28,False,30.0,24.0,3.0,3.0,10.0,13.0,20.0,5.0,,,90.0,53.0,7.1,15.0,0.0,0.0,0.227927,0,,15.0,3.0,1.0,1.0,4.0,5.0,,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,1.0,1.0,,,,,
10390022,home,Stade de Reims,Folarin Balogun,,,folarin-balogun,F. Balogun,F,9,179,5047,M,934237,EUR,994118400,F,29,29,False,16.0,12.0,2.0,2.0,4.0,6.0,10.0,4.0,,,90.0,26.0,6.9,7.0,0.3957,0.0,0.0622416,3,,8.0,,3.0,1.0,6.0,3.0,1.0,1.0,,,,2.0,1.0,1.0,2.0,1.0,,,,1.0,,2.0,3.0,,,,balogun,2.0,
