match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_duelLost,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_lastManTackle,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_challengeLost,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_blockedScoringAttempt
14288902,home,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188.0,348,M,822526,EUR,896832000,G,1,1,False,True,34.0,27.0,12.0,5.0,0.0,24.0,25.0,3.0,9.0,1.0,2.0,12.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,90.0,49.0,7.0,7.0,0.00141994,39.554541824711,7.0,30.87,9.345,0.0274,0,0.2638,0.05,0.01,0.31,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,
14288902,home,Santa Clara,Sidney Lima,Sidney,,sidney-lima,S. Lima,D,23,182.0,139,M,1131145,EUR,853459200,D,23,23,False,,42.0,30.0,5.0,2.0,0.0,19.0,22.0,11.0,20.0,6.0,3.0,3.0,1.0,,,,,,,90.0,62.0,7.6,14.0,0.213732,119.55191197185,14.0,28.35,10.5,,0,,0.4,0.09,0.27,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14288902,home,Santa Clara,Luís Rocha,,,luis-rocha,L. Rocha,D,13,186.0,44,M,141012,EUR,524275200,D,13,13,False,,60.0,51.0,9.0,5.0,0.0,42.0,42.0,9.0,18.0,2.0,5.0,3.0,,,,,,,,90.0,67.0,7.2,9.0,0.00936537,121.02984246627,22.0,39.69,7.455,,0,,0.16,0.03,0.17,,,2.0,,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,
14288902,home,Santa Clara,Henrique Silva,,,henrique-silva,H. Silva,D,94,,53,M,1459627,EUR,1129507200,D,94,94,False,,76.0,63.0,9.0,4.0,0.0,51.0,56.0,12.0,20.0,11.0,7.0,3.0,1.0,,,,,,,90.0,99.0,7.7,15.0,0.00250826,196.03138616794,28.0,19.95,11.55,,0,,-0.08,0.02,0.63,,,5.0,,4.0,4.0,1.0,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
14288902,home,Santa Clara,Matheus Araújo,Matheus,,matheus-araujo,M. Araújo,D,32,185.0,323,M,1105841,EUR,983404800,D,32,32,False,,38.0,30.0,7.0,2.0,0.0,15.0,16.0,15.0,22.0,3.0,1.0,2.0,,,,,,,,75.0,50.0,7.0,10.0,0.0693741,55.611733622538,9.0,35.28,16.59,,1,,0.25,0.04,0.19,,,3.0,,1.0,,,,2.0,4.0,1.0,2.0,,,,1.0,1.0,0.071,0.0417,-0.16,,,,,,,
14288902,home,Santa Clara,Pedro Ferreira,,,ferreira-pedro,P. Ferreira,M,8,183.0,121,M,851277,EUR,883958400,M,8,8,False,,20.0,15.0,2.0,1.0,0.0,10.0,11.0,5.0,9.0,1.0,,3.0,,,,,,,,75.0,26.0,6.1,7.0,0.00591471,45.810893498889,6.0,16.695,12.81,,1,,-0.11,0.03,-0.1,,,1.0,,,,,1.0,,6.0,,4.0,,,,,1.0,0.1485,0.1223,-0.48,2.0,,,,,,
14288902,home,Santa Clara,Adriano Firmino,,,adriano-firmino,A. Firmino,M,6,187.0,127,M,989383,EUR,941673600,M,6,6,False,,34.0,33.0,2.0,2.0,0.0,16.0,17.0,17.0,17.0,4.0,3.0,3.0,1.0,,,,,,,64.0,52.0,6.6,8.0,0.0157072,57.814541897432,11.0,3.78,6.195,,1,,0.19,-0.19,0.15,,1.0,,,1.0,1.0,,2.0,,5.0,3.0,,2.0,2.0,,2.0,1.0,0.0395,0.0641,-0.07,,,,,,,
14288902,home,Santa Clara,Serginho,,,serginho,Serginho,M,35,181.0,94,M,1019184,EUR,944006400,M,35,35,False,,38.0,31.0,5.0,3.0,0.0,10.0,12.0,21.0,26.0,3.0,1.0,4.0,2.0,,,,,,,90.0,53.0,7.2,15.0,0.201125,78.305270094623,9.0,36.015,11.445,,1,,0.49,-0.11,0.16,,4.0,1.0,,1.0,,,5.0,2.0,5.0,2.0,2.0,1.0,,,,,0.0461,,-0.13,,2.0,1.0,2.0,,,
14288902,home,Santa Clara,Brenner,,,brenner,Brenner,F,11,171.0,184,M,1799251,EUR,1009929600,F,11,11,False,,21.0,16.0,3.0,1.0,0.0,9.0,11.0,7.0,10.0,4.0,3.0,6.0,2.0,,,,,,,90.0,41.0,7.3,14.0,0.108253,151.44194091711,15.0,70.98,16.8,,0,,0.25,0.29,0.45,,5.0,1.0,1.0,2.0,,,5.0,,,,,1.0,1.0,,,,,,,,1.0,,,30.738650984267,2.0,
14288902,home,Santa Clara,Wendel Silva,,,wendel-silva,W. Silva,F,29,177.0,442,M,937265,EUR,965174400,F,29,29,False,,16.0,9.0,,,0.0,1.0,2.0,8.0,14.0,4.0,1.0,2.0,1.0,,,,,,,64.0,22.0,6.4,9.0,0.0220347,33.869080904597,6.0,12.075,6.825,,0,,-0.46,0.09,0.0,,,3.0,,,,,2.0,2.0,3.0,,3.0,,,,,,,,,,,,,,,
