match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_aerialWon,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_aerialLost,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,captain,stat_challengeLost,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12765084,home,FC St. Gallen 1879,Lawrence Ati,,,lawrence-ati,L. A. Zigi,G,1,188,1745,M,791092,EUR,849225600,G,1,1,False,34.0,22.0,20.0,9.0,0.0,21.0,28.0,1.0,6.0,1.0,9.0,1.0,2.0,2.0,90.0,40.0,6.8,12.0,0.00140283,0,-0.1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765084,home,FC St. Gallen 1879,Hugo Vandermersch,,,hugo-vandermersch,H. Vandermersch,D,28,180,66,M,988250,EUR,925862400,D,28,28,False,34.0,18.0,12.0,4.0,1.0,6.0,12.0,13.0,26.0,3.0,7.0,1.0,,,90.0,62.0,6.9,23.0,0.595697,1,,4.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,0.011,2.0,,,,,,,,,,,,,,,,,,,
12765084,home,FC St. Gallen 1879,Abdoulaye Diaby,,,abdoulaye-diaby,A. Diaby,D,15,195,2320,M,906042,EUR,962668800,D,15,15,False,27.0,17.0,4.0,2.0,0.0,13.0,15.0,4.0,12.0,3.0,7.0,,,,90.0,41.0,7.0,11.0,0.00187536,0,,,,1.0,,,,,1.0,1.0,,,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,
12765084,home,FC St. Gallen 1879,Albert Vallci,,,albert-vallci,A. Vallci,D,5,191,115,M,557878,EUR,804643200,D,20,20,False,53.0,44.0,12.0,6.0,0.0,31.0,35.0,13.0,18.0,5.0,5.0,1.0,,,90.0,65.0,7.1,11.0,0.00891915,1,,,,,,,,,2.0,,0.0243,1.0,3.0,,2.0,2.0,2.0,1.0,0.1342,,,,,,,,,,,,
12765084,home,FC St. Gallen 1879,Chima Okoroji,,,chima-okoroji,C. Okoroji,D,36,178,100,M,800465,EUR,861408000,D,36,36,False,41.0,34.0,1.0,,0.0,17.0,18.0,17.0,25.0,6.0,8.0,1.0,,,90.0,66.0,6.8,13.0,0.117489,2,,2.0,,4.0,2.0,2.0,,1.0,2.0,1.0,0.0187,,1.0,,1.0,1.0,2.0,,,2.0,1.0,1.0,3.0,,,,,,,,
12765084,home,FC St. Gallen 1879,Lukas Görtler,,,lukas-gortler,L. Görtler,M,16,186,114,M,174243,EUR,771638400,M,16,16,False,48.0,33.0,6.0,4.0,0.0,14.0,16.0,19.0,35.0,5.0,7.0,,,,90.0,67.0,6.7,22.0,0.0426305,1,,3.0,,12.0,1.0,,,,2.0,2.0,0.0805,2.0,,,4.0,3.0,1.0,,,1.0,1.0,1.0,1.0,True,7.0,,,,,,
12765084,home,FC St. Gallen 1879,Mihailo Stevanović,Mihailo Stevanovic,,mihailo-stevanovic,M. Stevanović,M,64,185,88,M,1047733,EUR,1010102400,M,64,64,False,48.0,45.0,5.0,4.0,0.0,20.0,21.0,25.0,27.0,3.0,6.0,,,,90.0,63.0,7.5,6.0,0.250971,2,,,,2.0,,,,,1.0,,0.0252,1.0,1.0,1.0,3.0,1.0,,1.0,0.0383,,2.0,1.0,1.0,,,,,,,,
12765084,home,FC St. Gallen 1879,Corsin Konietzke,Corsin Konietzke,,corsin-konietzke,C. Konietzke,M,63,185,105,M,1470464,EUR,1150848000,M,63,63,False,33.0,28.0,4.0,3.0,0.0,5.0,6.0,23.0,27.0,6.0,11.0,2.0,,,89.0,53.0,8.5,9.0,0.279836,5,,,,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.2397,2.0,1.0,1.0,1.0,,,1.0,0.6762,1.0,,2.0,1.0,,1.0,1.0,1.0,,,,
12765084,home,FC St. Gallen 1879,Bastien Toma,,,bastien-toma,B. Toma,M,24,172,106,M,825858,EUR,930182400,M,24,24,False,21.0,20.0,2.0,2.0,0.0,4.0,4.0,19.0,21.0,4.0,2.0,2.0,,,74.0,36.0,7.7,4.0,1.01392,3,,4.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,0.1237,5.0,,,1.0,1.0,,1.0,,2.0,,1.0,,,,1.0,,2.0,,,
12765084,home,FC St. Gallen 1879,Christian Witzig,,,christian-witzig,C. Witzig,M,7,178,182,M,929622,EUR,978998400,M,7,7,False,22.0,17.0,,,1.0,5.0,7.0,13.0,22.0,5.0,2.0,1.0,,,71.0,50.0,7.3,19.0,0.845102,4,,7.0,1.0,4.0,6.0,3.0,3.0,2.0,3.0,,0.8957,5.0,1.0,,,,1.0,1.0,0.107,,1.0,1.0,,,,2.0,,,1.0,,
