match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_wonTackle,captain,stat_aerialWon,stat_keyPass,stat_accurateCross,stat_wonContest,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_totalOffside,player_sofascoreId,stat_goals
11369946,home,KV Kortrijk,Tom Vandenberghe,,,tom-vandenberghe,T. Vandenberghe,G,23,190,77,M,1046454,EUR,714009600,G,1,1,False,25.0,11.0,18.0,4.0,9.0,11.0,2.0,14.0,2.0,15.0,1.0,5.0,7.0,90.0,41.0,7.3,15.0,0.00036272,0,0.5025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369946,home,KV Kortrijk,Nayel Mehssatou,,,nayel-mehssatou,N. Mehssatou,M,8,172,534,M,1064174,EUR,1018569600,D,6,6,False,28.0,22.0,,,10.0,14.0,12.0,15.0,,5.0,,,,90.0,57.0,5.7,18.0,0.00648739,0,,1.0,10.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11369946,home,KV Kortrijk,Mark Mampasi,,,mark-mampasi,M. Mampasi,D,18,185,119,M,998740,EUR,1047427200,D,4,4,False,22.0,17.0,6.0,2.0,13.0,16.0,4.0,6.0,2.0,3.0,,,,90.0,36.0,7.2,5.0,0.0012104,0,,,2.0,2.0,,,5.0,2.0,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
11369946,home,KV Kortrijk,João Silva,,,joao-silva,J. Silva,D,6,187,281,M,1068519,EUR,916272000,D,44,44,False,21.0,19.0,4.0,3.0,14.0,15.0,5.0,6.0,13.0,1.0,,,,90.0,39.0,7.0,2.0,0.220588,0,,,1.0,5.0,,,,1.0,,2.0,,1.0,,1.0,True,2.0,1.0,,,,,,,,,,,,,,,,,
11369946,home,KV Kortrijk,Aleksandar Radovanović,,,aleksandar-radovanovic,A. Radovanović,D,16,189,129,M,823996,EUR,752976000,D,66,66,False,22.0,17.0,6.0,3.0,14.0,16.0,4.0,7.0,2.0,6.0,,,,90.0,40.0,6.8,5.0,0.027626,0,,1.0,3.0,4.0,,,4.0,3.0,,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11369946,home,KV Kortrijk,Sheyi Ojo,,,sheyi-ojo,S. Ojo,D,17,177,264,M,284449,EUR,866678400,D,54,54,False,15.0,9.0,2.0,1.0,4.0,6.0,5.0,12.0,4.0,3.0,,,,70.0,40.0,6.3,15.0,0.00695054,0,,3.0,6.0,6.0,1.0,6.0,1.0,,,3.0,,1.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,
11369946,home,KV Kortrijk,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186,79,M,846330,EUR,896140800,M,27,27,False,25.0,20.0,1.0,,11.0,13.0,9.0,12.0,2.0,8.0,,,,69.0,39.0,6.7,8.0,0.00330115,2,,,8.0,1.0,2.0,,3.0,,1.0,,1.0,4.0,,,,1.0,,,,1.0,1.0,1.0,0.2433,,,,,,,,,,,
11369946,home,KV Kortrijk,Marco Kana,,,marco-kana,M. Kana,D,55,183,383,M,964759,EUR,1028764800,M,16,16,False,41.0,31.0,7.0,3.0,19.0,26.0,12.0,15.0,2.0,13.0,,,,90.0,57.0,6.8,15.0,0.00910164,0,,,3.0,4.0,1.0,1.0,3.0,3.0,3.0,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,
11369946,home,KV Kortrijk,Lynnt Audoor,,,lynnt-audoor,L. Audoor,M,62,184,234,M,1067539,EUR,1066003200,M,89,89,False,12.0,10.0,1.0,1.0,5.0,6.0,5.0,6.0,1.0,2.0,,,,60.0,22.0,6.6,6.0,0.00482978,0,,,2.0,1.0,1.0,,1.0,,3.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
11369946,home,KV Kortrijk,Isaak Davies,,,isaak-davies,I. Davies,F,39,175,111,M,1005908,EUR,1001376000,F,39,39,False,9.0,9.0,,,4.0,4.0,5.0,5.0,,1.0,,,,83.0,21.0,6.2,6.0,0.014544,3,,,7.0,3.0,1.0,3.0,,2.0,3.0,,2.0,1.0,,,,,1.0,,1.0,1.0,,1.0,0.2943,1.0,2.0,,,,,,,,,
11369946,home,KV Kortrijk,Abdelkahar Kadri,,,abdelkahar-kadri,A. Kadri,M,37,170,2010,M,1007528,EUR,961804800,F,10,10,False,41.0,34.0,5.0,2.0,12.0,12.0,23.0,35.0,,5.0,,,,90.0,64.0,7.0,21.0,0.186099,0,,6.0,5.0,5.0,,7.0,1.0,,4.0,2.0,,,,,,1.0,2.0,1.0,2.0,,,,,,,1.0,,,,,,,,
11369946,home,KV Kortrijk,Kristiyan Malinov,,,kristiyan-malinov,K. Malinov,M,33,170,108,M,136688,EUR,764985600,M,15,15,True,19.0,15.0,1.0,1.0,7.0,8.0,8.0,11.0,1.0,6.0,,,,30.0,26.0,6.7,6.0,0.0315768,0,,,1.0,1.0,,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11369946,home,KV Kortrijk,Felipe Avenatti,,,felipe-avenatti,F. Avenatti,F,9,194,145,M,308058,EUR,767318400,F,20,20,True,12.0,8.0,2.0,,2.0,5.0,6.0,7.0,1.0,,,,,21.0,18.0,6.8,5.0,0.00649388,2,,,1.0,3.0,1.0,,1.0,,,1.0,,,,,,2.0,,,,,1.0,1.0,0.0575,,,,0.1096,,,,,,,
