match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_fouls,captain,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_unsuccessfulTouch,stat_goalAssist,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_bigChanceMissed
10582532,home,Derby County,Joe Wildsmith,joe-wildsmith,J. Wildsmith,G,32,183,42,M,553412,EUR,820108800,G,1,1,False,48.0,27.0,30.0,9.0,18.0,19.0,9.0,29.0,2.0,15.0,1.0,5.0,6.0,2.0,90.0,62.0,8.3,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10582532,home,Derby County,Kwaku Oduroh,kwaku-oduroh,K. Oduroh,D,,182,69,M,1090509,EUR,1034726400,D,30,30,False,30.0,17.0,7.0,1.0,12.0,23.0,5.0,7.0,4.0,8.0,,,,,90.0,64.0,7.4,14.0,0,Kwaku Oduroh,,2.0,4.0,6.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,
10582532,home,Derby County,Jake Rooney,jake-rooney,J. Rooney,D,20,188,85,M,1068582,EUR,1061510400,D,34,34,False,30.0,19.0,9.0,2.0,17.0,22.0,2.0,8.0,2.0,3.0,,,,,90.0,34.0,6.6,11.0,0,,,2.0,5.0,2.0,2.0,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
10582532,home,Derby County,Craig Forsyth,craig-forsyth,C. Forsyth,D,3,191,59,M,59932,EUR,604281600,D,3,3,False,50.0,38.0,12.0,2.0,34.0,36.0,4.0,14.0,6.0,6.0,,,,,90.0,61.0,7.3,12.0,0,,,1.0,1.0,2.0,,,1.0,1.0,3.0,,,,1.0,1.0,,,True,,,,,,,,,,,,,
10582532,home,Derby County,Haydon Roberts,haydon-roberts,H. Roberts,D,5,175,77,M,980635,EUR,1020988800,D,15,15,False,36.0,24.0,5.0,1.0,7.0,11.0,18.0,27.0,,6.0,,,,,90.0,60.0,7.4,17.0,1,,,7.0,8.0,7.0,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,,,2.0,1.0,1.0,1.0,,,,,,,,,
10582532,home,Derby County,Korey Smith,korey-smith,K. Smith,M,8,183,26,M,38114,EUR,665280000,M,12,12,False,36.0,31.0,3.0,1.0,22.0,25.0,9.0,11.0,1.0,6.0,,,,,90.0,45.0,7.1,6.0,0,,,,,3.0,,,,,1.0,1.0,2.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,
10582532,home,Derby County,Liam Thompson,thompson-liam,L. Thompson,M,16,173,55,M,998924,EUR,1020038400,M,16,16,False,45.0,39.0,1.0,,22.0,23.0,17.0,22.0,,9.0,,,,,90.0,57.0,7.0,12.0,1,,,1.0,5.0,5.0,1.0,3.0,,,,1.0,4.0,2.0,,1.0,1.0,,,,,1.0,3.0,,,,,,,,,
10582532,home,Derby County,Lewis Dobbin,lewis-dobbin,L. Dobbin,F,17,175,469,M,998832,EUR,1041552000,M,18,18,False,11.0,9.0,,,6.0,6.0,3.0,8.0,,2.0,,,,,67.0,38.0,7.3,12.0,5,,,,7.0,8.0,3.0,,6.0,3.0,,,3.0,3.0,2.0,1.0,,1.0,,3.0,,3.0,4.0,1.0,2.0,,,,,,,
10582532,home,Derby County,Louie Sibley,louie-sibley,L. Sibley,M,40,178,139,M,944036,EUR,999302400,M,17,17,False,22.0,19.0,1.0,,4.0,4.0,15.0,22.0,,4.0,,,,,86.0,43.0,7.1,14.0,4,,,,9.0,6.0,1.0,4.0,6.0,3.0,,,2.0,1.0,1.0,1.0,,1.0,,4.0,,,,,1.0,3.0,1.0,,,,,
10582532,home,Derby County,Jason Knight,jason-knight,J. Knight,M,12,173,389,M,958918,EUR,982022400,M,38,38,False,15.0,12.0,1.0,1.0,3.0,4.0,9.0,11.0,,1.0,,,,,61.0,26.0,7.6,5.0,2,,,,2.0,3.0,1.0,1.0,,,,2.0,1.0,,1.0,3.0,1.0,,,,,,1.0,,,2.0,,1.0,,,,
