match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_ownGoals,stat_unsuccessfulTouch,player_firstName,player_lastName,captain,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_punches,stat_penaltyMiss
14131956,away,Casa Pia,Patrick Sequeira,patrick-sequeira,P. Sequeira,G,1,190,969,M,,821628,EUR,920246400,G,1,1,False,27.0,21.0,10.0,4.0,0.0,20.0,24.0,1.0,3.0,1.0,10.0,,1.0,,1.0,4.0,90.0,39.0,7.3,6.0,0.00021085,0.4856,0,0.5958,-0.01,-0.02,-0.14,0.41,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,
14131956,away,Casa Pia,André Geraldes,andre-geraldes,A. Geraldes,D,18,181,32,M,,125039,EUR,673142400,D,18,18,False,19.0,15.0,4.0,2.0,0.0,12.0,15.0,3.0,4.0,2.0,1.0,,,,,,90.0,36.0,5.9,6.0,0.00328325,,0,,0.1,0.02,-0.34,,1.0,,1.0,5.0,2.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,
14131956,away,Casa Pia,Kaique Rocha,kaique-rocha,K. Rocha,D,27,195,458,M,,963990,EUR,983318400,D,27,27,False,37.0,31.0,2.0,,0.0,26.0,31.0,5.0,6.0,5.0,2.0,,,,,,84.0,49.0,6.9,7.0,0.00189486,,0,,-0.07,0.03,0.42,,,,,1.0,2.0,,,,,2.0,,,,,,,3.0,,1.0,,,,2.0,,1.0,,,,,,,,,,,
14131956,away,Casa Pia,José Fonte,jose-fonte,J. Fonte,D,6,191,691,M,,27622,EUR,440899200,D,6,6,False,39.0,34.0,5.0,2.0,0.0,28.0,28.0,6.0,11.0,6.0,,,,,,,90.0,50.0,6.4,6.0,0.0027327,,0,,-0.01,0.05,-0.23,,,,,,3.0,,,,,1.0,,,,2.0,,,,,1.0,,,True,,,,,,,,,,,,,,
14131956,away,Casa Pia,David Sousa,david-sousa,David Sousa,D,43,190,146,M,,1015932,EUR,994204800,D,43,43,False,26.0,22.0,5.0,4.0,0.0,16.0,17.0,6.0,9.0,6.0,2.0,,,,,,90.0,43.0,6.7,7.0,0.0224972,,1,,0.05,0.14,-0.13,,1.0,,1.0,3.0,4.0,,,,,2.0,0.0508,,-0.03,1.0,,1.0,1.0,,2.0,,,,,,1.0,1.0,,,1.0,,,,,,,
14131956,away,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,,849719,EUR,882316800,D,72,72,False,22.0,16.0,7.0,3.0,0.0,10.0,12.0,6.0,10.0,5.0,1.0,,,,,,90.0,45.0,6.3,9.0,0.00380623,,1,,-0.06,0.14,-0.35,,1.0,,1.0,4.0,4.0,2.0,2.0,,1.0,2.0,0.019,,-0.05,,,1.0,,,,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,
14131956,away,Casa Pia,Jérémy Livolant,jeremy-livolant,J. Livolant,F,29,175,282,M,,826054,EUR,884304000,M,29,29,False,19.0,9.0,5.0,1.0,0.0,3.0,5.0,6.0,14.0,1.0,3.0,,,,,,90.0,37.0,6.0,18.0,0.052672,,2,,-0.03,0.07,-0.12,,2.0,1.0,2.0,8.0,6.0,6.0,2.0,,,1.0,0.1125,1.0,-0.32,2.0,,1.0,,,1.0,,,,,,,,2.0,1.0,1.0,0.0765,,1.0,,,,
14131956,away,Casa Pia,Sebastián Pérez,sebastian-perez,S. Pérez,M,42,176,396,M,,158597,EUR,733363200,M,42,42,False,31.0,26.0,2.0,2.0,0.0,14.0,16.0,12.0,15.0,3.0,2.0,,,,,,84.0,39.0,6.8,5.0,0.0167626,,0,,0.04,0.01,0.13,,1.0,1.0,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,
14131956,away,Casa Pia,Rafael Brito,rafael-brito,R. Brito,M,8,183,129,M,,983537,EUR,1011398400,M,8,8,False,32.0,24.0,2.0,2.0,0.0,17.0,24.0,7.0,8.0,1.0,4.0,,,,,,76.0,39.0,6.7,11.0,0.0345499,,0,,0.01,0.14,-0.17,,1.0,,1.0,3.0,3.0,,,,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
14131956,away,Casa Pia,Kelian Nsona,kelian-nsona,K. Nsona,M,7,189,382,M,,980407,EUR,1021075200,M,7,7,False,10.0,7.0,,,0.0,4.0,6.0,3.0,4.0,,3.0,,,,,,66.0,25.0,6.1,9.0,0.0119587,,0,,-0.11,0.24,-0.09,,,,2.0,6.0,4.0,4.0,1.0,,,2.0,,1.0,,1.0,,,1.0,,3.0,,,,,,,1.0,,,,,,,,,,
14131956,away,Casa Pia,Cassiano,cassiano,Cassiano,F,90,184,251,M,,157023,EUR,613958400,F,90,90,False,10.0,6.0,1.0,,0.0,4.0,5.0,2.0,5.0,1.0,3.0,,,,,,66.0,21.0,6.0,7.0,0.00095967,,1,,-0.09,0.09,-0.02,,,,1.0,2.0,5.0,1.0,,,,1.0,0.7884,,-0.89,2.0,,,,,1.0,,,,,,1.0,,,1.0,3.0,0.7889,,1.0,,,,1.0
14131956,away,Casa Pia,Miguel Sousa,miguel-sousa,M. Sousa,M,20,176,28,M,,936367,EUR,906163200,M,14,14,True,6.0,5.0,1.0,,0.0,4.0,4.0,1.0,2.0,,1.0,,,,,,24.0,13.0,6.6,3.0,0.00101333,,0,,0.0,0.04,0.15,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
14131956,away,Casa Pia,Dailon Rocha Livramento,dailon-rocha-livramento,D. R. Livramento,F,10,185,1923,M,,1155358,EUR,988934400,F,10,10,True,5.0,2.0,,,0.0,1.0,3.0,1.0,2.0,,2.0,,,,,,24.0,6.0,6.5,4.0,0.0084996,,0,,-0.15,0.12,-0.03,,,,1.0,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,
14131956,away,Casa Pia,Renato Nhaga,renato-nhaga,R. Nhaga,M,74,172,1735,M,,2119726,EUR,1174953600,M,74,74,True,5.0,4.0,,,0.0,2.0,3.0,2.0,2.0,,,,,,,,14.0,8.0,7.6,1.0,0.00057464,,1,,-0.05,0.02,-0.01,,,,1.0,2.0,1.0,,,,,1.0,0.2178,,0.54,,,,,,,Renato Nhaga,,,1.0,,1.0,,,1.0,,0.7472,,,,1.0,,
14131956,away,Casa Pia,Kevin Prieto,kevin-prieto,K. Prieto,D,19,184,57,M,,1464186,EUR,1056672000,F,19,19,True,2.0,1.0,1.0,,0.0,1.0,1.0,,1.0,2.0,1.0,,,,,,15.0,8.0,6.5,3.0,1.1e-07,,0,,0.0,0.0,0.14,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
14131956,away,Casa Pia,Tiago Morais,tiago-morais,T. Morais,F,21,168,233,M,,1067284,EUR,1062547200,F,21,21,True,2.0,1.0,,,0.0,,,1.0,2.0,,2.0,,,,,,15.0,5.0,6.5,1.0,0.00118789,,1,,0.01,0.11,0.0,,,,,,,,,,1.0,,0.0251,,-0.11,,,,,,,,,,,,,,,1.0,,0.0577,,,1.0,,,
14131956,away,Casa Pia,Daniel Azevedo,azevedo-daniel,D. Azevedo,G,22,195,26,M,,878493,EUR,887241600,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131956,away,Casa Pia,João Goulart,joao-goulart,J. Goulart,D,4,191,68,M,,1151667,EUR,948931200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131956,away,Casa Pia,Iyad Mohamed,mohamed-iyad,I. Mohamed,M,24,191,113,M,,1131015,EUR,983750400,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131956,away,Casa Pia,Xander Severina,xander-severina,X. Severina,M,7,185,249,M,,1110159,EUR,987033600,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Xander Severina,,,,,,,,,,,,,,,,
