match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_challengeLost,stat_accurateCross,stat_totalOffside,stat_keyPass,captain,stat_goalAssist,stat_blockedScoringAttempt,stat_wonContest,player_sofascoreId,stat_goodHighClaim,stat_bigChanceCreated,stat_penaltyWon
10406895,home,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193,1240,M,10406,EUR,573609600,G,22,22,False,26.0,19.0,17.0,10.0,14.0,17.0,5.0,9.0,1.0,9.0,2.0,1.0,4.0,90.0,32.0,6.8,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406895,home,Club Brugge KV,Denis Odoi,denis-odoi,D. Odoi,M,3,177,876,M,58994,EUR,580694400,D,6,6,False,31.0,18.0,7.0,3.0,6.0,9.0,12.0,23.0,1.0,3.0,,,,90.0,60.0,6.6,23.0,1,Denis,Odoi,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
10406895,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,823,M,248331,EUR,728179200,D,44,44,False,49.0,45.0,13.0,11.0,25.0,25.0,20.0,24.0,2.0,9.0,,,,90.0,62.0,7.4,4.0,1,,,,,1.0,2.0,4.0,,,,,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
10406895,home,Club Brugge KV,Abakar Sylla,abakar-sylla,A. Sylla,D,4,188,880,M,1170197,EUR,1040774400,D,94,94,False,75.0,67.0,7.0,5.0,34.0,37.0,33.0,38.0,3.0,14.0,,,,90.0,85.0,6.7,10.0,0,Abakar Sylla,,,1.0,,3.0,3.0,1.0,,,,2.0,2.0,1.0,1.0,,,2.0,,,1.0,,,,,,,,,,,
10406895,home,Club Brugge KV,Bjorn Meijer,bjorn-meijer,B. Meijer,D,14,190,695,M,1047509,EUR,1047945600,D,14,14,False,42.0,35.0,4.0,,15.0,16.0,21.0,28.0,1.0,7.0,,,,90.0,65.0,6.1,14.0,0,Bjorn Meijer,,2.0,,,5.0,3.0,1.0,3.0,,1.0,,1.0,,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,
10406895,home,Club Brugge KV,Casper Nielsen,casper-nielsen,C. Nielsen,M,94,182,403,M,247471,EUR,767577600,M,27,27,False,10.0,9.0,2.0,1.0,4.0,4.0,5.0,9.0,2.0,2.0,,,,89.0,19.0,6.6,5.0,0,,,3.0,,,,2.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,
10406895,home,Club Brugge KV,Raphael Onyedika,raphael-onyedika,R. Onyedika,M,15,184,6213,M,1129862,EUR,987638400,M,15,15,False,43.0,36.0,2.0,1.0,21.0,23.0,15.0,20.0,3.0,13.0,,,,90.0,60.0,7.1,8.0,0,,,,,,4.0,7.0,,,,,2.0,6.0,1.0,1.0,,,3.0,,4.0,,,,,,,,,,,,
10406895,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2941,M,118085,EUR,714614400,M,20,20,False,39.0,34.0,,,9.0,9.0,26.0,32.0,2.0,3.0,,,,90.0,53.0,6.8,11.0,0,,,2.0,2.0,3.0,3.0,3.0,1.0,,,,,,2.0,,,,,,,,1.0,,2.0,True,,,,,,,
10406895,home,Club Brugge KV,Andreas Skov Olsen,andreas-skov-olsen,A. Skov Olsen,M,7,187,2523,M,888537,EUR,946425600,F,7,7,False,23.0,17.0,4.0,,5.0,6.0,13.0,20.0,,3.0,,,,82.0,34.0,6.8,11.0,1,,,3.0,,,4.0,1.0,1.0,1.0,,,2.0,1.0,1.0,,,,1.0,,2.0,,1.0,,2.0,,1.0,1.0,,,,,
10406895,home,Club Brugge KV,Ferran Jutglà,ferran-jutgla,F. Jutglà,F,9,175,3732,M,949962,EUR,917827200,F,9,9,False,23.0,16.0,,,9.0,10.0,7.0,14.0,,1.0,,,,90.0,41.0,7.0,14.0,5,,,1.0,5.0,1.0,9.0,3.0,2.0,3.0,1.0,,,,2.0,1.0,3.0,,,,,,,,1.0,,1.0,1.0,1.0,,,,
10406895,home,Club Brugge KV,Noa Lang,noa-lang,N. Lang,F,77,173,15023,M,875136,EUR,929577600,F,10,10,False,48.0,38.0,4.0,2.0,8.0,8.0,30.0,46.0,,3.0,,,,89.0,63.0,7.4,20.0,1,,,6.0,,1.0,4.0,3.0,,2.0,,,,,2.0,1.0,1.0,1.0,,,2.0,1.0,,1.0,1.0,,,,1.0,noano,,,
