match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalContest,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside
12764437,home,IF Elfsborg,Isak Pettersson,,,isak-pettersson,I. Pettersson,G,31,181,80,M,837153,EUR,865555200,G,31,31,False,27.0,10.0,22.0,5.0,0.0,6.0,8.0,4.0,19.0,3.0,13.0,2.0,3.0,5.0,2.0,2.0,2.0,90.0,44.0,8.2,17.0,0.00067072,0,0.7168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764437,home,IF Elfsborg,Sebastian Holmén,,,sebastian-holmen,S. Holmén,D,8,188,50,M,228833,EUR,704505600,D,8,8,False,43.0,31.0,13.0,8.0,0.0,18.0,20.0,13.0,24.0,7.0,9.0,,,,,,,90.0,59.0,7.8,13.0,0.0064078,0,,True,1.0,1.0,3.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12764437,home,IF Elfsborg,Gustav Henriksson,,,gustav-henriksson,G. Henriksson,D,4,190,59,M,946840,EUR,886464000,D,4,4,False,19.0,16.0,2.0,,0.0,14.0,14.0,2.0,5.0,6.0,1.0,,,,,,,90.0,37.0,8.1,5.0,0.00031282,1,,,,,2.0,2.0,,2.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1358,0.7966,,,,,,,,,,,
12764437,home,IF Elfsborg,Terry Yegbe,Terry Yegbe,,terry-yegbe,T. Yegbe,D,15,195,360,M,1200442,EUR,980380800,D,2,2,False,17.0,12.0,4.0,1.0,0.0,7.0,10.0,5.0,7.0,10.0,2.0,,,,,,,90.0,34.0,7.2,8.0,0.00309387,0,,,,3.0,2.0,4.0,1.0,2.0,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,
12764437,home,IF Elfsborg,Simon Hedlund,,,simon-hedlund,S. Hedlund,M,15,175,121,M,94627,EUR,731808000,M,15,15,False,21.0,17.0,1.0,,0.0,7.0,8.0,10.0,13.0,1.0,4.0,,,,,,,90.0,41.0,6.5,8.0,0.00582486,0,,,,,5.0,1.0,1.0,,2.0,,,,1.0,1.0,1.0,,,,,,,,,2.0,1.0,,,,,,,,
12764437,home,IF Elfsborg,Besfort Zeneli,Besfort Zeneli,,besfort-zeneli,B. Zeneli,M,23,187,439,M,1173223,EUR,1037836800,M,27,27,False,45.0,39.0,2.0,1.0,1.0,21.0,22.0,21.0,26.0,2.0,5.0,,,,,,,90.0,68.0,7.7,12.0,0.434039,0,,,3.0,,8.0,10.0,2.0,1.0,,5.0,3.0,2.0,,1.0,3.0,,,,,1.0,,,2.0,5.0,3.0,3.0,1.0,,,,,,
12764437,home,IF Elfsborg,Ahmed Qasem,,,ahmed-qasem,A. Qasem,M,37,183,389,M,1101887,EUR,1057968000,M,18,18,False,30.0,22.0,3.0,3.0,0.0,13.0,15.0,9.0,15.0,3.0,5.0,,,,,,,90.0,53.0,6.7,16.0,0.0108182,2,,,,1.0,13.0,5.0,5.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,,,,,2.0,0.3298,,,2.0,,,,2.0,,,,,
12764437,home,IF Elfsborg,Niklas Hult,,,niklas-hult,N. Hult,M,23,173,73,M,49866,EUR,634867200,M,23,23,False,24.0,19.0,4.0,1.0,0.0,11.0,11.0,8.0,14.0,4.0,4.0,,,,,,,90.0,44.0,6.8,10.0,0.0109063,0,,,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,
12764437,home,IF Elfsborg,Arbër Zeneli,,,arber-zeneli,A. Zeneli,F,9,176,393,M,227892,EUR,793670400,F,9,9,False,27.0,23.0,,,0.0,13.0,13.0,12.0,16.0,,8.0,,,,,,,78.0,48.0,7.0,11.0,0.160515,3,,,2.0,1.0,3.0,3.0,,,1.0,1.0,1.0,,,,,,,,,2.0,0.1821,,2.0,4.0,1.0,2.0,,2.0,1.0,,,,
12764437,home,IF Elfsborg,Jalal Abdullai,,,abdullai-jalal,J. Abdullai,F,14,186,269,M,1510577,EUR,1104883200,F,14,14,False,17.0,11.0,1.0,1.0,0.0,4.0,5.0,7.0,13.0,,,,,,,,,84.0,30.0,7.3,12.0,0.0163104,2,,,1.0,8.0,6.0,12.0,1.0,,,,,1.0,,3.0,2.0,,,,,3.0,0.0832,,2.0,3.0,3.0,,,1.0,1.0,,,,
