match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_dispossessed,stat_outfielderBlock,stat_wonTackle,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_penaltyWon,stat_bigChanceCreated,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_hitWoodwork,stat_blockedScoringAttempt
11703894,home,Hertha BSC,Tjark Ernst,,,tjark-ernst,T. Ernst,G,1,193,377,M,1019319,EUR,1047686400,G,12,12,False,47.0,28.0,26.0,7.0,24.0,27.0,4.0,20.0,6.0,1.0,1.0,1.0,90.0,52.0,6.7,19.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11703894,home,Hertha BSC,Jonjoe Kenny,,,jonjoe-kenny,J. Kenny,D,3,176,414,M,361310,EUR,858384000,D,16,16,False,44.0,34.0,12.0,7.0,19.0,21.0,18.0,27.0,4.0,,,,90.0,69.0,8.0,12.0,1,1.0,4.0,3.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,
11703894,home,Hertha BSC,Toni Leistner,,,toni-leistner,T. Leistner,D,37,190,99,M,137053,EUR,651024000,D,37,37,False,63.0,56.0,6.0,2.0,48.0,51.0,8.0,12.0,4.0,,,,90.0,76.0,7.2,9.0,1,,,,1.0,1.0,4.0,1.0,3.0,2.0,1.0,,,True,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
11703894,home,Hertha BSC,Marc-Oliver Kempf,,,marc-oliver-kempf,M. O. Kempf,D,2,186,885,M,226974,EUR,791251200,D,20,20,False,54.0,43.0,10.0,5.0,31.0,34.0,12.0,20.0,3.0,,,,90.0,74.0,7.7,12.0,0,,,,4.0,4.0,8.0,,7.0,2.0,2.0,,,,3.0,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,
11703894,home,Hertha BSC,Deyovaisio Zeefuik,,,deyovaisio-zeefuik,D. Zeefuik,D,42,185,214,M,843156,EUR,889574400,D,34,34,False,36.0,28.0,6.0,3.0,13.0,13.0,15.0,23.0,4.0,,,,90.0,57.0,7.2,9.0,0,,,,1.0,4.0,7.0,,4.0,4.0,2.0,2.0,,,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,
11703894,home,Hertha BSC,Pascal Klemens,Pascal Klemens,,klemens-pascal,P. Klemens,M,41,186,130,M,1409353,EUR,1109116800,M,41,41,False,34.0,28.0,2.0,,20.0,21.0,8.0,13.0,5.0,,,,89.0,43.0,6.9,6.0,1,,,,5.0,4.0,6.0,1.0,1.0,,,1.0,,,1.0,3.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,
11703894,home,Hertha BSC,Márton Dárdai,,,marton-dardai,M. Dárdai,D,31,186,1093,M,980618,EUR,1013472000,M,31,31,False,29.0,17.0,6.0,2.0,12.0,12.0,5.0,20.0,4.0,,,,75.0,43.0,6.9,17.0,0,,3.0,,2.0,3.0,5.0,,2.0,2.0,,,,,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
11703894,home,Hertha BSC,Marten Winkler,,,marten-winkler,M. Winkler,M,22,184,107,M,1069125,EUR,1036022400,M,22,22,False,18.0,11.0,4.0,,6.0,6.0,5.0,15.0,7.0,,,,87.0,38.0,6.3,17.0,1,,3.0,,1.0,6.0,4.0,,1.0,1.0,2.0,2.0,1.0,,,,3.0,,,1.0,,4.0,,1.0,1.0,1.0,,,,,,,,,
11703894,home,Hertha BSC,Florian Niederlechner,Florian,Niederlechner,florian-niederlechner,F. Niederlechner,F,7,186,339,M,156146,EUR,656726400,M,7,7,False,15.0,9.0,2.0,1.0,6.0,8.0,3.0,7.0,6.0,,,,75.0,27.0,6.8,12.0,0,,,,,9.0,6.0,,,,6.0,2.0,,,6.0,,4.0,1.0,,,,1.0,,,,,1.0,,,,,,,,
11703894,home,Hertha BSC,Fabian Reese,,,fabian-reese,F. Reese,F,11,187,900,M,817968,EUR,880761600,M,11,11,False,21.0,15.0,1.0,,6.0,6.0,10.0,23.0,5.0,,,,90.0,53.0,7.2,26.0,3,,8.0,1.0,1.0,8.0,3.0,2.0,,1.0,,,2.0,,1.0,1.0,1.0,,,1.0,,8.0,1.0,,1.0,,,1.0,1.0,,,,,,
