match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_accurateCross,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyMiss,stat_shotOffTarget,stat_dispossessed,stat_goals,stat_penaltyWon,captain,stat_bigChanceCreated,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_goalsPrevented,stat_penaltyConceded,stat_totalOffside
12437811,home,Real Betis,Adrián,adrian,Adrián,G,13,190,2131,M,50539,EUR,536630400,G,13,13,False,16.0,14.0,6.0,4.0,0.0,13.0,15.0,1.0,1.0,1.0,1.0,6.0,90.0,20.0,6.8,2.0,0.00024997,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437811,home,Real Betis,Angel Ortiz,angel-ortiz,Á. Ortiz,D,40,167,493,M,1152139,EUR,1090713600,D,40,40,False,44.0,37.0,2.0,1.0,0.0,18.0,21.0,19.0,26.0,2.0,2.0,2.0,75.0,61.0,7.4,10.0,0.00982257,0,,,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437811,home,Real Betis,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1917,M,99519,EUR,663897600,D,5,5,False,60.0,53.0,6.0,3.0,0.0,31.0,32.0,22.0,28.0,1.0,3.0,8.0,90.0,76.0,7.3,8.0,0.0149295,1,,,,3.0,3.0,,,12.0,,,1.0,1.0,1.0,1.0,1.0,0.0199,,,,,,,,,,,,,,,,,,,,,,,,,
12437811,home,Real Betis,Diego Llorente,diego-llorente,D. Llorente,D,3,185,1146,M,305278,EUR,745459200,D,3,3,False,66.0,60.0,5.0,3.0,0.0,34.0,36.0,26.0,30.0,,,4.0,90.0,71.0,7.4,7.0,0.0480335,0,,,,3.0,4.0,,,3.0,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437811,home,Real Betis,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182,1729,M,67769,EUR,714700800,D,12,12,False,54.0,49.0,4.0,1.0,0.0,19.0,21.0,32.0,36.0,4.0,7.0,,90.0,68.0,7.1,7.0,0.13766,0,,,3.0,3.0,4.0,,,3.0,,,2.0,,,,1.0,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
12437811,home,Real Betis,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,20,177,15743,M,798835,EUR,829008000,M,20,20,False,30.0,26.0,1.0,1.0,0.0,9.0,11.0,17.0,20.0,1.0,2.0,1.0,45.0,39.0,6.9,5.0,0.051814,1,,,1.0,,3.0,,,,,,1.0,,,,,0.7884,,3.0,3.0,3.0,,locelso_giovani,1.0,1.0,0.7099,1.0,,,,,,,,,,,,,,,
12437811,home,Real Betis,Johnny Cardoso,johnny,J. Cardoso,M,5,186,5097,M,990169,EUR,1000944000,M,4,4,False,62.0,58.0,2.0,1.0,0.0,25.0,26.0,33.0,36.0,2.0,3.0,5.0,90.0,73.0,7.6,4.0,0.0632766,2,,,,3.0,5.0,1.0,1.0,2.0,1.0,,,,,,1.0,0.1659,,1.0,1.0,2.0,,,,1.0,0.2494,,1.0,,,,,,,,,,,,,,
12437811,home,Real Betis,Antony,antony,Antony,M,7,172,219783,M,958380,EUR,951350400,M,7,7,False,66.0,56.0,1.0,,1.0,5.0,7.0,51.0,60.0,1.0,4.0,5.0,90.0,85.0,9.3,15.0,0.123742,4,,,1.0,,4.0,2.0,1.0,1.0,,3.0,,1.0,,2.0,1.0,0.1498,,,,4.0,,Antony,,1.0,0.1372,,2.0,1.0,1.0,1.0,,,,,,,,,,,
12437811,home,Real Betis,Isco,isco,Isco,M,22,176,26276,M,103417,EUR,703814400,M,22,22,False,74.0,68.0,9.0,8.0,0.0,13.0,13.0,56.0,65.0,,3.0,3.0,82.0,101.0,8.5,12.0,0.15752,6,,,4.0,,10.0,2.0,1.0,1.0,1.0,6.0,1.0,5.0,,1.0,,0.1729,,3.0,2.0,4.0,1.0,iscoalarcon,,1.0,0.0521,,,1.0,,,True,1.0,,,,,,,,,
12437811,home,Real Betis,Jesús Rodriguez,jesus-rodriguez,J. Rodriguez,M,17,185,4146,M,1800245,EUR,1132531200,M,36,36,False,34.0,30.0,1.0,,0.0,3.0,3.0,27.0,31.0,,5.0,5.0,74.0,56.0,7.6,12.0,0.105622,4,,,,,6.0,7.0,3.0,,,3.0,,2.0,,4.0,1.0,0.3028,,,,1.0,,,,,,,2.0,,,,,,1.0,,,,,,,,
12437811,home,Real Betis,Cucho Hernández,cucho-hernandez,C. Hernández,F,19,175,8926,M,887055,EUR,924566400,F,19,19,False,18.0,12.0,2.0,1.0,0.0,3.0,4.0,9.0,14.0,6.0,9.0,4.0,73.0,33.0,7.4,12.0,0.0062403,2,,,,6.0,10.0,3.0,2.0,,1.0,1.0,,,,5.0,2.0,0.0674,,1.0,1.0,,,cuchohernandez,,1.0,0.076,,1.0,,,,,,,,,,,,,,
12437811,home,Real Betis,Marc Roca,marc-roca,M. Roca,M,21,184,1491,M,847128,EUR,848966400,M,21,21,True,38.0,36.0,6.0,6.0,0.0,11.0,11.0,25.0,28.0,,,3.0,45.0,47.0,9.0,3.0,0.0281037,2,,,1.0,,2.0,,,1.0,,,,,,,,0.5242,,2.0,2.0,,,,,2.0,1.0486,,,,2.0,,,,,,,,,,,,
12437811,home,Real Betis,Cédric Bakambu,cedric-bakambu,C. Bakambu,F,11,182,44768,M,115665,EUR,671328000,F,11,11,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,2.0,1.0,17.0,8.0,6.3,2.0,0.00044569,2,,,,,,1.0,,1.0,,,,,,1.0,1.0,0.1188,,,,,,bakambu17,2.0,1.0,0.1389,,1.0,,,,,,,,,,,,,,
