match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_aerialLost,stat_challengeLost,stat_blockedScoringAttempt,captain,stat_totalContest,stat_shotOffTarget,stat_fouls,stat_bigChanceMissed,stat_totalOffside,stat_goalAssist,stat_accurateCross,stat_wonContest,stat_keyPass,stat_bigChanceCreated,stat_goals,stat_punches,stat_errorLeadToAShot,stat_clearanceOffLine
10389946,home,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190,548,M,149656,EUR,770860800,G,38,38,False,30.0,29.0,6.0,5.0,25.0,25.0,4.0,5.0,1.0,5.0,1.0,3.0,3.0,90.0,38.0,6.5,1.0,0.0,0.0,0.00111118,0,0.6692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389946,home,Lorient,Gedeon Kalulu,gedeon-kalulu,G. Kalulu,D,2,176,4314,M,991200,EUR,872812800,D,24,24,False,45.0,39.0,4.0,4.0,16.0,16.0,23.0,30.0,,5.0,,,,90.0,62.0,6.7,12.0,0.0,0.0,0.0260093,0,,,,gedeon_K2,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10389946,home,Lorient,Julien Laporte,julien-laporte,J. Laporte,D,15,185,87,M,791048,EUR,752371200,D,15,15,False,62.0,54.0,8.0,4.0,42.0,43.0,12.0,19.0,7.0,6.0,,,,90.0,75.0,7.2,8.0,0.1047,0.0672,0.00440559,1,,,,,,,3.0,,1.0,1.0,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10389946,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,3,190,3461,M,879618,EUR,896140800,D,3,3,False,59.0,54.0,6.0,2.0,44.0,46.0,10.0,13.0,1.0,8.0,,,,90.0,62.0,6.2,5.0,0.0653,0.0,0.00357598,1,,,,,,3.0,2.0,,,,,,2.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,
10389946,home,Lorient,Vincent Le Goff,vincent-le-goff,V. L. Goff,D,25,177,29,M,99945,EUR,624412800,D,25,25,False,60.0,52.0,6.0,,25.0,29.0,27.0,34.0,2.0,9.0,,,,90.0,86.0,6.7,17.0,0.084,0.0,0.0164575,2,,,,,3.0,3.0,6.0,,4.0,3.0,,1.0,1.0,,,,1.0,,,True,2.0,2.0,,,,,,,,,,,,
10389946,home,Lorient,Bonke Innocent,bonke-innocent,B. Innocent,M,,180,154,M,587402,EUR,822096000,M,8,8,False,32.0,30.0,1.0,1.0,24.0,25.0,6.0,7.0,,5.0,,,,84.0,35.0,6.6,2.0,0.0,0.0,0.00415746,0,,,,,,3.0,2.0,,2.0,1.0,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,
10389946,home,Lorient,Stéphane Diarra,stephane-diarra,S. Diarra,F,25,173,90,M,834881,EUR,913161600,M,7,7,False,21.0,14.0,,,5.0,6.0,9.0,15.0,,7.0,,,,60.0,35.0,5.8,14.0,0.9777,0.7356,0.0117468,4,,,,,,9.0,1.0,4.0,,,,1.0,,3.0,,,,2.0,,,3.0,1.0,,1.0,1.0,,,,,,,,,
10389946,home,Lorient,Enzo Le Fée,enzo-le-fee,E. Le Fée,M,28,173,3108,M,984014,EUR,949536000,M,10,10,False,61.0,53.0,6.0,4.0,18.0,18.0,39.0,48.0,1.0,4.0,,,,84.0,83.0,7.2,15.0,0.0895,0.0194,0.391782,2,,,,,5.0,11.0,5.0,3.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,4.0,,,4.0,1.0,1.0,,,1.0,4.0,2.0,4.0,,,,,
10389946,home,Lorient,Julien Ponceau,julien-ponceau,J. Ponceau,M,21,170,165,M,942844,EUR,975369600,M,21,21,False,33.0,28.0,2.0,2.0,10.0,10.0,18.0,23.0,,4.0,,,,70.0,40.0,6.8,9.0,0.0,0.0,0.299746,0,,,,,,4.0,2.0,1.0,1.0,1.0,2.0,,,,,1.0,,1.0,,,2.0,,1.0,,,,,1.0,4.0,1.0,,,,
10389946,home,Lorient,Théo Le Bris,theo-le-bris,T. L. Bris,M,11,170,139,M,1131540,EUR,1033430400,M,37,37,False,23.0,21.0,1.0,1.0,6.0,6.0,15.0,17.0,,5.0,,,,71.0,37.0,6.3,8.0,0.1289,0.1624,0.186985,1,,,,,,7.0,4.0,,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2.0,,,5.0,,,,,,,,2.0,,,,,
