match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_challengeLost,stat_goals,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAShot
12513651,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,14.0,12.0,5.0,3.0,0.0,11.0,11.0,1.0,3.0,1.0,10.0,2.0,3.0,1.0,1.0,90.0,25.0,7.4,2.0,0.00025243,0,0.8236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513651,home,Benfica,António Silva,antonio-silva,A. Silva,D,4,187,8155,M,antoniosilva.66,1006069,EUR,1067472000,D,4,4,False,44.0,41.0,4.0,3.0,1.0,29.0,29.0,13.0,16.0,6.0,2.0,,,,,90.0,57.0,7.6,4.0,0.231002,1,,,,1.0,1.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.3663,0.2742,1.0,,,,,,,,,,,,
12513651,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,Notamendi30,74915,EUR,571622400,D,30,30,False,52.0,48.0,4.0,2.0,0.0,40.0,40.0,8.0,12.0,5.0,4.0,,,,,90.0,69.0,8.1,4.0,0.00251541,1,,,,,,3.0,5.0,4.0,7.0,,,1.0,1.0,2.0,,,,0.18,0.3542,,True,1.0,1.0,1.0,2.0,,,,,,,
12513651,home,Benfica,Álvaro Carreras,alvaro-carreras,Á. Carreras,D,18,186,79899,M,,1085081,EUR,1048377600,D,3,3,False,44.0,41.0,4.0,1.0,0.0,24.0,24.0,17.0,20.0,3.0,4.0,,,,,67.0,65.0,7.3,8.0,0.027058,0,,,,,,,,3.0,8.0,,,,1.0,4.0,3.0,2.0,2.0,,,1.0,,,,,2.0,1.0,2.0,2.0,,,,
12513651,home,Benfica,Tomás Araújo,tomas-araujo,T. Araújo,D,44,186,2711,M,,983542,EUR,1021507200,M,44,44,False,31.0,26.0,1.0,,0.0,10.0,12.0,17.0,20.0,,4.0,,,,,77.0,47.0,7.5,8.0,0.0360298,1,,,,1.0,1.0,,,2.0,2.0,,,1.0,,1.0,1.0,1.0,1.0,0.3062,0.185,,,,1.0,,,,2.0,1.0,,,,
12513651,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,,228364,EUR,818553600,M,8,8,False,57.0,55.0,4.0,3.0,0.0,27.0,28.0,28.0,31.0,,3.0,,,,,90.0,70.0,7.5,6.0,0.159932,2,,,,2.0,,1.0,,1.0,3.0,,,1.0,,3.0,1.0,2.0,,0.0277,0.0356,,,,,,,,,,1.0,,,
12513651,home,Benfica,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,12817,M,orkunkokcu,907461,EUR,978048000,M,10,10,False,60.0,53.0,4.0,2.0,0.0,15.0,18.0,39.0,48.0,,6.0,,,,,90.0,79.0,7.1,20.0,0.166911,2,,,,6.0,1.0,1.0,,5.0,1.0,,,1.0,,,,2.0,1.0,0.054,0.2739,3.0,,,,,1.0,,3.0,,,1.0,1.0,
12513651,home,Benfica,Samuel Dahl,dahl-samuel,S. Dahl,D,26,171,2179,M,,993101,EUR,1046736000,M,26,26,False,38.0,30.0,3.0,1.0,2.0,14.0,16.0,18.0,30.0,,5.0,,,,,90.0,61.0,8.0,19.0,1.2776,1,,,,8.0,2.0,,,5.0,4.0,2.0,,,1.0,1.0,1.0,1.0,,0.0143,,4.0,,2.0,,,2.0,,4.0,1.0,1.0,,3.0,
12513651,home,Benfica,Zeki Amdouni,zeki-amdouni,Z. Amdouni,F,25,183,2739,M,,990550,EUR,975888000,F,7,7,False,27.0,22.0,1.0,1.0,0.0,5.0,5.0,17.0,22.0,1.0,4.0,,,,,67.0,47.0,7.8,11.0,0.0432554,3,,,,,,,,5.0,6.0,,,2.0,,2.0,,2.0,1.0,0.414,0.8988,,,,1.0,,1.0,2.0,5.0,3.0,1.0,,,
12513651,home,Benfica,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24902,M,KAktürkoğlu,903324,EUR,908928000,F,17,17,False,31.0,26.0,1.0,,1.0,6.0,6.0,21.0,26.0,,5.0,,,,,78.0,41.0,8.8,8.0,0.456929,3,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,2.0,,0.9986,0.9931,3.0,,,1.0,,1.0,,1.0,,1.0,1.0,,
12513651,home,Benfica,Vangelis Pavlidis,vangelis-pavlidis,V. Pavlidis,F,14,186,15120,M,vangelis_pavlidis,795236,EUR,911606400,F,14,14,False,19.0,15.0,1.0,1.0,1.0,3.0,3.0,12.0,16.0,,1.0,,,,,77.0,34.0,8.7,6.0,0.748567,5,,,,,,3.0,,4.0,2.0,1.0,,2.0,,2.0,1.0,1.0,,1.0326,0.7211,3.0,,,1.0,,,,1.0,,2.0,1.0,2.0,
12513651,home,Benfica,Andrea Belotti,andrea-belotti,A. Belotti,F,19,181,3521,M,gallobelotti,220223,EUR,756345600,F,19,19,True,4.0,3.0,,,0.0,,,3.0,4.0,,,,,,,23.0,12.0,7.3,3.0,0.00633132,2,,,,,,,,5.0,2.0,,,1.0,1.0,1.0,,,2.0,0.5718,0.3235,,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,
12513651,home,Benfica,Andreas Schjelderup,andreas-schjelderup,A. Schjelderup,F,21,177,8800,M,andreasschjelderup,1100952,EUR,1086048000,F,21,21,True,14.0,12.0,1.0,1.0,0.0,2.0,2.0,10.0,12.0,,1.0,,,,,23.0,15.0,7.1,2.0,0.149582,0,,,,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,1.0,1.0,,,,
12513651,home,Benfica,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170,2462,M,,906800,EUR,946857600,M,18,18,True,9.0,8.0,,,0.0,6.0,7.0,2.0,2.0,,,,,,,13.0,12.0,6.4,2.0,0.00026043,0,,,,,,,,3.0,,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,,,
12513651,home,Benfica,Arthur Cabral,arthur-cabral,A. Cabral,F,19,186,4963,M,arthurcabral9,870762,EUR,893462400,F,9,9,True,1.0,,,,0.0,,,,1.0,,,,,,,13.0,3.0,6.4,2.0,,0,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,
12513651,home,Benfica,Gianluca Prestianni,gianluca-prestianni,G. Prestianni,M,25,165,7794,M,,1201395,EUR,1138665600,F,25,25,True,5.0,4.0,1.0,1.0,0.0,,,4.0,5.0,,1.0,,,,,12.0,8.0,6.8,1.0,0.00304719,2,,Gianluca Prestianni,,,,,,,1.0,,,,,,,,,0.1647,,,,,,,1.0,,,,1.0,1.0,,
12513651,home,Benfica,Samuel Soares,samuel-soares,S. Soares,G,24,189,1436,M,,983550,EUR,1024099200,G,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513651,home,Benfica,Adrian Bajrami,adrian-bajrami,A. Bajrami,D,4,187,929,M,,1000192,EUR,1017964800,D,81,81,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513651,home,Benfica,Nuno Félix,nuno-felix,N. Félix,M,60,177,507,M,,1142231,EUR,1079395200,M,60,60,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513651,home,Benfica,Bruma,bruma,Bruma,F,7,173,2690,M,,97012,EUR,782956800,F,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513651,away,AVS - Futebol SAD,Guillermo Ochoa,guillermo-ochoa,G. Ochoa,G,13,185,4425,M,GuiOchoa,15497,EUR,490060800,G,13,13,False,29.0,21.0,14.0,6.0,0.0,18.0,20.0,3.0,9.0,3.0,5.0,2.0,5.0,1.0,1.0,90.0,39.0,6.4,8.0,0.00033926,0,-1.9405,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
12513651,away,AVS - Futebol SAD,Cristian Castro,cristian-castro,C. Castro,D,42,192,155,M,,1067320,EUR,980380800,D,42,42,False,45.0,38.0,6.0,3.0,0.0,33.0,37.0,5.0,8.0,7.0,6.0,,,,,90.0,58.0,6.2,8.0,0.00213377,1,,Cristian Castro,,,,,2.0,,4.0,,,,2.0,1.0,1.0,,,0.0243,,,,,,,1.0,,,,1.0,,,
