match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_dateOfBirthTimestamp,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_height,stat_interceptionWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_keyPass,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_fouls,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,captain,stat_totalOffside,stat_goodHighClaim,stat_lastManTackle,stat_goalAssist,stat_bigChanceCreated,stat_errorLeadToAShot,stat_goals
12134238,home,Chicago House AC,Tony Halterman,Tony Halterman,,tony-halterman,T. Halterman,G,17,3,M,1479746,EUR,G,17,17,False,41.0,24.0,25.0,9.0,20.0,30.0,4.0,11.0,1.0,1.0,7.0,1.0,1.0,90.0,47.0,5.9,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12134238,home,Chicago House AC,Jack Kramer,Jack Kramer,,jack-kramer,J. Kramer,M,2,1,M,1480257,EUR,D,2,2,False,23.0,12.0,7.0,1.0,5.0,8.0,7.0,15.0,5.0,2.0,4.0,,,90.0,51.0,6.7,17.0,1,927158400.0,3.0,3.0,12.0,1.0,2.0,1.0,7.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,
12134238,home,Chicago House AC,Cesar Murillo,Cesar,Murillo,cesar-murillo,C. Murillo,D,4,1,M,1026456,EUR,D,4,4,False,17.0,13.0,5.0,2.0,11.0,14.0,2.0,3.0,2.0,2.0,3.0,,,61.0,28.0,6.4,5.0,0,824428800.0,,,3.0,,2.0,1.0,1.0,1.0,2.0,183.0,1.0,,,,,,,,,,,,,,,,,,
12134238,home,Chicago House AC,Pau Mateo,Pau Mateo,,pau-mateo,P. Mateo,D,15,1,M,1192071,EUR,D,15,15,False,41.0,26.0,13.0,5.0,13.0,24.0,13.0,17.0,1.0,,4.0,,,90.0,59.0,6.6,17.0,1,,,2.0,8.0,1.0,6.0,,1.0,,2.0,185.0,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,
12134238,home,Chicago House AC,Florian Ouaddour,Florian Ouaddour,,florian-ouaddour,F. Ouaddour,D,99,1,M,1480232,EUR,D,99,99,False,16.0,9.0,4.0,2.0,6.0,7.0,3.0,9.0,6.0,3.0,1.0,,,77.0,34.0,6.2,11.0,0,916444800.0,2.0,,3.0,,3.0,,3.0,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,
12134238,home,Chicago House AC,Eric Leonard,,,eric-leonard,E. Leonard,D,3,1,M,883698,EUR,M,3,3,False,35.0,15.0,7.0,1.0,9.0,13.0,6.0,22.0,9.0,,4.0,,,90.0,60.0,6.5,25.0,1,812851200.0,3.0,3.0,11.0,,3.0,1.0,6.0,4.0,2.0,175.0,2.0,1.0,2.0,,,2.0,1.0,3.0,,,,,,,,,,,
12134238,home,Chicago House AC,Aaron Nguyen,Aaron Nguyen,,aaron-nguyen,A. Nguyen,M,20,2,M,1479850,EUR,M,20,20,False,22.0,13.0,4.0,,5.0,9.0,9.0,16.0,5.0,,11.0,,,90.0,35.0,6.5,17.0,0,955670400.0,2.0,1.0,3.0,,1.0,,2.0,2.0,,,1.0,1.0,1.0,,1.0,3.0,,1.0,3.0,1.0,,,,,,,,,
12134238,home,Chicago House AC,Bukola Abdulwahab-Omotose,Bukola Abdulwahab-Omotose,,bukola-abdulwahab-omotose,B. Abdulwahab-Omotose,F,7,3,M,1190862,EUR,M,7,7,False,11.0,6.0,,,3.0,3.0,3.0,8.0,6.0,2.0,2.0,,,77.0,27.0,6.5,14.0,1,,,2.0,5.0,,,,1.0,1.0,1.0,170.0,1.0,,4.0,1.0,,4.0,,1.0,,,1.0,,,,,,,,
12134238,home,Chicago House AC,AR Smith Jr,AR Smith Jr,,ar-smith-jr,A. S. Jr,M,14,2,M,1479631,EUR,M,14,14,False,21.0,14.0,1.0,,9.0,10.0,5.0,11.0,12.0,,9.0,,,90.0,40.0,6.0,15.0,0,792288000.0,1.0,,8.0,,,,5.0,2.0,1.0,,,3.0,7.0,2.0,,,,3.0,,,,True,1.0,,,,,,
12134238,home,Chicago House AC,Ricardo Avalos Jr.,Ricardo Avalos Jr.,,ricardo-avalos-jr,R. Avalos Jr.,F,10,1,M,1192656,EUR,M,10,10,False,9.0,2.0,3.0,,,2.0,2.0,7.0,10.0,2.0,1.0,,,81.0,19.0,5.5,12.0,0,928886400.0,,1.0,1.0,,1.0,,,,,,,1.0,3.0,,,1.0,,4.0,,,,,,,,,,,
