match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_challengeLost,stat_penaltyWon,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,stat_dispossessed,captain,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_hitWoodwork,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed
11369438,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,28.0,17.0,17.0,6.0,13.0,13.0,4.0,15.0,1.0,11.0,3.0,1.0,6.0,90.0,42.0,7.3,12.0,0.00032372,0,-0.3653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369438,home,Atlético Madrid,Stefan Savić,stefan-savic,S. Savić,D,15,186,1712,M,,76265,EUR,663292800,D,15,15,False,20.0,14.0,4.0,1.0,11.0,14.0,3.0,6.0,,1.0,,,,38.0,27.0,5.4,8.0,0.00147718,0,,,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11369438,home,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186,9808,M,axelwitsel28,35612,EUR,600566400,D,20,20,False,35.0,28.0,2.0,1.0,27.0,32.0,1.0,3.0,11.0,3.0,,,,90.0,55.0,6.9,9.0,0.00057153,0,,,,3.0,2.0,5.0,,,,1.0,1.0,,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
11369438,home,Atlético Madrid,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,,353130,EUR,803433600,D,22,22,False,39.0,25.0,9.0,2.0,22.0,28.0,3.0,11.0,12.0,6.0,,,,90.0,57.0,6.8,16.0,0.00294316,0,,,,4.0,5.0,6.0,1.0,,,1.0,2.0,1.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11369438,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,M,14,14,False,26.0,19.0,1.0,,11.0,15.0,9.0,13.0,2.0,4.0,,,,81.0,40.0,7.1,9.0,0.366116,0,,,,,2.0,1.0,,1.0,,,,,2.0,,,2.0,,,1.0,2.0,1.0,1.0,5.0,1.0,,,,,,,,,,,
11369438,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,False,32.0,27.0,3.0,1.0,18.0,19.0,9.0,14.0,3.0,5.0,,,,57.0,48.0,6.7,12.0,0.355478,0,,,,,3.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,
11369438,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,67.0,57.0,5.0,3.0,44.0,48.0,13.0,19.0,3.0,8.0,,,,90.0,79.0,6.8,12.0,0.0332483,0,,,,2.0,1.0,5.0,,2.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,True,,,,,,,,,
11369438,home,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178,22125,M,osamuellino,874705,EUR,945907200,M,12,12,False,28.0,24.0,2.0,2.0,16.0,19.0,8.0,9.0,2.0,6.0,,,,81.0,44.0,7.0,6.0,0.0166044,1,,,,1.0,1.0,7.0,1.0,1.0,,2.0,4.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,1.0,0.047,,,,,,,
11369438,home,Atlético Madrid,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174,4780,M,,989113,EUR,954633600,M,25,25,False,30.0,25.0,2.0,1.0,11.0,13.0,15.0,19.0,,6.0,,,,90.0,54.0,6.7,16.0,0.305455,2,,,,1.0,6.0,3.0,,1.0,,5.0,,1.0,1.0,3.0,1.0,,2.0,,1.0,2.0,1.0,1.0,,3.0,1.0,,,0.0542,2.0,1.0,1.0,,,,
11369438,home,Atlético Madrid,Memphis Depay,memphis-depay,M. Depay,F,10,176,76320,M,Memphis,138833,EUR,761097600,F,9,9,False,9.0,6.0,,,4.0,4.0,2.0,5.0,,,,,,40.0,15.0,6.6,6.0,0.00148952,1,,,,,1.0,,,,,2.0,,,,,,,,,,,,,2.0,,1.0,,,0.236,,,,1.0,0.1032,,
