match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,captain,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_errorLeadToAShot,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_clearanceOffLine,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId
12530821,home,Antalyaspor,Kenan Pirić,kenan-piric,K. Pirić,G,13,193,309,M,840898,EUR,773539200,G,13,13,False,24.0,14.0,12.0,2.0,1.0,12.0,14.0,2.0,10.0,1.0,3.0,1.0,1.0,1.0,3.0,8.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,90.0,38.0,7.6,10.0,0.06439,1.0,0,0.4924,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530821,home,Antalyaspor,Mert Yilmaz,mert-yilmaz,M. Yilmaz,D,27,174,32,M,881966,EUR,920851200,D,27,27,False,40.0,33.0,7.0,5.0,0.0,15.0,17.0,18.0,24.0,,4.0,3.0,3.0,,2.0,2.0,1.0,,,,,,,90.0,59.0,7.5,11.0,0.0329834,,1,,,,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,0.012,,,,,,,,,,,,,,,,
12530821,home,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,72.0,56.0,19.0,8.0,0.0,37.0,40.0,19.0,32.0,4.0,11.0,1.0,1.0,,7.0,4.0,4.0,,,,,,,90.0,89.0,7.7,16.0,0.0111582,,1,,,,,,,1.0,1.0,1.0,,,0.0501,True,2.0,1.0,,,,,,,,,,,,,
12530821,home,Antalyaspor,Thalisson Kelven,thalisson-kelven,T. Kelven,D,2,184,112,M,863277,EUR,894499200,D,2,2,False,54.0,49.0,6.0,4.0,0.0,39.0,41.0,10.0,13.0,5.0,9.0,,,,11.0,4.0,1.0,,,,,,,90.0,76.0,7.9,5.0,0.00195757,,0,,,,,2.0,3.0,,1.0,3.0,,,,,3.0,3.0,1.0,1.0,,,,,,,,,,,
12530821,home,Antalyaspor,Erdoğan Yeşilyurt,erdogan-yesilyurt,E. Yeşilyurt,D,17,178,77,M,142541,EUR,752544000,D,17,17,False,47.0,39.0,11.0,8.0,1.0,20.0,24.0,19.0,25.0,1.0,5.0,1.0,,2.0,1.0,6.0,2.0,,,,,,,84.0,75.0,7.6,17.0,0.475987,3.0,2,,,,2.0,,4.0,2.0,,,3.0,1.0,0.0243,,2.0,2.0,2.0,1.0,,,,,,,,,,,
12530821,home,Antalyaspor,Oleksandr Petrusenko,oleksandr-petrusenko,O. Petrusenko,M,16,181,116,M,906673,EUR,890870400,M,16,16,False,55.0,52.0,5.0,4.0,0.0,39.0,39.0,13.0,16.0,1.0,3.0,,,,1.0,7.0,1.0,,,,,,,90.0,59.0,6.6,3.0,0.00712589,,0,,Oleksandr,Petrusenko,,3.0,10.0,,,1.0,,2.0,,,1.0,1.0,5.0,,,,,,,,,,,,
12530821,home,Antalyaspor,Jakub Kałuziński,jakub-kaluzinski,J. Kałuziński,M,18,185,896,M,1019026,EUR,1036022400,M,18,18,False,58.0,52.0,8.0,5.0,0.0,23.0,24.0,31.0,38.0,,3.0,,,,1.0,6.0,1.0,,,,,,,90.0,69.0,7.5,9.0,0.0871406,2.0,0,,,,4.0,,4.0,,1.0,,1.0,2.0,,,2.0,2.0,2.0,,2.0,,,,,,,,,,
12530821,home,Antalyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,5,5,False,22.0,18.0,2.0,1.0,0.0,10.0,11.0,8.0,11.0,,1.0,3.0,,,,2.0,1.0,,,,,,,84.0,37.0,6.6,13.0,0.00436807,,1,,,,,1.0,9.0,,,1.0,3.0,1.0,0.5172,,,,2.0,1.0,,2.0,1.0,1.0,0.6642,,,,,,
12530821,home,Antalyaspor,Sam Larsson,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,M,10,10,False,31.0,22.0,,,0.0,9.0,11.0,13.0,20.0,,1.0,2.0,,,,5.0,,,,,,,,84.0,41.0,6.3,15.0,0.042784,,1,,,,,,4.0,,,,2.0,,0.2048,,1.0,,,,,2.0,1.0,,,1.0,,,,,
12530821,home,Antalyaspor,Sander van de Streek,sander-van-de-streek,S. v. d. Streek,M,22,180,186,M,220155,EUR,732931200,M,22,22,False,21.0,14.0,2.0,1.0,0.0,6.0,7.0,8.0,16.0,2.0,7.0,2.0,1.0,,2.0,3.0,2.0,,,,,,,76.0,42.0,7.0,15.0,0.0170066,,3,,,,2.0,1.0,7.0,2.0,,1.0,5.0,3.0,0.2552,,3.0,,2.0,,,,1.0,1.0,0.5998,1.0,,,,,
