match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_penaltyConceded,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_accurateCross,stat_hitWoodwork,stat_goals,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_challengeLost,stat_outfielderBlock,stat_totalOffside
14167868,home,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190.0,548,M,149656,EUR,770860800,G,38,38,False,31.0,28.0,12.0,10.0,0.0,27.0,29.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,41.0,6.7,3.0,0.00035512,-0.0006,0,-0.1681,0.06,-0.05,-0.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167868,home,Lorient,Bamo Meïté,bamo-meite,B. Meïté,D,5,183.0,525,M,1131541,EUR,992995200,D,5,5,False,62.0,56.0,3.0,3.0,0.0,26.0,29.0,30.0,33.0,3.0,1.0,,,,,,,90.0,77.0,6.9,10.0,0.0353045,,1,,0.33,0.28,-0.21,,2.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,0.0154,-0.08,,,,,,,,,,,,,,,,,,,,,,
14167868,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,3,190.0,3461,M,879618,EUR,896140800,D,3,3,False,40.0,38.0,3.0,1.0,0.0,27.0,27.0,11.0,13.0,7.0,2.0,,,,,,,90.0,49.0,7.0,2.0,0.0136265,,0,,0.26,0.15,-0.08,,,,1.0,,3.0,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
14167868,home,Lorient,Abdoulaye Faye,faye-abdoulaye,A. Faye,D,25,191.0,1372,M,1529051,EUR,1095811200,D,25,25,False,68.0,61.0,4.0,1.0,0.0,37.0,40.0,24.0,28.0,7.0,3.0,,,,,,,90.0,82.0,6.7,8.0,0.0162579,,0,,0.3,0.07,-0.13,,,,1.0,1.0,3.0,,,,1.0,,,Abdoulaye Faye,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,
14167868,home,Lorient,Théo Le Bris,theo-le-bris,T. L. Bris,M,11,170.0,139,M,1131540,EUR,1033430400,M,11,11,False,35.0,31.0,1.0,1.0,0.0,10.0,13.0,21.0,22.0,1.0,3.0,,,,,,,83.0,50.0,6.8,9.0,0.0962126,,3,,0.03,0.31,0.0,,4.0,,,1.0,1.0,1.0,,1.0,,0.2346,-0.43,,,,,1.0,,,,,1.0,1.0,0.1677,,,,,,,,,,
14167868,home,Lorient,Arthur Avom Ebong,ebong-arthur-avom,A. A. Ebong,M,62,173.0,2849,M,1465307,EUR,1103068800,M,62,62,False,46.0,40.0,6.0,4.0,0.0,16.0,18.0,24.0,28.0,,6.0,,,,,,,83.0,58.0,7.9,12.0,0.861802,,0,,0.7,0.34,-0.03,,1.0,2.0,,4.0,4.0,,3.0,1.0,,,,Arthur Ebong,,1.0,,1.0,3.0,2.0,2.0,,,,,4.0,,,,,,,,,
14167868,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,6,170.0,153,M,296434,EUR,728524800,M,6,6,False,75.0,69.0,9.0,6.0,0.0,39.0,40.0,30.0,35.0,3.0,7.0,,,,,,,90.0,83.0,7.2,6.0,0.0261487,,1,,0.24,0.09,0.0,,,,,,3.0,,,1.0,,0.0283,0.0,,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,True,,,,,,,,
14167868,home,Lorient,Arsène Kouassi,kan-guy-arsene-kouassi,A. Kouassi,D,43,178.0,5287,M,1855502,EUR,1094860800,M,43,43,False,40.0,33.0,3.0,1.0,0.0,17.0,21.0,16.0,19.0,2.0,8.0,,,,,,,90.0,72.0,8.2,16.0,0.311529,,0,,0.69,0.12,0.2,,9.0,,,4.0,6.0,,,2.0,2.0,,,Kan Guy Arsène Kouassi,,,,1.0,5.0,4.0,1.0,,,,,2.0,,2.0,,,,,,,
14167868,home,Lorient,Aiyegun Tosin,aiyegun-tosin,A. Tosin,F,15,179.0,2383,M,875548,EUR,898819200,F,15,15,False,21.0,15.0,,,0.0,8.0,12.0,7.0,9.0,,5.0,,,,,,,62.0,35.0,6.6,10.0,0.0399523,,2,,-0.62,0.03,0.16,,,,,2.0,6.0,1.0,2.0,1.0,,0.1819,0.0,,,2.0,2.0,1.0,4.0,3.0,,,1.0,,0.1315,1.0,,,1.0,,,,,,
14167868,home,Lorient,Karim Dermane,karim-dermane,K. Dermane,M,29,193.0,3326,M,1130307,EUR,1072396800,F,29,29,False,34.0,29.0,3.0,2.0,0.0,8.0,11.0,21.0,23.0,,1.0,,,,,,,72.0,47.0,6.7,9.0,0.0754183,,1,,0.29,0.1,-0.01,,,1.0,,4.0,4.0,1.0,2.0,1.0,1.0,0.1174,-0.59,Karim Dermane,,3.0,1.0,2.0,,,1.0,,,,,2.0,,,,,,,,,
