match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_penaltyConceded,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,player_sofascoreId,captain,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_penaltyWon,stat_goodHighClaim
12117160,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,23.0,16.0,11.0,4.0,0.0,16.0,20.0,3.0,4.0,4.0,1.0,4.0,90.0,29.0,7.2,7.0,6.915e-05,0,0.4082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117160,home,São Paulo,Igor Vinícius,igor-vinicius,I. Vinícius,D,18,173,1630,M,840119,EUR,859939200,D,2,2,False,66.0,61.0,3.0,2.0,0.0,27.0,28.0,48.0,6.0,,,,90.0,93.0,6.8,20.0,0.104149,0,,,,37.0,10.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12117160,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,65.0,56.0,3.0,,0.0,43.0,49.0,16.0,3.0,,,,90.0,77.0,6.9,9.0,0.0052051,0,,,,13.0,,,5.0,2.0,8.0,,,1.0,,,1.0,,1.0,5.0,1.0,3.0,2.0,,,,,,,,,,,,,,,
12117160,home,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,82.0,76.0,7.0,5.0,0.0,55.0,55.0,27.0,5.0,,,,90.0,92.0,6.6,7.0,0.00878869,0,,,,21.0,,,1.0,5.0,4.0,,1.0,1.0,1.0,1.0,3.0,,,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,,
12117160,home,São Paulo,Welington,welington,Welington,M,34,170,939,M,1009920,EUR,982540800,D,6,6,False,40.0,36.0,3.0,1.0,0.0,17.0,18.0,26.0,1.0,,,,90.0,62.0,6.3,9.0,0.0281719,2,,,,20.0,4.0,1.0,,6.0,6.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,5.0,2.0,1.0,,1.0,1.0,1.0,0.0444,0.0389,,,,,,,,
12117160,home,São Paulo,Damián Bobadilla,damian-bobadilla,D. Bobadilla,M,21,181,3033,M,1015261,EUR,991958400,M,21,21,False,77.0,71.0,9.0,7.0,0.0,31.0,31.0,47.0,6.0,,,,90.0,89.0,7.3,8.0,0.0416232,0,,,,41.0,1.0,1.0,,3.0,7.0,1.0,,1.0,1.0,2.0,3.0,2.0,,,,5.0,1.0,,,,,,,,,,,,,,,
12117160,home,São Paulo,Luiz Gustavo,luiz-gustavo,L. Gustavo,M,14,187,2128,M,29735,EUR,553996800,M,16,16,False,76.0,71.0,11.0,10.0,0.0,36.0,37.0,39.0,5.0,,,,90.0,87.0,7.3,7.0,0.0215358,2,,,,35.0,,,1.0,5.0,4.0,2.0,,2.0,,2.0,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,,0.0679,0.3117,1.0,,,,,,,
12117160,home,São Paulo,Lucas Moura,lucas-moura,L. Moura,M,7,172,12542,M,149710,EUR,713664000,M,7,7,False,57.0,48.0,4.0,1.0,1.0,13.0,15.0,42.0,10.0,,,,90.0,84.0,8.7,18.0,0.223654,5,,,,35.0,,,1.0,9.0,10.0,4.0,3.0,,3.0,6.0,1.0,1.0,,,,2.0,1.0,2.0,1.0,3.0,,,0.9336,1.0866,2.0,lucasmoura7,True,1.0,1.0,,,
12117160,home,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,M,10,10,False,41.0,36.0,3.0,3.0,0.0,10.0,10.0,31.0,3.0,,,,89.0,56.0,6.6,9.0,0.0310524,3,,,,26.0,,,,5.0,2.0,1.0,1.0,,2.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,2.0,,0.1731,,1.0,luciano10,,,,,,
12117160,home,São Paulo,Ferreirinha,ferreira,Ferreira,M,11,176,8644,M,998499,EUR,883526400,M,47,47,False,32.0,30.0,,,0.0,7.0,7.0,31.0,4.0,,,,83.0,61.0,8.1,13.0,0.178504,2,,,,25.0,6.0,2.0,,3.0,10.0,,7.0,,3.0,4.0,,2.0,,,,2.0,2.0,,4.0,1.0,,,0.786,0.9591,1.0,,,,1.0,1.0,1.0,
