match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,player_id,player_name
12436578,FT,1.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,
12436578,,,,,90,2.0,,1,,,substitution,123704656.0,False,True,regular,,,
12436578,,,,,90,,,1,,,substitution,123704622.0,True,False,injury,,,
12436578,,,,,90,,,1,,,substitution,123704621.0,False,False,regular,,,
12436578,,,,,90,0.0,,1,,,injuryTime,,,,,6.0,,
12436578,,,,,83,,,8,,,substitution,123704476.0,False,True,regular,,,
12436578,,,,,83,,,8,,,substitution,123704475.0,False,True,regular,,,
12436578,,,,,80,,,11,,,substitution,123704441.0,True,False,injury,,,
12436578,,1.0,2.0,,75,,,16,,,goal,259098998.0,,True,regular,,295123.0,Paul Onuachu
12436578,,,,,69,,,22,,,substitution,123704162.0,False,True,regular,,,
12436578,,,,,69,,,22,,,substitution,123704163.0,False,False,regular,,,
12436578,,,,,69,,,22,,,substitution,123704164.0,False,False,regular,,,
12436578,,0.0,2.0,,47,,,44,,,goal,258972486.0,,False,regular,,876599.0,Jørgen Strand Larsen
12436578,,,,,46,,,45,,,substitution,123703779.0,False,True,regular,,,
12436578,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,
12436578,,,,,45,0.0,,1,,,injuryTime,,,,,1.0,,
12436578,,0.0,1.0,,19,,,27,,,goal,258882127.0,,False,regular,,876599.0,Jørgen Strand Larsen
