match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_interceptionWon,stat_blockedScoringAttempt,stat_expectedGoals,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_unsuccessfulTouch,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
12436578,home,Southampton,Aaron Ramsdale,,,aaron-ramsdale,A. Ramsdale,G,32,191,8533,M,ARamsdale,839410,EUR,895104000,G,30,30,False,True,27.0,16.0,14.0,3.0,0.0,14.0,15.0,2.0,12.0,5.0,1.0,90.0,31.0,6.0,11.0,0.0002091,0,-1.0767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436578,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,,823085,EUR,860889600,D,2,2,False,,69.0,64.0,6.0,3.0,0.0,28.0,29.0,37.0,42.0,4.0,,90.0,82.0,6.5,8.0,0.0663441,0,,2.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12436578,home,Southampton,Armel Bella-Kotchap,,,armel-bella-kotchap,A. Bella-Kotchap,D,37,190,1085,M,,976025,EUR,1008028800,D,37,37,False,,81.0,80.0,3.0,3.0,0.0,59.0,59.0,21.0,22.0,4.0,,90.0,93.0,6.9,3.0,0.0105707,0,,,,4.0,5.0,,,,3.0,2.0,1.0,,,4.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,
12436578,home,Southampton,Taylor Harwood-Bellis,,,taylor-harwood-bellis,T. Harwood-Bellis,D,6,185,1654,M,,980637,EUR,1012348800,D,6,6,False,,93.0,89.0,4.0,2.0,0.0,45.0,46.0,44.0,47.0,6.0,,90.0,102.0,6.8,5.0,0.0209996,1,,,,1.0,2.0,,,,,,,,,1.0,2.0,3.0,,1.0,0.0292,,,,,,,,,,,,,,,,
12436578,home,Southampton,Yukinari Sugawara,,,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,,905347,EUR,962150400,M,16,16,False,,36.0,28.0,1.0,1.0,0.0,7.0,11.0,21.0,27.0,1.0,,69.0,53.0,6.9,13.0,0.549421,1,,2.0,,3.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,0.0328,1.0,1.0,1.0,0.0922,1.0,,,,,,,,,,,
12436578,home,Southampton,Lesley Ugochukwu,,,lesley-ugochukwu,L. Ugochukwu,M,8,188,5004,M,l.ugochukwu8,1048916,EUR,1080259200,M,26,26,False,,44.0,38.0,3.0,2.0,0.0,16.0,21.0,22.0,23.0,2.0,,83.0,55.0,7.0,8.0,0.0236339,1,,,,2.0,4.0,,3.0,3.0,1.0,1.0,,2.0,,,,,,1.0,0.0148,,,,,1.0,2.0,,,,,,,,,,
12436578,home,Southampton,Joe Aribo,,,joe-aribo,J. Aribo,M,18,183,1387,M,,818073,EUR,837907200,M,7,7,False,,72.0,66.0,2.0,1.0,0.0,29.0,29.0,37.0,43.0,4.0,,89.0,82.0,7.4,6.0,0.042551,2,,,,2.0,5.0,,2.0,2.0,,,2.0,1.0,,1.0,1.0,,2.0,1.0,0.1202,,,,,1.0,,1.0,,,,,,,,,
12436578,home,Southampton,Ryan Manning,Ryan,Manning,ryan-manning,R. Manning,D,3,172,451,M,,328701,EUR,834710400,M,3,3,False,,65.0,56.0,4.0,2.0,0.0,21.0,23.0,38.0,51.0,4.0,,90.0,98.0,7.3,19.0,0.242103,0,,9.0,3.0,5.0,6.0,,4.0,2.0,1.0,,3.0,2.0,,,,2.0,,,,1.0,1.0,,,3.0,1.0,,,,,,,,,,
12436578,home,Southampton,Tyler Dibling,Tyler,Dibling,tyler-dibling,T. Dibling,M,20,178,2847,M,,1174472,EUR,1140134400,F,33,33,False,,41.0,37.0,,,0.0,16.0,16.0,21.0,26.0,6.0,,90.0,73.0,7.4,14.0,0.0503422,3,,1.0,,8.0,18.0,4.0,7.0,5.0,5.0,3.0,5.0,,,1.0,3.0,,,1.0,0.3171,1.0,,,,1.0,2.0,2.0,1.0,1.0,,,,,,,
12436578,home,Southampton,Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,178,3830,M,,1142562,EUR,1089417600,F,18,18,False,,17.0,14.0,1.0,1.0,0.0,2.0,2.0,12.0,16.0,3.0,,45.0,24.0,6.7,7.0,0.0367543,0,,1.0,,4.0,3.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,
