match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_unsuccessfulTouch,player_sofascoreId,stat_onTargetScoringAttempt,stat_totalOffside,captain,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_lastManTackle
12357241,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,23.0,21.0,3.0,1.0,0.0,21.0,21.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,90.0,27.0,6.4,2.0,7.038e-05,0,-0.5578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12357241,home,Atlético Mineiro,Renzo Saravia,renzo-saravia,R. Saravia,D,26,178,1136,M,315916,EUR,740188800,D,26,26,False,83.0,75.0,4.0,1.0,0.0,31.0,34.0,51.0,2.0,5.0,8.0,1.0,,,90.0,108.0,7.6,10.0,0.31577,4,,,,46.0,2.0,2.0,2.0,7.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0994,2.0,,,,,,,,,,
12357241,home,Atlético Mineiro,Bruno Fuchs,bruno-fuchs,B. Fuchs,D,3,190,3790,M,973737,EUR,922924800,D,3,3,False,95.0,88.0,9.0,6.0,0.0,62.0,62.0,33.0,3.0,5.0,12.0,,,,90.0,105.0,7.3,8.0,0.0361087,0,,,,26.0,,,2.0,2.0,,,1.0,1.0,,,5.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,
12357241,home,Atlético Mineiro,Guilherme Arana,guilherme-arana,G. Arana,D,13,176,4933,M,1127439,EUR,860976000,D,13,13,False,79.0,72.0,7.0,3.0,0.0,43.0,46.0,34.0,,3.0,11.0,,,,90.0,95.0,6.9,11.0,0.0501099,2,,,,29.0,1.0,,4.0,6.0,1.0,,,,1.0,1.0,2.0,,2.0,3.0,2.0,1.0,0.0347,2.0,1.0,guiarana,,,,,,,,
12357241,home,Atlético Mineiro,Alisson Santana,alisson,Alisson,M,45,183,2043,M,1471221,EUR,1127260800,M,45,45,False,37.0,29.0,7.0,3.0,0.0,9.0,10.0,30.0,,3.0,4.0,,,,74.0,51.0,6.9,15.0,0.033107,2,,,,20.0,3.0,,1.0,4.0,1.0,,4.0,3.0,2.0,,1.0,,,,,1.0,0.033,,3.0,,,,,,,,,
12357241,home,Atlético Mineiro,Alan Franco,alan-franco,A. Franco,M,21,174,3281,M,822729,EUR,903657600,M,23,23,False,61.0,56.0,3.0,2.0,0.0,28.0,28.0,34.0,4.0,7.0,5.0,1.0,,,90.0,72.0,7.2,8.0,0.0189382,0,,,,28.0,1.0,,1.0,3.0,,,,,,,,,3.0,2.0,2.0,2.0,,,,,,,,,,,,
12357241,home,Atlético Mineiro,Rodrigo Battaglia,rodrigo-battaglia,R. Battaglia,D,5,187,1317,M,158257,EUR,679276800,M,21,21,False,60.0,55.0,2.0,1.0,0.0,30.0,32.0,28.0,,5.0,7.0,,,,90.0,73.0,7.2,9.0,0.0213873,2,,,,25.0,,,1.0,5.0,1.0,,1.0,1.0,1.0,,,,1.0,4.0,2.0,3.0,0.0397,2.0,2.0,,1.0,,,,,,,
12357241,home,Atlético Mineiro,Matías Zaracho,matias-zaracho,M. Zaracho,M,11,171,1332,M,859970,EUR,889488000,M,15,15,False,25.0,23.0,,,0.0,7.0,8.0,17.0,,4.0,4.0,1.0,,,74.0,37.0,6.6,8.0,0.0530479,0,,,,16.0,,,,7.0,3.0,,4.0,,,,,,1.0,3.0,2.0,,,2.0,2.0,,,,,,,,,
12357241,home,Atlético Mineiro,Gustavo Scarpa,gustavo-scarpa,G. Scarpa,M,10,177,5525,M,559036,EUR,757728000,M,6,6,False,44.0,35.0,5.0,3.0,0.0,18.0,20.0,38.0,2.0,5.0,5.0,1.0,,,90.0,75.0,7.3,25.0,0.0817979,2,,,,18.0,14.0,1.0,2.0,4.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,2.0,0.1045,4.0,3.0,gustavoscarpa10,,1.0,,,,,,
12357241,home,Atlético Mineiro,Paulinho,paulinho,Paulinho,F,10,175,11050,M,885179,EUR,963619200,F,10,10,False,37.0,35.0,,,0.0,13.0,13.0,25.0,,1.0,5.0,,,,89.0,47.0,7.2,6.0,0.0354057,2,,,,22.0,1.0,,1.0,2.0,,1.0,1.0,1.0,,,,1.0,,,,,0.1183,1.0,1.0,paulinho10,2.0,2.0,,,,,,
