match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalCross,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_penaltyConceded,stat_expectedGoals,stat_accurateCross,stat_aerialWon,stat_totalContest,stat_wonContest,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_errorLeadToAShot,stat_bigChanceMissed,stat_dispossessed,stat_goals,stat_errorLeadToAGoal,stat_goodHighClaim,stat_punches,stat_penaltyWon,player_sofascoreId
12514195,home,Boavista,César Dutra,,,cesar-dutra,C. Dutra,G,1,194,270,M,158269,EUR,696470400,G,1,1,False,22.0,7.0,20.0,5.0,0.0,2.0,2.0,5.0,20.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,1.0,90.0,30.0,6.5,17.0,0.00139957,0,-0.1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514195,home,Boavista,Pedro Gomes,Pedro Gomes,,pedro-gomes,P. Gomes,D,,185,91,M,1393993,EUR,1054684800,D,15,15,False,18.0,13.0,2.0,1.0,0.0,5.0,5.0,8.0,13.0,2.0,,3.0,,,,,,76.0,38.0,7.1,6.0,0.107184,0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12514195,home,Boavista,Filipe Ferreira,Filipe,Ferreira,filipe-ferreira,F. Ferreira,D,20,178,34,M,143584,EUR,654393600,D,20,20,False,31.0,21.0,7.0,2.0,0.0,10.0,13.0,11.0,19.0,3.0,,4.0,,,,,,90.0,42.0,6.5,11.0,0.0445432,0,,2.0,,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12514195,home,Boavista,Bruno Onyemaechi,,,bruno-onyemaechi,B. Onyemaechi,D,70,182,5807,M,1134441,EUR,923097600,D,70,70,False,27.0,13.0,15.0,5.0,0.0,5.0,8.0,8.0,19.0,4.0,,6.0,,,,,,90.0,40.0,6.1,14.0,0.00948486,3,,2.0,,7.0,2.0,2.0,,,1.0,,,3.0,,1.0,2.0,1.0,1.0,0.2988,,,,,,,,,,,,,,,,,
12514195,home,Boavista,Augusto Dabo,,,dabo-augusto,A. Dabo,D,27,186,77,M,1394721,EUR,1079136000,D,25,25,False,15.0,3.0,3.0,,0.0,1.0,4.0,3.0,16.0,2.0,,2.0,,,,,,90.0,48.0,6.3,26.0,0.00976725,0,,5.0,,1.0,2.0,2.0,1.0,,,,5.0,2.0,,1.0,,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,
12514195,home,Boavista,Miguel Reisinho,,,miguel-reisinho,M. Reisinho,M,7,184,1041,M,892309,EUR,923616000,M,10,10,False,30.0,20.0,1.0,,0.0,11.0,12.0,10.0,19.0,3.0,,8.0,,,,,,90.0,45.0,7.0,12.0,0.0313255,2,,6.0,,1.0,1.0,,1.0,4.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,0.0638,1.0,1.0,1.0,,,1.0,0.0215,,,,,,,,,,
12514195,home,Boavista,Sebastián Pérez,,,sebastian-perez,S. Pérez,M,42,176,396,M,158597,EUR,733363200,M,24,24,False,13.0,9.0,1.0,,0.0,5.0,5.0,4.0,8.0,3.0,1.0,3.0,,,,,,49.0,22.0,5.1,6.0,0.0088264,0,,3.0,,2.0,1.0,,2.0,1.0,2.0,,,,,1.0,,,1.0,,,1.0,,,,,,True,1.0,,,,,,,,
12514195,home,Boavista,Ilija Vukotić,Ilija,Vukotić,ilija-vukotic,I. Vukotić,M,8,191,158,M,891881,EUR,915667200,M,18,18,False,26.0,13.0,2.0,,0.0,6.0,8.0,7.0,18.0,2.0,,6.0,,,,,,89.0,38.0,7.0,14.0,0.00926831,2,,6.0,,2.0,2.0,2.0,1.0,2.0,1.0,,,1.0,,2.0,,2.0,,0.0717,,2.0,,,,,,,,,,,,,,,
12514195,home,Boavista,Marco Ribeiro,Marco Ribeiro,,marco-ribeiro,M. Ribeiro,M,88,188,22,M,1517734,EUR,1118707200,F,88,88,False,26.0,17.0,2.0,,0.0,3.0,4.0,15.0,30.0,3.0,1.0,4.0,,,,,,90.0,50.0,7.0,19.0,0.118813,1,,4.0,,1.0,2.0,1.0,2.0,2.0,,2.0,8.0,1.0,,1.0,,1.0,,0.0104,1.0,,1.0,,1.0,,,,,,,,,,,,
12514195,home,Boavista,Róbert Boženík,,,robert-bozenik,R. Boženík,F,11,188,1028,M,912033,EUR,942883200,F,9,9,False,16.0,11.0,2.0,2.0,0.0,2.0,4.0,9.0,13.0,3.0,,1.0,,,,,,89.0,30.0,6.6,9.0,0.014517,4,,5.0,,1.0,,,3.0,3.0,1.0,,1.0,2.0,,,2.0,2.0,,0.1338,,2.0,,,1.0,,,,,1.0,,,,,,,
