match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_sofascoreId,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,stat_clearanceOffLine,stat_lastManTackle,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_wasFouled,stat_wonContest,stat_accurateCross,stat_keyPass,stat_totalOffside,captain,stat_bigChanceMissed,stat_bigChanceCreated,stat_goodHighClaim,stat_errorLeadToAShot,stat_goals
14025111,home,Nottingham Forest,Arnaud Kalimuendo,arnaud-kalimuendo,A. Kalimuendo,F,25,175,3552,M,954061,EUR,1011484800,F,15,15,True,1.0,1.0,,,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,15.0,4.0,6.4,2.0,0.00026026,52.603569701647,2.0,17.955,22.68,,0,,-0.01,-0.04,0.0,,,,,1.0,3.0,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
14025111,home,Nottingham Forest,James McAtee,james-mcatee,J. McAtee,M,24,180,10550,M,1003334,EUR,1034899200,M,24,24,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,,,,,,,,13.0,6.0,6.4,1.0,0.00209543,31.404190689131,5.0,14.595,10.185,,0,,-0.07,0.06,-0.06,,,,1.0,1.0,1.0,,,,,,,,jamesmcatee_,,,,,,,,,,,,,,,,,,,,,,
14025111,home,Nottingham Forest,John Victor,john-victor,John,G,12,197,3305,M,840103,EUR,824169600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025111,home,Nottingham Forest,Jair,jair-paula,Jair,D,23,198,2956,M,1170722,EUR,1110153600,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025111,home,Nottingham Forest,Willy Boly,willy-boly,W. Boly,D,30,195,1884,M,139310,EUR,665539200,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025111,home,Nottingham Forest,Zach Abbott,abbott-zach,Z. Abbott,D,44,180,489,M,1390490,EUR,1147478400,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025111,away,Brighton & Hove Albion,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193,4212,M,994363,EUR,1029628800,G,1,1,False,45.0,33.0,14.0,2.0,0.0,32.0,34.0,1.0,11.0,,12.0,,,3.0,3.0,,,90.0,58.0,7.7,13.0,0.0027325,79.977597525721,12.0,-43.995,4.935,0.1094,0,0.4003,0.11,0.01,0.27,0.13,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
14025111,away,Brighton & Hove Albion,Mats Wieffer,mats-wieffer,M. Wieffer,M,27,188,2191,M,959628,EUR,942710400,D,27,27,False,51.0,48.0,5.0,3.0,0.0,22.0,24.0,26.0,27.0,8.0,4.0,4.0,2.0,,,,,90.0,90.0,7.2,7.0,0.0348252,73.053353381718,14.0,-25.725,4.2,,2,,0.22,-0.53,0.48,,,,,4.0,9.0,,1.0,11.0,3.0,0.169,,-0.56,,2.0,1.0,2.0,4.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,3.0,,,,,,1.0,
14025111,away,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189,3186,M,962012,EUR,960422400,D,6,6,False,87.0,76.0,14.0,6.0,0.0,52.0,52.0,24.0,35.0,2.0,2.0,,,,,,,90.0,95.0,7.4,11.0,0.0133282,345.61830465574,36.0,-250.11,1.365,,0,,0.33,0.16,0.27,,,,,1.0,2.0,,,3.0,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
14025111,away,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,115365,EUR,690681600,D,5,5,False,79.0,73.0,8.0,4.0,0.0,63.0,64.0,10.0,15.0,6.0,6.0,,,,,,,90.0,90.0,7.7,6.0,0.00668844,113.87662380824,18.0,-58.8,8.085,,0,,0.11,0.09,0.62,,,,,2.0,2.0,,,6.0,,,,,,6.0,,2.0,1.0,,,,,,,,,,,,,True,,,,,
14025111,away,Brighton & Hove Albion,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174,21035,M,825844,EUR,939254400,D,24,24,False,33.0,28.0,7.0,4.0,0.0,17.0,18.0,11.0,15.0,5.0,7.0,3.0,2.0,,,,,90.0,48.0,7.2,8.0,0.0109198,108.98896824935,12.0,-66.255,3.675,,2,,0.03,0.1,0.15,,,,,,4.0,1.0,1.0,3.0,,0.1723,0.2398,-0.01,ferdikadioglu,1.0,,,1.0,4.0,,,,1.0,,,2.0,,,,,,,,,,
14025111,away,Brighton & Hove Albion,Yasin Ayari,yasin-ayari,Y. Ayari,M,26,172,2693,M,1036269,EUR,1065398400,M,26,26,False,37.0,33.0,3.0,2.0,0.0,22.0,22.0,11.0,15.0,4.0,7.0,3.0,2.0,,,,,90.0,48.0,6.7,7.0,0.0111481,50.137734987771,9.0,-8.19,3.675,,2,,-0.09,0.09,-0.03,,,,,1.0,7.0,,,,,0.0916,,-0.22,,,2.0,,1.0,4.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,
14025111,away,Brighton & Hove Albion,Diego Gómez,diego-gomez,D. Gómez,M,25,185,11180,M,1065588,EUR,1048723200,M,25,25,False,41.0,29.0,5.0,3.0,0.0,17.0,21.0,12.0,20.0,3.0,4.0,2.0,2.0,,,,,84.0,53.0,6.6,14.0,0.260484,65.758745163038,7.0,-47.565,2.415,,2,,0.11,0.07,0.23,,Diego Gomez,,,1.0,6.0,2.0,,3.0,2.0,0.1923,0.0842,-0.54,,1.0,,1.0,1.0,2.0,,,,1.0,,1.0,,,,1.0,,,1.0,,,,
14025111,away,Brighton & Hove Albion,Yankuba Minteh,minteh-yankuba,Y. Minteh,M,11,180,7051,M,1400106,EUR,1090454400,M,11,11,False,26.0,16.0,,,0.0,3.0,5.0,13.0,21.0,3.0,5.0,1.0,1.0,,,,,84.0,49.0,6.3,23.0,0.214771,188.62546671768,21.0,-99.33,6.195,,1,,-0.03,0.43,0.13,,,,1.0,2.0,12.0,1.0,,1.0,1.0,0.0215,0.038,-0.04,minteh01,,,,,1.0,,,,3.0,3.0,6.0,1.0,1.0,,3.0,,,,,,,
14025111,away,Brighton & Hove Albion,Georginio Rutter,rutter-georginio,G. Rutter,M,10,182,3505,M,946695,EUR,1019260800,M,10,10,False,23.0,15.0,3.0,1.0,0.0,3.0,6.0,12.0,17.0,7.0,2.0,1.0,1.0,,,,,56.0,39.0,7.0,11.0,0.0709887,84.462698216607,9.0,-54.915,4.2,,4,,0.25,0.24,-0.02,,,,,,4.0,,2.0,2.0,1.0,0.563,,-0.54,,1.0,2.0,,,1.0,,,,1.0,2.0,3.0,2.0,3.0,,,,,1.0,,,,
14025111,away,Brighton & Hove Albion,Maxim De Cuyper,maxim-de-cuyper,M. De Cuyper,D,29,183,4482,M,997152,EUR,977443200,M,29,29,False,25.0,18.0,3.0,1.0,0.0,8.0,13.0,10.0,12.0,3.0,2.0,1.0,1.0,,,,,84.0,40.0,8.2,10.0,0.30297,95.661372545916,11.0,-75.705,2.52,,1,,0.33,0.01,0.18,,,,4.0,1.0,1.0,1.0,,,,0.5589,0.7276,0.56,,,,1.0,2.0,,,,,1.0,,,2.0,,3.0,4.0,,,,2.0,,,1.0
14025111,away,Brighton & Hove Albion,Danny Welbeck,danny-welbeck,D. Welbeck,F,18,185,4510,M,33902,EUR,659577600,F,18,18,False,16.0,13.0,,,0.0,6.0,6.0,7.0,10.0,5.0,3.0,2.0,1.0,,,,,65.0,28.0,6.7,6.0,0.0136226,84.942618546978,5.0,-18.9,8.61,,2,,-0.16,0.02,0.13,,,,,,2.0,,2.0,1.0,,0.1426,,0.0,,1.0,,,2.0,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,
14025111,away,Brighton & Hove Albion,Jack Hinshelwood,jack-hinshelwood,J. Hinshelwood,D,13,182,1561,M,1142315,EUR,1113177600,M,13,13,True,8.0,6.0,1.0,,0.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,,,,,34.0,13.0,6.6,4.0,0.00156299,29.154684064951,4.0,2.52,12.39,,0,,0.05,0.02,0.3,,Jack Hinshelwood,,,,3.0,,,1.0,2.0,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,
14025111,away,Brighton & Hove Albion,Stefanos Tzimas,tzimas-stefanos,S. Tzimas,F,9,184,4563,M,1155321,EUR,1136505600,F,9,9,True,1.0,1.0,,,0.0,1.0,1.0,,,,3.0,,,,,,,25.0,11.0,7.5,5.0,2.26e-06,35.166526093236,3.0,-26.88,-4.41,,1,,0.0,0.09,0.26,,,,,,4.0,1.0,,,,0.0878,0.6397,0.54,,,,1.0,,1.0,,,,2.0,3.0,,,,,,,,,,,,1.0
14025111,away,Brighton & Hove Albion,Joël Veltman,joel-veltman,J. Veltman,D,34,184,1147,M,219572,EUR,695433600,D,34,34,True,,,,,0.0,,,,,1.0,,1.0,,,,,,14.0,5.0,6.7,1.0,5.41e-06,,,,,,0,,,,0.13,,,,,1.0,2.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
14025111,away,Brighton & Hove Albion,Brajan Gruda,gruda-brajan,B. Gruda,M,10,178,2810,M,1198075,EUR,1085961600,M,8,8,True,2.0,1.0,1.0,,0.0,,1.0,1.0,1.0,,2.0,,,,,,,14.0,5.0,6.4,4.0,0.00021629,22.414529608705,3.0,-8.295,0.41999999999999,,0,,-0.02,0.05,0.15,,Brajan Gruda,,,,2.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,
14025111,away,Brighton & Hove Albion,Carlos Baleba,baleba-carlos,C. Baleba,M,17,179,25912,M,1199043,EUR,1073088000,M,17,17,True,2.0,2.0,,,0.0,2.0,2.0,,,,,,,,,,,14.0,5.0,6.5,,1.327e-05,,,,,,0,,-0.01,,0.0,,,,,,2.0,,,3.0,1.0,,,,carlos_baleba,,,,,1.0,,,,,,,,,,,,,,,,,
14025111,away,Brighton & Hove Albion,Jason Steele,jason-steele,J. Steele,G,23,188,538,M,31867,EUR,650937600,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025111,away,Brighton & Hove Albion,Olivier Boscagli,boscagli-olivier,O. Boscagli,D,21,181,1044,M,788784,EUR,879811200,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025111,away,Brighton & Hove Albion,Diego Coppola,diego-coppola,D. Coppola,D,42,192,1399,M,1050692,EUR,1072569600,D,42,42,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025111,away,Brighton & Hove Albion,Charalampos Kostoulas,kostoulas-charalampos,C. Kostoulas,M,19,185,6032,M,1416535,EUR,1180483200,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Charalampos Kostoulas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
