match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_aerialLost,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wonTackle,stat_hitWoodwork,stat_goalAssist,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,captain,stat_totalOffside,stat_errorLeadToAGoal
11407366,home,Fiorentina,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1591,M,136856,EUR,636854400,G,1,1,False,36.0,30.0,16.0,10.0,22.0,23.0,8.0,13.0,11.0,1.0,2.0,2.0,1.0,1.0,90.0,46.0,6.8,6.0,0.0,0.0,0.0165717,1.0,0,-1.2283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407366,home,Fiorentina,Dodô,dodo,Dodô,D,2,166,3348,M,822518,EUR,911260800,D,2,2,False,35.0,29.0,4.0,2.0,5.0,6.0,25.0,32.0,2.0,,,,,,74.0,54.0,7.0,13.0,0.0,0.0,0.180188,3.0,0,,,,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
11407366,home,Fiorentina,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,4,4,False,38.0,34.0,6.0,5.0,23.0,25.0,11.0,13.0,4.0,,,,,,90.0,47.0,6.7,4.0,0.0,0.0,0.00518373,,0,,,,,,4.0,3.0,8.0,,,2.0,,,,milenkovicn_4,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,
11407366,home,Fiorentina,Lucas Martínez Quarta,lucas-martinez-quarta,L. M. Quarta,D,28,183,3115,M,795297,EUR,831686400,D,28,28,False,49.0,40.0,9.0,4.0,25.0,27.0,15.0,22.0,6.0,,,,,,90.0,69.0,7.8,11.0,0.2649,0.3748,0.200744,1.0,3,,,,,,4.0,11.0,12.0,4.0,,3.0,,,2.0,chinomartinezquarta96,3.0,,6.0,,4.0,2.0,2.0,1.0,1.0,6.0,,,,,,,,
11407366,home,Fiorentina,Fabiano Parisi,fabiano-parisi,F. Parisi,D,65,178,788,M,972886,EUR,973728000,D,65,65,False,91.0,75.0,12.0,8.0,40.0,44.0,35.0,50.0,13.0,,,,,,90.0,130.0,7.2,29.0,0.0,0.0,0.0312492,1.0,0,,,,3.0,,1.0,6.0,7.0,3.0,,1.0,2.0,3.0,1.0,,1.0,1.0,,6.0,2.0,1.0,,,,,1.0,,,,,,,
11407366,home,Fiorentina,Alfred Duncan,alfred-duncan,A. Duncan,M,32,178,572,M,232224,EUR,731721600,M,32,32,False,28.0,27.0,2.0,2.0,7.0,8.0,21.0,22.0,4.0,,,,,,88.0,36.0,7.7,2.0,0.0,0.0,0.136496,4.0,0,,,,2.0,1.0,1.0,4.0,5.0,,,,,,,,1.0,1.0,4.0,,3.0,,,,,4.0,,1.0,,,,,,
11407366,home,Fiorentina,Rolando Mandragora,rolando-mandragora,R. Mandragora,M,8,183,2103,M,548178,EUR,867542400,M,38,38,False,36.0,28.0,5.0,3.0,9.0,10.0,19.0,26.0,5.0,,,,,,64.0,47.0,6.7,12.0,0.0642,0.2638,0.0315244,1.0,2,,,,,,1.0,4.0,1.0,,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,,,,3.0,,,,,
11407366,home,Fiorentina,Nicolás González,nicolas-gonzalez,N. González,M,23,180,17229,M,901325,EUR,891820800,M,10,10,False,27.0,18.0,3.0,3.0,5.0,7.0,13.0,20.0,4.0,,,,,,63.0,49.0,6.7,16.0,0.2965,0.0,0.123912,1.0,2,,,,,,2.0,5.0,7.0,4.0,,,1.0,4.0,,nicoigonzalez,1.0,,2.0,2.0,1.0,1.0,,,,1.0,,1.0,,1.0,2.0,,,
11407366,home,Fiorentina,Giacomo Bonaventura,giacomo-bonaventura,G. Bonaventura,M,,180,1099,M,36784,EUR,619747200,M,5,5,False,35.0,31.0,,,7.0,7.0,24.0,29.0,2.0,,,,,,90.0,46.0,7.3,9.0,0.0926,0.4459,0.0354913,1.0,2,,,,1.0,,,4.0,1.0,1.0,,,1.0,3.0,1.0,,1.0,,,,2.0,1.0,1.0,,1.0,,,,1.0,,1.0,True,,
11407366,home,Fiorentina,Josip Brekalo,josip-brekalo,J. Brekalo,M,7,175,2234,M,357598,EUR,898560000,M,77,77,False,41.0,33.0,3.0,3.0,10.0,10.0,23.0,37.0,3.0,,,,,,90.0,57.0,7.2,15.0,0.076,0.1979,0.138856,1.0,2,,,,6.0,,,2.0,3.0,2.0,,,,,,,1.0,,,2.0,,1.0,2.0,,,,,,,,,,,
