match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_challengeLost,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_dispossessed,stat_errorLeadToAGoal,stat_totalOffside,captain,stat_hitWoodwork,player_sofascoreId,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_penaltyConceded
14573083,home,AEK Athens,Thomas Strakosha,,,thomas-strakosha,T. Strakosha,G,1,191.0,1722,M,227212,EUR,795571200,G,1,1,False,28.0,19.0,13.0,4.0,0.0,17.0,19.0,2.0,9.0,1.0,6.0,1.0,3.0,3.0,1.0,90.0,35.0,6.8,9.0,0.00082556,45.39960400033,8.0,24.57,7.98,0.5499,0,-0.6339,0.02,0.02,-0.24,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573083,home,AEK Athens,Lazaros Rota,,,lazaros-rota,L. Rota,D,12,180.0,866,M,941338,EUR,872294400,D,12,12,False,49.0,40.0,6.0,2.0,0.0,18.0,23.0,22.0,26.0,1.0,5.0,,,,,90.0,76.0,6.8,13.0,0.0260469,175.42913957848,20.0,-49.98,11.025,,1,,-0.12,0.15,0.38,,1.0,2.0,2.0,5.0,7.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,0.0306,36.607792156995,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
14573083,home,AEK Athens,Domagoj Vida,,,domagoj-vida,D. Vida,D,21,184.0,1939,M,51225,EUR,609811200,D,21,21,False,60.0,56.0,5.0,3.0,0.0,37.0,39.0,19.0,21.0,3.0,2.0,,,,,90.0,74.0,8.4,6.0,0.00915984,125.13074794927,17.0,47.25,12.81,,4,,0.14,0.02,-0.03,,,1.0,6.0,1.0,7.0,,,,,,,2.0,1.0,,0.7936,,,0.42,1.0,2.0,2.0,1.0,2.0,1.0,1.1105,,,,,,,,,,,,,,,,
14573083,home,AEK Athens,Filipe Relvas,,,filipe-relvas,F. Relvas,D,44,192.0,535,M,1131931,EUR,937785600,D,44,44,False,71.0,65.0,7.0,5.0,0.0,30.0,31.0,35.0,40.0,3.0,7.0,,,,,90.0,82.0,7.2,8.0,0.0320295,270.29863261951,34.0,168.42,26.775,,0,,0.3,0.24,-0.1,,,1.0,3.0,2.0,4.0,,,,,1.0,,2.0,,,,43.723022044688,2.0,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,
14573083,home,AEK Athens,Stavros Pilios,,,stavros-pilios,S. Pilios,D,3,175.0,431,M,974076,EUR,976406400,D,3,3,False,26.0,18.0,6.0,2.0,0.0,6.0,6.0,12.0,20.0,3.0,2.0,,,,,77.0,48.0,7.0,11.0,0.228119,98.825109976559,13.0,85.47,12.075,,0,,0.48,0.13,-0.25,,3.0,1.0,1.0,4.0,5.0,1.0,,,,,,,4.0,1.0,,,,,,,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,
14573083,home,AEK Athens,Orbelín Pineda,,,orbelin-pineda,O. Pineda,M,13,169.0,2463,M,850404,EUR,827625600,M,13,13,False,48.0,38.0,5.0,3.0,0.0,10.0,11.0,28.0,37.0,,5.0,,,,,90.0,66.0,6.5,16.0,0.0403397,256.05519154561,31.0,108.255,22.26,,2,,0.21,0.3,-0.48,,1.0,1.0,1.0,5.0,7.0,1.0,1.0,1.0,,1.0,1.0,3.0,4.0,1.0,0.1697,34.733854585271,2.0,-0.32,,1.0,,,,,,1.0,,,,,2.0,1.0,2.0,,,,,,,,
14573083,home,AEK Athens,Răzvan Marin,,,razvan-marin,R. Marin,M,18,178.0,3926,M,279563,EUR,832809600,M,18,18,False,48.0,37.0,6.0,2.0,1.0,18.0,20.0,19.0,28.0,,5.0,,,,,89.0,62.0,7.1,19.0,0.443185,221.13782955503,24.0,97.335,13.755,,1,,0.58,0.18,-0.18,,8.0,,1.0,3.0,1.0,2.0,,1.0,,,,,,,0.0624,13.639468061475,1.0,-0.16,,,,,,,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,
14573083,home,AEK Athens,Petros Mantalos,,,petros-mantalos,P. Mantalos,M,20,176.0,1262,M,80465,EUR,683596800,M,20,20,False,24.0,20.0,5.0,4.0,0.0,7.0,7.0,13.0,17.0,,3.0,,,,,64.0,42.0,7.1,10.0,0.459243,70.543646052499,11.0,14.91,8.505,,1,,0.65,0.02,-0.05,,4.0,1.0,,4.0,2.0,2.0,,,,1.0,,,1.0,,0.0254,,,-0.08,,1.0,,,1.0,,,,,3.0,2.0,2.0,1.0,,,True,,,,,,,
14573083,home,AEK Athens,Roberto Pereyra,,,roberto-pereyra,R. Pereyra,M,37,184.0,1199,M,122701,EUR,663206400,M,37,37,False,11.0,9.0,,,0.0,5.0,5.0,4.0,6.0,,3.0,,,,,64.0,24.0,6.9,5.0,0.147721,91.730703748919,10.0,56.805,20.265,,0,,0.18,0.2,-0.13,,1.0,,,4.0,5.0,1.0,1.0,,,1.0,1.0,,3.0,1.0,,50.13783465177,3.0,,,,,,,,,,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,
14573083,home,AEK Athens,Aboubakary Koita,,,aboubakary-koita,A. Koita,M,11,175.0,1932,M,890110,EUR,906249600,F,11,11,False,16.0,11.0,1.0,1.0,0.0,,2.0,11.0,14.0,1.0,2.0,,,,,90.0,32.0,6.5,13.0,0.0368624,87.948099601118,11.0,32.59,24.465,,2,,-0.08,0.06,0.0,,1.0,,1.0,4.0,2.0,2.0,,1.0,,1.0,1.0,3.0,,1.0,0.1725,40.520996990308,2.0,0.01,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,
