match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_wasFouled,stat_accurateCross,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_totalOffside
10438060,home,Marítimo,Marcelo Carné,,,marcelo-carne,M. Carné,G,1,188,61,M,243463,EUR,634262400,G,31,31,False,22.0,17.0,6.0,1.0,17.0,20.0,2.0,1.0,11.0,2.0,3.0,2.0,2.0,90.0,34.0,7.8,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438060,home,Marítimo,Paulinho Mota,,,paulinho-mota,P. Mota,D,77,176,48,M,128326,EUR,679363200,D,27,27,False,38.0,28.0,4.0,2.0,3.0,5.0,40.0,,8.0,,,,,90.0,66.0,6.9,20.0,2,25.0,7.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
10438060,home,Marítimo,Moises Mosquera,Moises Castillo Mosquera,,moises-mosquera,M. Mosquera,D,3,188,201,M,1066212,EUR,990662400,D,3,3,False,63.0,56.0,10.0,5.0,40.0,42.0,21.0,5.0,6.0,,,,,90.0,82.0,7.1,10.0,0,16.0,,2.0,2.0,6.0,4.0,2.0,1.0,,,2.0,1.0,1.0,4.0,2.0,2.0,,,,,,,,,,,,,
10438060,home,Marítimo,Zainadine Júnior,,,zainadine-junior,Z. Júnior,D,,178,102,M,105457,EUR,583113600,D,5,5,False,75.0,68.0,8.0,5.0,43.0,49.0,26.0,3.0,8.0,,,,,90.0,80.0,7.2,7.0,0,25.0,,,2.0,1.0,3.0,,,,,,1.0,1.0,,,,True,1.0,,,,,,,,,,,
10438060,home,Marítimo,Vitor Costa,,,vitor-costa,V. Costa,M,94,182,61,M,842345,EUR,773020800,D,94,94,False,50.0,43.0,5.0,2.0,14.0,17.0,42.0,1.0,4.0,,,,,90.0,79.0,7.1,18.0,1,30.0,9.0,,,4.0,3.0,1.0,2.0,2.0,,2.0,3.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,
10438060,home,Marítimo,João Afonso,,,joao-afonso,J. Afonso,M,6,181,26,M,358496,EUR,792288000,M,21,21,False,35.0,31.0,5.0,4.0,10.0,12.0,23.0,,3.0,,,,,80.0,43.0,6.8,5.0,0,21.0,,1.0,1.0,5.0,3.0,1.0,,,,1.0,3.0,,3.0,2.0,2.0,,,,,,,,,,,,,
10438060,home,Marítimo,Diogo Mendes,,,mendes-diogo,D. Mendes,M,66,176,79,M,871046,EUR,885600000,M,16,16,False,57.0,52.0,5.0,5.0,19.0,22.0,36.0,,2.0,,,,,90.0,65.0,6.5,9.0,0,34.0,1.0,1.0,1.0,8.0,3.0,1.0,1.0,,,,3.0,1.0,,1.0,,,1.0,1.0,,,2.0,,,,,,,
10438060,home,Marítimo,Bruno Xadas,,,bruno-xadas,B. Xadas,M,8,179,249,M,837410,EUR,881020800,M,23,23,False,30.0,23.0,4.0,2.0,3.0,4.0,28.0,1.0,1.0,,,,,69.0,45.0,7.1,12.0,3,20.0,2.0,1.0,1.0,4.0,4.0,,1.0,1.0,,2.0,2.0,1.0,,2.0,2.0,,,,,,1.0,3.0,1.0,,,,,
10438060,home,Marítimo,Geny Catamo,,,geny-catamo,G. Catamo,M,10,172,10919,M,1001140,EUR,980467200,M,57,57,False,23.0,19.0,,,3.0,4.0,19.0,1.0,1.0,,,,,89.0,46.0,6.7,13.0,2,16.0,,2.0,,9.0,6.0,1.0,7.0,2.0,,4.0,1.0,2.0,,2.0,1.0,,2.0,,1.0,,,1.0,,,,,,
10438060,home,Marítimo,Félix Correia,,,felix-correia,F. Correia,M,27,178,1349,M,934498,EUR,980121600,M,17,17,False,49.0,40.0,9.0,9.0,9.0,9.0,40.0,,4.0,,,,,89.0,71.0,6.9,19.0,3,31.0,,,,7.0,4.0,1.0,6.0,2.0,,4.0,,3.0,,1.0,1.0,,1.0,,,1.0,2.0,3.0,,1.0,1.0,,,
