match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_interceptionWon,stat_penaltyConceded,stat_wasFouled,stat_shotOffTarget,stat_outfielderBlock,captain,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_wonContest,stat_totalOffside,stat_bigChanceMissed,stat_penaltyWon,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_hitWoodwork
12530772,home,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191,137,M,105974,EUR,626227200,G,1,1,False,30.0,19.0,19.0,8.0,0.0,13.0,15.0,6.0,15.0,6.0,1.0,2.0,1.0,2.0,90.0,36.0,6.2,11.0,0.00107268,0,-1.4582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530772,home,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183,410,M,354860,EUR,775612800,D,94,94,False,42.0,31.0,13.0,8.0,0.0,15.0,21.0,17.0,23.0,5.0,,,,,90.0,72.0,7.0,17.0,0.0400035,1,,2.0,1.0,2.0,1.0,3.0,7.0,1.0,1.0,1.0,5.0,6.0,2.0,1.0,1.0,0.7884,0.815,1.0,,,,,,,,,,,,,,,,,,,
12530772,home,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184,123,M,1133301,EUR,984700800,D,3,3,False,38.0,31.0,8.0,6.0,0.0,27.0,30.0,4.0,8.0,,,,,,90.0,55.0,6.4,7.0,0.00208039,0,,,,4.0,5.0,6.0,7.0,,,,8.0,2.0,2.0,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12530772,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182,320,M,385296,EUR,749606400,D,5,5,False,30.0,22.0,3.0,1.0,0.0,19.0,24.0,3.0,6.0,1.0,,,,,90.0,54.0,6.7,8.0,0.00309784,1,,,,4.0,4.0,6.0,8.0,,,,12.0,3.0,1.0,,2.0,0.0378,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,
12530772,home,Alanyaspor,Jure Balkovec,,,jure-balkovec,J. Balkovec,D,29,185,292,M,171625,EUR,779068800,D,29,29,False,21.0,14.0,5.0,2.0,0.0,12.0,14.0,3.0,10.0,5.0,,,,,62.0,32.0,6.1,13.0,0.017333,0,,3.0,1.0,1.0,,2.0,2.0,,,,,1.0,1.0,,,,,1.0,,,1.0,,,True,1.0,,,,,,,,,,,,
12530772,home,Alanyaspor,Richard,,,richard-candido,Richard,M,36,191,349,M,897617,EUR,761529600,M,25,25,False,30.0,25.0,1.0,,1.0,16.0,18.0,10.0,13.0,5.0,,,,,90.0,52.0,7.8,7.0,0.03387,1,,1.0,1.0,1.0,2.0,4.0,7.0,,1.0,1.0,7.0,3.0,2.0,1.0,1.0,0.2933,0.4358,1.0,,,2.0,,,,2.0,1.0,,,,,,,,,,,
12530772,home,Alanyaspor,Fatih Aksoy,,,fatih-aksoy,F. Aksoy,D,20,189,69,M,827922,EUR,878774400,M,20,20,False,16.0,11.0,5.0,5.0,0.0,3.0,6.0,8.0,10.0,2.0,,,,,62.0,25.0,6.8,6.0,0.12215,1,,,,1.0,4.0,5.0,6.0,,,,2.0,,,,1.0,0.0161,,1.0,,,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,
12530772,home,Alanyaspor,Gaius Makouta,,,makouta-gaius,G. Makouta,M,42,180,298,M,847013,EUR,869788800,M,42,42,False,35.0,22.0,1.0,,0.0,11.0,13.0,11.0,25.0,5.0,,,,,90.0,49.0,6.3,20.0,0.00832044,2,,3.0,,1.0,2.0,8.0,3.0,,1.0,,1.0,,,1.0,4.0,0.229,0.563,,2.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,
12530772,home,Alanyaspor,Sergio Córdova,,,sergio-cordova,S. Córdova,F,9,188,672,M,881222,EUR,871084800,F,9,9,False,10.0,6.0,,,1.0,4.0,6.0,3.0,7.0,2.0,,,,,45.0,20.0,7.9,9.0,0.33612,1,,3.0,1.0,,,2.0,2.0,3.0,1.0,1.0,,1.0,1.0,1.0,,0.0545,0.3687,1.0,,,,,,,,,1.0,1.0,,,,,,,,,
12530772,home,Alanyaspor,Ui-Jo Hwang,,,ui-jo-hwang,U. Hwang,F,16,186,1040,M,791314,EUR,714960000,F,16,16,False,14.0,11.0,,,0.0,5.0,6.0,6.0,9.0,1.0,,,,,90.0,24.0,6.7,9.0,0.0133679,0,,1.0,,6.0,,9.0,1.0,1.0,,,2.0,,,3.0,1.0,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,
12530772,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181,157,M,1084884,EUR,979084800,F,88,88,False,28.0,23.0,5.0,1.0,1.0,12.0,12.0,11.0,17.0,7.0,,,,,90.0,38.0,7.8,7.0,0.158087,2,,1.0,,2.0,,4.0,4.0,2.0,1.0,1.0,,1.0,1.0,,,0.6617,0.8638,2.0,1.0,,2.0,1.0,,,1.0,,,1.0,,1.0,,,,,,,
12530772,home,Alanyaspor,Efecan Karaca,,,efecan-karaca,E. Karaca,M,7,166,109,M,60510,EUR,627177600,M,7,7,True,12.0,8.0,,,0.0,3.0,3.0,5.0,10.0,4.0,,,,,45.0,23.0,6.8,8.0,0.00426225,0,,1.0,,1.0,1.0,4.0,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,
12530772,home,Alanyaspor,Loide Augusto,Loide Augusto,,loide-augusto,L. Augusto,M,50,183,1033,M,1110708,EUR,951523200,F,27,27,True,14.0,13.0,2.0,1.0,0.0,6.0,6.0,8.0,9.0,2.0,,,,,28.0,25.0,7.5,5.0,0.193603,3,,1.0,1.0,,,4.0,2.0,3.0,1.0,1.0,1.0,,,1.0,2.0,0.1936,0.4372,2.0,,,,,,,,1.0,,2.0,,,,2.0,,,,,
