match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalCross,stat_dispossessed,stat_keyPass,player_firstName,player_lastName,captain,stat_accurateCross,player_sofascoreId,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_bigChanceCreated
10388265,home,Hertha BSC,Oliver Christensen,oliver-christensen,O. Christensen,G,53,190,517,M,860306,EUR,922060800,G,1,1,False,31.0,16.0,24.0,9.0,12.0,14.0,4.0,17.0,1.0,1.0,1.0,8.0,1.0,4.0,5.0,90.0,39.0,7.3,15.0,0.0,0.0,0.00194291,0,1.115,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388265,home,Hertha BSC,Filip Uremović,filip-uremovic,F. Uremović,D,22,186,976,M,805712,EUR,855619200,D,5,5,False,18.0,14.0,4.0,1.0,10.0,11.0,4.0,7.0,,3.0,,4.0,,,,74.0,31.0,6.7,6.0,0.0228,0.0,0.00173855,1,,1.0,5.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
10388265,home,Hertha BSC,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,882,M,226974,EUR,791251200,D,20,20,False,34.0,23.0,5.0,2.0,18.0,23.0,5.0,11.0,2.0,2.0,5.0,14.0,,,,90.0,50.0,7.4,11.0,0.0265,0.0,0.010707,1,,3.0,8.0,,,2.0,1.0,1.0,,1.0,,3.0,3.0,1.0,2.0,,,,,,,,,,,,,
10388265,home,Hertha BSC,Márton Dárdai,marton-dardai,M. Dárdai,D,31,186,1095,M,980618,EUR,1013472000,D,31,31,False,25.0,12.0,10.0,1.0,10.0,13.0,2.0,12.0,2.0,5.0,1.0,4.0,,,,90.0,38.0,6.7,14.0,0.0,0.0,0.00092515,0,,,3.0,2.0,,,2.0,,1.0,1.0,1.0,,,,4.0,,,,,,,,,,,,,
10388265,home,Hertha BSC,Jonjoe Kenny,jonjoe-kenny,J. Kenny,D,3,176,414,M,361310,EUR,858384000,M,16,16,False,21.0,15.0,5.0,4.0,4.0,4.0,11.0,18.0,2.0,2.0,,2.0,,,,62.0,43.0,6.9,9.0,0.0,0.0,0.0134927,0,,,3.0,,,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,
10388265,home,Hertha BSC,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,M,29,29,False,29.0,14.0,1.0,,6.0,11.0,8.0,18.0,4.0,10.0,3.0,6.0,,,,90.0,57.0,6.7,22.0,0.0809,0.0,0.0538059,1,,5.0,9.0,1.0,1.0,2.0,3.0,1.0,2.0,,,3.0,1.0,,,,3.0,1.0,,,,,,,,,,
10388265,home,Hertha BSC,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,38,185,114,M,120298,EUR,701308800,M,6,6,False,31.0,18.0,4.0,,9.0,12.0,9.0,21.0,,2.0,,5.0,,,,62.0,45.0,6.6,16.0,0.0496,0.0,0.00822714,2,,2.0,5.0,,,1.0,3.0,3.0,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,
10388265,home,Hertha BSC,Kevin-Prince Boateng,kevin-prince-boateng,K. Boateng,M,,186,1651,,8713,EUR,541987200,M,27,27,False,14.0,8.0,1.0,1.0,1.0,4.0,7.0,11.0,2.0,6.0,,1.0,,,,62.0,23.0,6.2,8.0,0.1094,0.0,0.0185589,1,,2.0,3.0,1.0,,,,,,1.0,2.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,
10388265,home,Hertha BSC,Marvin Plattenhardt,marvin-plattenhardt,M. Plattenhardt,D,,181,84,,108584,EUR,696384000,M,21,21,False,17.0,10.0,3.0,2.0,5.0,10.0,9.0,17.0,,1.0,5.0,4.0,,,,90.0,50.0,7.2,19.0,0.0332,0.0,0.142817,1,,,2.0,1.0,1.0,,2.0,,1.0,,,,,,,10.0,,2.0,,,True,4.0,,,,,,
10388265,home,Hertha BSC,Dodi Lukebakio,dodi-lukebakio,D. Lukebakio,M,11,187,4899,M,823631,EUR,875059200,F,14,14,False,14.0,12.0,,,3.0,4.0,9.0,10.0,3.0,10.0,,5.0,,,,90.0,32.0,6.4,11.0,0.0,0.0,0.0605752,0,,,5.0,1.0,,,,,4.0,5.0,1.0,1.0,,,,,4.0,1.0,,,,,DLukebakio,,,,,
