match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_challengeLost,stat_keyPass,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_dispossessed,stat_onTargetScoringAttempt,stat_shotOffTarget,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,player_firstName,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_bigChanceMissed
10388243,home,SV Werder Bremen,Jiří Pavlenka,jiri-pavlenka,J. Pavlenka,G,1,196,521,M,154040,EUR,703209600,G,1,1,False,30.0,20.0,17.0,7.0,16.0,17.0,4.0,13.0,7.0,2.0,1.0,1.0,90.0,35.0,5.9,10.0,0.0,0.0,0.00135105,0,-1.5301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388243,home,SV Werder Bremen,Amos Pieper,amos-pieper,A. Pieper,D,5,191,299,M,851254,EUR,884995200,D,5,5,False,80.0,63.0,13.0,5.0,44.0,48.0,19.0,33.0,9.0,,,,90.0,99.0,7.3,20.0,0.0,0.0,0.15239,0,,1.0,1.0,8.0,2.0,14.0,5.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388243,home,SV Werder Bremen,Miloš Veljković,milos-veljkovic,M. Veljković,D,13,188,1253,M,227224,EUR,812073600,D,13,13,False,114.0,98.0,17.0,9.0,71.0,75.0,27.0,39.0,6.0,,,,90.0,122.0,6.8,18.0,0.0,0.0,0.218265,0,,,1.0,6.0,3.0,8.0,,,2.0,1.0,,1.0,1.0,1.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10388243,home,SV Werder Bremen,Niklas Stark,niklas-stark,N. Stark,D,4,190,247,M,229544,EUR,797817600,D,4,4,False,68.0,58.0,15.0,10.0,45.0,47.0,13.0,21.0,6.0,,,,90.0,78.0,6.5,11.0,0.0,0.0,0.00991791,0,,,2.0,,4.0,4.0,2.0,,,4.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
10388243,home,SV Werder Bremen,Ilia Gruev,ilia-gruev,I. Gruev,M,44,185,2652,M,911679,EUR,957571200,M,28,28,False,29.0,26.0,1.0,,11.0,12.0,15.0,17.0,4.0,,,,77.0,37.0,6.5,4.0,0.0,0.0,0.0128398,0,,,1.0,,2.0,1.0,1.0,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
10388243,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,33.0,19.0,4.0,,11.0,14.0,10.0,23.0,9.0,,,,90.0,66.0,6.6,20.0,0.0254,0.0,0.069664,1,,4.0,,1.0,5.0,8.0,,,,2.0,2.0,2.0,3.0,2.0,,2.0,1.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10388243,home,SV Werder Bremen,Niklas Schmidt,niklas-schmidt,N. Schmidt,M,31,183,151,M,795002,EUR,888710400,M,22,22,False,49.0,37.0,9.0,6.0,9.0,9.0,29.0,42.0,6.0,,,,90.0,63.0,7.1,17.0,0.0281,0.0433,0.170881,1,,2.0,1.0,1.0,5.0,4.0,,,1.0,2.0,1.0,2.0,,1.0,,1.0,4.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
10388243,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,30.0,22.0,,,8.0,9.0,14.0,21.0,7.0,,,,69.0,37.0,6.5,9.0,0.2019,0.0,0.290069,2,,,4.0,1.0,6.0,1.0,,,,,,1.0,,1.0,,1.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,
10388243,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,M,3,3,False,30.0,22.0,4.0,3.0,13.0,15.0,9.0,18.0,8.0,,,,84.0,46.0,6.5,13.0,0.0214,0.0176,0.042496,1,,3.0,1.0,1.0,5.0,3.0,1.0,,,2.0,2.0,1.0,,1.0,,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
10388243,home,SV Werder Bremen,Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,9,188,9884,M,132645,EUR,729216000,F,11,11,False,43.0,28.0,3.0,1.0,8.0,8.0,20.0,35.0,4.0,,,,90.0,59.0,8.4,18.0,0.8467,1.1826,0.414458,2,,,8.0,6.0,11.0,11.0,1.0,,1.0,1.0,,2.0,3.0,2.0,,2.0,1.0,,1.0,1.0,,2.0,,2.0,,niclas.fuellkrug24,1.0,1.0,1.0,1.0,,,,,,,
