match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoalsOnTarget,player_sofascoreId,stat_aerialLost,stat_outfielderBlock,player_firstName,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_hitWoodwork,captain,stat_interceptionWon,stat_totalOffside,player_lastName,stat_goodHighClaim,stat_punches,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_errorLeadToAShot
11391320,home,Olympique de Marseille,Pau López,pau-lopez,P. López,G,25,189,1242,M,548848,EUR,787276800,G,16,16,False,22.0,13.0,11.0,2.0,0.0,13.0,17.0,5.0,1.0,2.0,1.0,1.0,90.0,25.0,6.0,9.0,0.0178,0.00010557,0,-0.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391320,home,Olympique de Marseille,Ulisses Garcia,ulisses-garcia,U. Garcia,D,23,185,742,M,558320,EUR,821318400,D,6,6,False,37.0,31.0,2.0,1.0,0.0,14.0,14.0,31.0,1.0,3.0,,,90.0,65.0,7.1,16.0,0.1477,0.0749751,4,,17.0,8.0,2.0,6.0,8.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,0.134,,,,,,,,,,,,,,,,,,
11391320,home,Olympique de Marseille,Chancel Mbemba,chancel-mbemba,C. Mbemba,D,18,182,34725,M,238612,EUR,776304000,D,99,99,False,17.0,16.0,1.0,1.0,0.0,9.0,9.0,9.0,,3.0,,,51.0,22.0,6.7,4.0,,0.00191582,0,,7.0,1.0,,2.0,1.0,1.0,,,,,,1.0,1.0,2.0,,,,chancel22,1.0,,,,,,,,,,,,,,,,
11391320,home,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,928236,EUR,917308800,D,5,5,False,36.0,33.0,7.0,6.0,0.0,16.0,17.0,19.0,2.0,5.0,,,73.0,44.0,7.1,5.0,,0.011199,0,,17.0,,,,3.0,,,,,,,2.0,2.0,1.0,1.0,,,leobalerdi5,,1.0,,,,,,,,,,,,,,,
11391320,home,Olympique de Marseille,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173,1164,M,1102502,EUR,1021507200,D,3,3,False,54.0,47.0,6.0,4.0,0.0,25.0,28.0,31.0,,9.0,,,90.0,79.0,6.9,16.0,0.0244,0.0354612,1,,22.0,5.0,1.0,5.0,8.0,2.0,2.0,1.0,,,,4.0,4.0,,3.0,,,,,,Quentin Merlin,1.0,2.0,,,,,,,,,,,,
11391320,home,Olympique de Marseille,Jordan Veretout,jordan-veretout,J. Veretout,M,21,177,1268,M,151124,EUR,730944000,M,27,27,False,44.0,37.0,1.0,,0.0,13.0,14.0,38.0,,6.0,,,90.0,63.0,6.9,18.0,0.0219,0.0464079,1,,25.0,8.0,1.0,6.0,6.0,2.0,1.0,2.0,1.0,,,4.0,3.0,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,
11391320,home,Olympique de Marseille,Geoffrey Kondogbia,geoffrey-kondogbia,G. Kondogbia,M,19,188,2269,M,96544,EUR,729734400,M,19,19,False,46.0,42.0,4.0,1.0,0.0,17.0,17.0,29.0,1.0,4.0,,,61.0,57.0,6.9,5.0,0.0327,0.023127,1,,25.0,,,3.0,3.0,1.0,1.0,,,,,3.0,2.0,,,1.0,,,,,,1.0,1.0,,,True,2.0,,,,,,,,
11391320,home,Olympique de Marseille,Amine Harit,amine-harit,A. Harit,M,25,179,11445,M,827522,EUR,866592000,M,11,11,False,42.0,39.0,1.0,1.0,0.0,11.0,12.0,31.0,,9.0,,,90.0,69.0,7.8,10.0,0.5603,0.0529703,4,,28.0,1.0,,7.0,6.0,2.0,1.0,5.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,0.1844,amineharit,1.0,1.0,,,2.0,,,,2.0,,,,,,,,
11391320,home,Olympique de Marseille,Luís Henrique,luis-henrique,L. Henrique,M,11,181,6103,M,977679,EUR,1008288000,F,44,44,False,39.0,34.0,,,0.0,3.0,3.0,42.0,,9.0,,,90.0,55.0,7.1,12.0,0.0281,0.250279,1,,34.0,6.0,,4.0,1.0,,1.0,3.0,1.0,,,,,,,1.0,,,,,,1.0,3.0,3.0,,,1.0,1.0,,,,,,,
11391320,home,Olympique de Marseille,Iliman Ndiaye,iliman-ndiaye,I. Ndiaye,M,10,180,54701,M,914309,EUR,952300800,F,29,29,False,21.0,17.0,1.0,1.0,0.0,7.0,8.0,14.0,,1.0,,,61.0,32.0,6.7,9.0,0.0528,0.0287338,1,,10.0,1.0,,4.0,3.0,1.0,3.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,,ilimanndiaye10,,,,,1.0,,,,,,,,,,,,
