match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_wonContest,captain,stat_dispossessed,player_sofascoreId,stat_wasFouled,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt
11352460,home,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,103335,EUR,699667200,G,17,17,False,61.0,46.0,22.0,7.0,42.0,45.0,4.0,16.0,2.0,2.0,1.0,11.0,1.0,1.0,3.0,1.0,2.0,2.0,90.0,75.0,7.0,15.0,0.00232299,0,-0.0119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352460,home,Fulham,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,21,21,False,62.0,48.0,5.0,2.0,36.0,45.0,13.0,20.0,3.0,4.0,1.0,5.0,,,,,,,90.0,75.0,7.0,17.0,0.460928,0,,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
11352460,home,Fulham,Issa Diop,issa-diop,I. Diop,D,31,194,838,M,825719,EUR,852768000,D,31,31,False,80.0,69.0,6.0,2.0,60.0,67.0,9.0,13.0,2.0,4.0,5.0,3.0,,,,,,,90.0,93.0,7.3,11.0,0.0122799,1,,,,,1.0,1.0,,,,2.0,2.0,2.0,,,,1.0,2.0,0.0782,,,,,,,,,,,,,
11352460,home,Fulham,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8710,M,861972,EUR,946598400,D,3,3,False,71.0,58.0,12.0,3.0,52.0,61.0,6.0,10.0,1.0,4.0,1.0,7.0,,,,,,,90.0,80.0,6.7,14.0,0.00120175,0,,,,,,,,,,1.0,3.0,2.0,,,,,,,,,1.0,,,,,,,,,,
11352460,home,Fulham,Antonee Robinson,antonee-robinson,A. Robinson,D,33,183,2862,M,803174,EUR,870998400,D,33,33,False,47.0,33.0,9.0,4.0,24.0,30.0,10.0,20.0,1.0,3.0,6.0,7.0,,,,,,,90.0,70.0,6.7,21.0,0.0319813,0,,,3.0,1.0,3.0,8.0,5.0,1.0,,2.0,1.0,1.0,,,,,,,,,3.0,1.0,,,,,,,,,
11352460,home,Fulham,Harrison Reed,harrison-reed,H. Reed,M,6,176,353,M,365802,EUR,791164800,M,6,6,False,43.0,37.0,1.0,,25.0,29.0,12.0,14.0,,2.0,1.0,7.0,,,,,,,85.0,53.0,7.0,9.0,0.00697717,1,,,,,1.0,3.0,1.0,,,,2.0,2.0,,,,1.0,,0.0576,,,2.0,,True,1.0,,,,,,,
11352460,home,Fulham,João Palhinha,joao-palhinha,J. Palhinha,M,6,189,16491,M,364612,EUR,805248000,M,26,26,False,46.0,37.0,4.0,,20.0,22.0,17.0,24.0,1.0,7.0,5.0,12.0,,,,,,,69.0,63.0,7.0,13.0,0.107485,0,,,,,1.0,8.0,,1.0,1.0,1.0,5.0,3.0,3.0,,1.0,,,,,,,,,3.0,Palhinha,1.0,,,,,
11352460,home,Fulham,Bobby Decordova-Reid,bobby-decordova-reid,B. Reid,M,14,170,1230,M,151499,EUR,728611200,M,14,14,False,10.0,7.0,,,2.0,3.0,5.0,7.0,,3.0,1.0,2.0,,,,,,,68.0,25.0,6.7,8.0,0.0713414,3,,,,,2.0,5.0,1.0,1.0,,1.0,2.0,2.0,1.0,,,3.0,,0.2084,,,3.0,,,,,1.0,1.0,,,,
11352460,home,Fulham,Andreas Pereira,andreas-pereira,A. Pereira,M,8,177,14092,M,285949,EUR,820454400,M,18,18,False,23.0,17.0,5.0,1.0,6.0,8.0,12.0,20.0,,4.0,,5.0,,,,,,,85.0,37.0,7.0,13.0,0.0986656,0,,,5.0,1.0,3.0,5.0,1.0,1.0,1.0,,1.0,1.0,,,2.0,,,,,,2.0,,,,andreaspereira,3.0,,,,,
11352460,home,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,352770,EUR,831081600,M,22,22,False,33.0,25.0,5.0,2.0,12.0,15.0,13.0,19.0,1.0,4.0,,3.0,,,,,,,90.0,44.0,6.7,13.0,0.0232201,0,,,1.0,,2.0,6.0,1.0,1.0,,,2.0,2.0,2.0,,1.0,,,,,,2.0,,,1.0,alexanderiwobi,1.0,,,,,
