match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_clearanceOffLine,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_penaltyConceded,stat_goodHighClaim,stat_errorLeadToAShot,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_penaltyMiss,stat_penaltyWon
10583924,home,Al-Khaleej,Douglas Friedrich,,,douglas-friedrich,D. Friedrich,G,36,193,156,M,838439,EUR,597888000,G,1,1,False,21.0,12.0,13.0,4.0,11.0,12.0,1.0,9.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,3.0,1.0,90.0,32.0,7.1,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583924,home,Al-Khaleej,Hussain Al-Nuweqi,Hussain Al-Nuweqi,,hussain-al-nuweqi,H. Al-Nuweqi,D,27,170,14,M,1525073,EUR,817948800,D,27,27,False,29.0,24.0,6.0,2.0,14.0,15.0,11.0,16.0,1.0,3.0,2.0,2.0,,,,,,78.0,42.0,6.3,8.0,0,True,2.0,1.0,4.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10583924,home,Al-Khaleej,Abdullah Al-Shanqiti,Abdullah Alshenqiti,,abdullah-al-shanqiti,A. Al-Shanqiti,D,13,179,10,M,1085896,EUR,914284800,D,13,13,False,44.0,36.0,4.0,1.0,26.0,28.0,10.0,16.0,1.0,3.0,4.0,4.0,,,,,,90.0,58.0,6.9,9.0,0,,,,2.0,6.0,2.0,,,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10583924,home,Al-Khaleej,Djamel Benlamri,,,djamel-benlamri,D. Benlamri,D,,190,1610,M,849651,EUR,630547200,D,4,4,False,42.0,33.0,6.0,1.0,24.0,26.0,9.0,16.0,1.0,8.0,1.0,6.0,,,,,,90.0,54.0,6.9,9.0,0,,,,,,,1.0,1.0,,3.0,,2.0,,,,4.0,3.0,,,,,,,,,,,,,,
10583924,home,Al-Khaleej,Hazim Al Zahrani,,,hazim-al-zahrani,H. A. Zahrani,D,24,171,8,M,982332,EUR,924825600,D,16,16,False,11.0,6.0,3.0,,4.0,6.0,2.0,5.0,,3.0,,7.0,,,,,,45.0,25.0,6.3,9.0,0,,,,,4.0,,1.0,,,,1.0,1.0,2.0,1.0,,2.0,2.0,,,,,,,,,,,,,,
10583924,home,Al-Khaleej,Brayan Riascos,,,brayan-riascos,B. Riascos,F,94,180,239,M,537040,EUR,781747200,M,94,94,False,11.0,9.0,,,2.0,2.0,10.0,14.0,,3.0,,2.0,,,,,,78.0,26.0,6.6,8.0,1,,5.0,3.0,1.0,6.0,,3.0,1.0,,,1.0,1.0,3.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,
10583924,home,Al-Khaleej,André Poko,,,andre-poko,A. B. Poko,M,53,173,385,M,177103,EUR,725846400,M,15,15,False,40.0,29.0,7.0,4.0,10.0,11.0,20.0,30.0,,3.0,,7.0,,,,,,90.0,55.0,6.7,14.0,1,,1.0,1.0,1.0,8.0,4.0,2.0,2.0,1.0,1.0,2.0,,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,
10583924,home,Al-Khaleej,Lucas Souza,,,lucas-souza,L. Souza,M,,186,38,M,311608,EUR,647049600,M,8,8,False,49.0,41.0,3.0,1.0,21.0,22.0,20.0,27.0,,2.0,3.0,7.0,,,,,,90.0,63.0,6.3,10.0,2,,,,1.0,7.0,3.0,,,1.0,3.0,1.0,1.0,2.0,1.0,,1.0,,,,,,2.0,,,,,,,,,
10583924,home,Al-Khaleej,Morato,,,morato,Morato,M,12,170,60,M,866468,EUR,715305600,M,10,10,False,19.0,18.0,1.0,1.0,7.0,7.0,11.0,16.0,1.0,6.0,,3.0,,,,,,89.0,41.0,6.5,11.0,2,,4.0,,1.0,9.0,1.0,4.0,2.0,,1.0,1.0,,2.0,3.0,,3.0,2.0,,1.0,,1.0,,,,,,,,,,
10583924,home,Al-Khaleej,Hamad Al Abdan,,,hamad-al-abdan,H. A. Abdan,M,,165,13,M,1019294,EUR,959299200,F,99,99,False,25.0,20.0,5.0,3.0,9.0,9.0,11.0,16.0,,3.0,,5.0,,,,,,78.0,32.0,6.8,6.0,0,,,,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,
