match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_outfielderBlock,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_keeperSaveValue,stat_goalkeeperValueNormalized
14109648,home,Trabzonspor,André Onana,,,andre-onana,A. Onana,G,24,190,53710,M,AndréOnana24,787498,EUR,828403200,G,24,24,False,26.0,15.0,19.0,9.0,1.0,8.0,11.0,7.0,15.0,1.0,5.0,90.0,30.0,6.5,12.0,0.0246652,2.0,0,-0.7779,0.18,0.04,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109648,home,Trabzonspor,Wagner Pina,,,wagner-pina,W. Pina,M,20,180,484,M,,1513625,EUR,1036281600,D,20,20,False,28.0,23.0,1.0,1.0,0.0,13.0,13.0,10.0,15.0,,5.0,90.0,56.0,6.1,12.0,0.0211381,1.0,0,,-0.07,0.22,-0.27,1.0,1.0,7.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
14109648,home,Trabzonspor,Stefan Savić,,,stefan-savic,S. Savić,D,15,186,1710,M,,76265,EUR,663292800,D,15,15,False,42.0,39.0,2.0,1.0,0.0,17.0,18.0,22.0,24.0,,5.0,90.0,59.0,7.0,4.0,0.0119725,,1,,0.23,0.07,-0.03,,,2.0,5.0,1.0,10.0,,3.0,,,,,True,2.0,1.0,1.0,0.0641,-0.16,,,,,,,,,,,,,,,,,,,
14109648,home,Trabzonspor,Arseniy Batagov,,,arsenii-batahov,A. Batagov,D,44,185,941,M,,981395,EUR,1015286400,D,44,44,False,28.0,27.0,6.0,6.0,0.0,16.0,17.0,11.0,11.0,,4.0,45.0,35.0,7.0,2.0,0.0108416,1.0,0,,0.17,0.1,-0.24,,,3.0,5.0,1.0,,1.0,2.0,1.0,1.0,2.0,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
14109648,home,Trabzonspor,Mustafa Eskihellaç,,,mustafa-eskihellac,M. Eskihellaç,D,19,175,571,M,,899069,EUR,862790400,D,19,19,False,56.0,45.0,3.0,2.0,0.0,20.0,20.0,25.0,36.0,,11.0,90.0,80.0,7.1,13.0,0.16099,4.0,1,,0.29,0.28,-0.21,2.0,2.0,6.0,10.0,3.0,,1.0,1.0,1.0,,4.0,3.0,,2.0,1.0,,0.0131,-0.02,2.0,3.0,1.0,0.0289,,,,,,,,,,,,,,,
14109648,home,Trabzonspor,Ozan Tufan,,,ozan-tufan,O. Tufan,M,11,182,2045,M,,251907,EUR,795916800,M,11,11,False,28.0,26.0,1.0,1.0,0.0,10.0,11.0,16.0,17.0,,6.0,71.0,41.0,6.5,5.0,0.0188884,1.0,3,,0.05,0.06,-0.05,,,4.0,4.0,2.0,,,,,,2.0,1.0,,1.0,,1.0,0.0978,-0.38,,1.0,1.0,0.088,2.0,1.0,,,,,,,,,,,,,
14109648,home,Trabzonspor,Tim Jabol-Folcarelli,Tim Jabol-Folcarelli,,tim-jabol-folcarelli,T. Jabol-Folcarelli,M,26,187,314,M,,1106446,EUR,944438400,M,26,26,False,51.0,47.0,3.0,2.0,0.0,18.0,19.0,29.0,32.0,1.0,8.0,90.0,73.0,6.6,12.0,0.0399694,1.0,3,,0.12,0.26,-0.07,,,7.0,5.0,2.0,1.0,3.0,5.0,2.0,2.0,,,,,1.0,2.0,0.1141,-0.26,,,,,4.0,1.0,,,,,,,,,,,,,
14109648,home,Trabzonspor,Oleksandr Zubkov,,,oleksandr-zubkov,O. Zubkov,M,22,182,1318,M,,353282,EUR,839030400,M,22,22,False,21.0,16.0,2.0,1.0,0.0,4.0,5.0,12.0,16.0,,4.0,78.0,44.0,7.5,14.0,0.296091,6.0,3,,0.61,0.31,-0.05,8.0,5.0,5.0,5.0,3.0,,,2.0,1.0,3.0,1.0,1.0,,,,1.0,0.1236,-0.14,1.0,2.0,,,2.0,2.0,,,,,,,,,,,,,
14109648,home,Trabzonspor,Ernest Muçi,,,ernest-muci,E. Muçi,M,10,180,5691,M,ernest_muci,924670,EUR,984960000,M,10,10,False,11.0,10.0,,,0.0,2.0,2.0,8.0,9.0,,4.0,45.0,18.0,6.3,6.0,0.0429316,1.0,2,,0.06,0.07,-0.08,1.0,,3.0,,,,,,,3.0,,1.0,,,1.0,1.0,0.2429,-0.24,,,,,1.0,1.0,1.0,,,,,,,,,,,,
14109648,home,Trabzonspor,Kazeem Olaigbe,,,kazeem-olaigbe,K. Olaigbe,F,70,178,767,M,,1004346,EUR,1041465600,M,70,70,False,22.0,17.0,2.0,1.0,0.0,4.0,4.0,13.0,18.0,,2.0,57.0,42.0,6.5,16.0,0.0304673,,3,,0.04,0.27,-0.12,3.0,,4.0,4.0,4.0,,,2.0,,5.0,,,,,1.0,1.0,0.1698,-0.28,,2.0,,,1.0,2.0,,,,,,,,,,,,,
