match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_wonTackle,captain,stat_challengeLost,stat_keyPass,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_errorLeadToAShot,stat_bigChanceCreated,stat_goodHighClaim,stat_totalOffside,stat_hitWoodwork,stat_bigChanceMissed
14025127,home,Brentford,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,188,9953,M,caoimhinkelleher98,827362,EUR,911779200,G,1,1,False,26.0,17.0,17.0,8.0,0.0,10.0,11.0,7.0,15.0,1.0,1.0,10.0,1.0,3.0,4.0,1.0,1.0,1.0,90.0,40.0,8.3,10.0,0.00188424,0.5757,0,0.2305,0.07,0.0,0.14,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025127,home,Brentford,Michael Kayode,,,michael-kayode,M. Kayode,D,33,179,2419,M,,1137431,EUR,1089417600,D,33,33,False,20.0,17.0,,,0.0,12.0,14.0,5.0,6.0,6.0,6.0,6.0,,,,,,,83.0,48.0,6.8,9.0,0.00238964,,0,,-0.13,0.07,0.17,,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14025127,home,Brentford,Sepp van den Berg,,,sepp-van-den-berg,S. van den Berg,D,4,192,2094,M,,924378,EUR,1008806400,D,4,4,False,32.0,28.0,2.0,1.0,0.0,27.0,29.0,1.0,3.0,2.0,6.0,1.0,1.0,,,,,,90.0,40.0,6.3,4.0,0.00045433,,0,,0.03,0.01,-0.23,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
14025127,home,Brentford,Nathan Collins,,,nathan-collins,N. Collins,D,22,193,1556,M,,958916,EUR,988588800,D,22,22,False,31.0,25.0,6.0,2.0,0.0,19.0,20.0,6.0,11.0,4.0,6.0,1.0,1.0,,,,,,90.0,51.0,6.2,8.0,0.044391,,0,,0.0,0.04,-0.27,,1.0,4.0,2.0,,,2.0,2.0,,2.0,1.0,,,True,1.0,1.0,,,,,,,,,,,,,,,
14025127,home,Brentford,Ethan Pinnock,,,ethan-pinnock,E. Pinnock,D,5,194,1052,M,,855864,EUR,738633600,D,5,5,False,31.0,23.0,4.0,2.0,0.0,14.0,15.0,9.0,16.0,3.0,3.0,1.0,1.0,,,,,,83.0,44.0,6.8,9.0,0.037856,,0,,0.15,-0.06,0.17,,1.0,3.0,,,,2.0,2.0,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,
14025127,home,Brentford,Keane Lewis-Potter,,,keane-lewis-potter,K. Lewis-Potter,D,23,170,1089,M,,972421,EUR,982800000,D,23,23,False,19.0,18.0,3.0,2.0,0.0,8.0,8.0,10.0,11.0,1.0,1.0,3.0,1.0,,,,,,89.0,30.0,6.2,5.0,0.0493313,,0,,0.02,0.12,-0.38,,,1.0,,,,,,,,1.0,,1.0,,,1.0,5.0,1.0,,,,,,,,,,,,,
14025127,home,Brentford,Mathias Jensen,,,mathias-jensen,M. Jensen,M,8,180,1047,M,,799251,EUR,820454400,M,8,8,False,19.0,13.0,6.0,4.0,0.0,4.0,5.0,9.0,14.0,5.0,3.0,3.0,3.0,,,,,,73.0,38.0,6.9,13.0,0.0562631,,0,,0.22,0.01,-0.02,,,4.0,1.0,2.0,1.0,,1.0,2.0,1.0,,,3.0,,2.0,1.0,5.0,2.0,,,,,,,,,,,,,
14025127,home,Brentford,Jordan Henderson,,,jordan-henderson,J. Henderson,M,6,183,6378,M,jordanhenderson,42694,EUR,645580800,M,6,6,False,31.0,24.0,8.0,5.0,1.0,12.0,13.0,12.0,18.0,3.0,3.0,3.0,3.0,,,,,,90.0,44.0,7.2,10.0,0.0306416,,0,,0.29,0.07,-0.02,,,1.0,,,,,,1.0,,1.0,,1.0,,,1.0,4.0,2.0,,,,,,,,,,,,,
14025127,home,Brentford,Yehor Yarmolyuk,,,yarmoliuk-yehor,Y. Yarmolyuk,M,18,180,2555,M,,1031258,EUR,1078099200,M,18,18,False,33.0,26.0,2.0,2.0,0.0,14.0,16.0,12.0,17.0,5.0,2.0,7.0,2.0,,,,,,90.0,50.0,7.0,13.0,0.106913,,0,,0.1,0.51,0.16,,,7.0,,6.0,3.0,1.0,,3.0,,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,
14025127,home,Brentford,Igor Thiago,,,igor-thiago,I. Thiago,F,9,191,31181,M,,1016907,EUR,993513600,F,9,9,False,13.0,6.0,,,0.0,2.0,2.0,4.0,11.0,5.0,2.0,1.0,,,,,,,72.0,29.0,6.8,10.0,0.0321037,,0,,0.1,0.08,0.19,,2.0,4.0,,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,
