match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_accurateCross,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_keyPass,player_sofascoreId,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_hitWoodwork
12624396,home,Al-Kholood,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400,G,34,34,False,True,18.0,15.0,4.0,1.0,0.0,14.0,14.0,1.0,4.0,1.0,9.0,2.0,4.0,4.0,1.0,1.0,90.0,34.0,7.4,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624396,home,Al-Kholood,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176.0,22,M,990187,EUR,733536000,D,8,8,False,,25.0,21.0,2.0,,0.0,12.0,13.0,9.0,13.0,4.0,1.0,,,,,,80.0,42.0,6.8,6.0,0,1.0,4.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
12624396,home,Al-Kholood,William Troost-Ekong,william-troost-ekong,W. Troost-Ekong,D,5,191.0,2266,M,338991,EUR,746841600,D,5,5,False,,53.0,49.0,7.0,3.0,0.0,34.0,35.0,15.0,18.0,4.0,3.0,,,,,,90.0,62.0,6.6,6.0,0,,1.0,,,1.0,,,,2.0,4.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
12624396,home,Al-Kholood,Norbert Gyömbér,norbert-gyomber,N. Gyömbér,D,23,189.0,303,M,224456,EUR,710121600,D,23,23,False,,42.0,34.0,10.0,4.0,0.0,23.0,24.0,11.0,18.0,7.0,,,,,,,90.0,58.0,6.8,10.0,0,,2.0,,,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
12624396,home,Al-Kholood,Hamdan Al-Shamrani,hamdan-al-shamrani,H. Al-Shamrani,D,27,176.0,29,M,882132,EUR,850521600,D,27,27,False,,37.0,31.0,2.0,2.0,0.0,13.0,14.0,20.0,25.0,1.0,1.0,,,,,,89.0,66.0,6.6,12.0,1,2.0,3.0,3.0,,4.0,1.0,,,1.0,10.0,1.0,1.0,1.0,4.0,1.0,,,2.0,2.0,1.0,,,,,,,,,
12624396,home,Al-Kholood,Alex Collado,alex-collado,A. Collado,M,8,177.0,1606,M,859767,EUR,924739200,M,10,10,False,,41.0,35.0,4.0,2.0,0.0,18.0,20.0,18.0,27.0,,6.0,,,,,,90.0,64.0,6.9,16.0,2,6.0,6.0,1.0,,,2.0,Alex,Collado,,5.0,3.0,2.0,1.0,,1.0,3.0,,1.0,1.0,,2.0,1.0,,,,,,,
12624396,home,Al-Kholood,Kévin N'Doram,kevin-ndoram,K. N'Doram,M,96,184.0,92,M,823476,EUR,822268800,M,96,96,False,,31.0,26.0,1.0,,0.0,18.0,19.0,8.0,12.0,1.0,3.0,,,,,,90.0,44.0,7.0,8.0,0,,7.0,1.0,1.0,2.0,2.0,,,1.0,3.0,1.0,1.0,1.0,,3.0,1.0,1.0,,1.0,,,,,,,,,,
12624396,home,Al-Kholood,Aliou Dieng,aliou-dieng,A. Dieng,M,23,184.0,13659,M,933780,EUR,876960000,M,15,15,False,,24.0,19.0,3.0,2.0,0.0,9.0,9.0,10.0,16.0,1.0,2.0,,,,,,80.0,31.0,6.4,9.0,0,1.0,,,,,,,,,2.0,,,2.0,1.0,,1.0,,,,,,1.0,alioudieng_18,,,,,,
12624396,home,Al-Kholood,Muhammad Sawan,muhammad-sawan,M. Sawan,M,70,170.0,23,M,1549247,EUR,965779200,F,11,11,False,,19.0,15.0,1.0,1.0,0.0,8.0,8.0,7.0,11.0,1.0,7.0,,,,,,73.0,31.0,6.8,8.0,1,,5.0,4.0,1.0,,,Muhammad Sawan,,,5.0,4.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,
12624396,home,Al-Kholood,Jackson Muleka,jackson-muleka,J. Muleka,F,40,180.0,3687,M,927649,EUR,938995200,F,18,18,False,,22.0,15.0,1.0,,0.0,8.0,9.0,7.0,13.0,1.0,2.0,,,,,,90.0,45.0,6.9,16.0,1,,9.0,4.0,3.0,,4.0,,,,6.0,2.0,1.0,3.0,1.0,,4.0,,,,,,,,1.0,,,,,
12624396,home,Al-Kholood,Myziane Maolida,maolida-myziane,M. Maolida,M,9,180.0,638,M,851262,EUR,918950400,F,9,9,False,,23.0,18.0,,,0.0,6.0,8.0,12.0,15.0,,2.0,,,,,,90.0,42.0,6.2,15.0,1,,2.0,5.0,1.0,2.0,1.0,,,1.0,8.0,,,3.0,1.0,,2.0,,,,,,1.0,,1.0,,,,,
12624396,home,Al-Kholood,Hammam Al-Hammami,al-hammami-hammam,H. Al-Hammami,F,22,169.0,198,M,1836904,EUR,1075420800,F,22,22,True,,7.0,4.0,2.0,,0.0,1.0,1.0,3.0,7.0,,,,,,,,17.0,14.0,6.5,9.0,0,1.0,2.0,,,,,Hammam Al-Hammami,,2.0,2.0,,,5.0,,2.0,,,,,,,,,,,,,,
12624396,home,Al-Kholood,Mohammed Jahfali,mohammed-jahfali,M. Jahfali,D,70,185.0,103,M,791561,EUR,656726400,D,70,70,True,,14.0,12.0,2.0,,0.0,10.0,10.0,2.0,4.0,,1.0,,,,,,10.0,17.0,6.6,3.0,0,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
12624396,home,Al-Kholood,Farhah Ali Alshamrani,alshamrani-farhah-ali,F. A. Alshamrani,M,29,166.0,121,M,1501453,EUR,1140998400,M,29,29,True,,9.0,9.0,,,0.0,5.0,5.0,4.0,4.0,,1.0,,,,,,10.0,10.0,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624396,home,Al-Kholood,Bassem Al-Arini,bassem-al-arini,B. Al-Arini,F,,,11,M,1927664,EUR,1074384000,M,20,20,True,,,,,,0.0,,,,,,,,,,,,1.0,,,,0,,,,,,,Bassem Al-Arini,,,,,,,,,,,,,,,,,,,,,,
12624396,home,Al-Kholood,Mohammed Mazyad Alshammari,mohammed-mazyad-alshammari,M. M. Alshammari,G,30,184.0,7,M,873364,EUR,692323200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
