match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_unsuccessfulTouch,stat_goalAssist,stat_totalCross,stat_bigChanceCreated,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_goals
11450142,home,İstanbulspor,Alp Arda,,,alp-arda,A. Arda,G,59,192.0,35,M,999485,EUR,802483200,G,59,59,False,35.0,11.0,29.0,5.0,10.0,16.0,1.0,19.0,12.0,3.0,1.0,2.0,90.0,50.0,6.5,25.0,0.00017624,0,0.1654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450142,home,İstanbulspor,Okan Erdoğan,,,okan-erdogan,O. Erdoğan,D,3,185.0,54,M,881213,EUR,907027200,D,23,23,False,33.0,24.0,6.0,2.0,16.0,18.0,8.0,15.0,5.0,,,,90.0,58.0,7.4,11.0,0.0110636,0,,3.0,5.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11450142,home,İstanbulspor,Mehmet Yeşil,,,mehmet-yesil,M. Yeşil,D,21,188.0,48,M,840639,EUR,896572800,D,4,4,False,28.0,15.0,14.0,5.0,9.0,14.0,6.0,14.0,9.0,,,,90.0,48.0,7.1,13.0,0.00161298,1,,3.0,4.0,6.0,,,,12.0,1.0,1.0,3.0,1.0,2.0,,,2.0,1.0,1.0,0.0132,0.0916,,,,,,,,,,
11450142,home,İstanbulspor,Simon Deli,,,simon-deli,S. Deli,D,13,192.0,262,M,326419,EUR,688521600,D,14,14,False,49.0,41.0,9.0,5.0,27.0,28.0,14.0,21.0,6.0,,,,90.0,61.0,7.1,10.0,0.17176,1,,4.0,5.0,4.0,,,,5.0,,2.0,,,,1.0,2.0,4.0,,,0.0187,,1.0,2.0,,,,,,,,
11450142,home,İstanbulspor,David Sambissa,,,david-sambissa,D. Sambissa,M,7,177.0,220,M,280459,EUR,821318400,M,7,7,False,27.0,19.0,,,7.0,7.0,12.0,25.0,4.0,,,,82.0,47.0,7.2,17.0,0.469596,0,,,3.0,4.0,1.0,3.0,1.0,,,,1.0,1.0,2.0,,1.0,,,,,,,1.0,1.0,5.0,1.0,,,,,
11450142,home,İstanbulspor,Muammer Sarıkaya,,,muammer-sarikaya,M. Sarıkaya,M,24,179.0,36,M,816571,EUR,886982400,M,24,24,False,52.0,38.0,3.0,1.0,18.0,23.0,21.0,30.0,6.0,,,,90.0,65.0,6.8,17.0,0.242717,2,,,3.0,3.0,,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,0.0839,,,2.0,,1.0,,1.0,2.0,1.0,,
11450142,home,İstanbulspor,Modestas Vorobjovas,,,modestas-vorobjovas,M. Vorobjovas,M,6,177.0,70,M,319751,EUR,820281600,M,6,6,False,38.0,33.0,1.0,1.0,20.0,22.0,13.0,16.0,6.0,,,,90.0,53.0,7.2,6.0,0.025966,1,,2.0,4.0,5.0,,,,3.0,,3.0,1.0,1.0,1.0,4.0,1.0,3.0,,,0.0293,,1.0,,,,,,,,,
11450142,home,İstanbulspor,Florian Loshaj,,,florian-loshaj,F. Loshaj,M,10,174.0,152,M,831407,EUR,839894400,M,34,34,False,43.0,31.0,8.0,3.0,17.0,21.0,16.0,26.0,7.0,,,,87.0,57.0,6.6,17.0,0.198873,0,,1.0,4.0,3.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,2.0,1.0,1.0,,,,,,2.0,,4.0,,2.0,,,,
11450142,home,İstanbulspor,Ali Yaşar,,,ali-yasar,A. Yaşar,D,66,180.0,31,M,190815,EUR,794620800,M,66,66,False,37.0,27.0,10.0,3.0,17.0,21.0,11.0,18.0,7.0,,,,88.0,58.0,6.7,12.0,0.0564727,0,,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,,,1.0,,,,,,,2.0,,1.0,,,,
11450142,home,İstanbulspor,Eduart Rroca,,,eduart-rroca,E. Rroca,M,8,182.0,79,M,938181,EUR,743817600,F,10,10,False,44.0,31.0,1.0,1.0,10.0,12.0,21.0,32.0,4.0,,,,83.0,59.0,6.8,20.0,0.0575705,0,,3.0,7.0,5.0,2.0,,,1.0,,,,,2.0,2.0,,3.0,,,,,,4.0,,,,,,,True,
11450142,home,İstanbulspor,Emir Kaan Gültekin,,,emir-kaan-gultekin,E. K. Gültekin,F,9,180.0,80,M,903714,EUR,970444800,F,19,19,False,22.0,15.0,,,5.0,7.0,10.0,15.0,3.0,,,,90.0,38.0,7.4,12.0,0.0207437,4,,3.0,7.0,6.0,,2.0,,1.0,,,1.0,,2.0,2.0,,3.0,1.0,3.0,0.7025,1.395,1.0,3.0,,,,,,2.0,,1.0
11450142,home,İstanbulspor,Vefa Temel,,,temel-vefa,V. Temel,M,8,176.0,41,M,1067329,EUR,1036281600,M,8,8,True,9.0,7.0,3.0,2.0,2.0,2.0,5.0,7.0,2.0,,,,8.0,14.0,6.9,2.0,0.00339046,1,,,,,,,,1.0,,,,,,,1.0,,,1.0,0.0219,0.2889,,,,,,,,,,
11450142,home,İstanbulspor,Djakaridja Junior Traoré,,,djakaridja-traore,D. J. Traoré,F,,193.0,31,M,1415021,EUR,902016000,F,88,88,True,3.0,2.0,,,,,2.0,3.0,,,,,12.0,5.0,6.5,2.0,0.00050771,0,,,2.0,2.0,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
11450142,home,İstanbulspor,İzzet Topatar,,,topatar-izzet,İ. Topatar,F,52,177.0,3,M,973977,EUR,1003276800,M,52,52,True,,,,,,,,,1.0,,,,8.0,3.0,6.5,1.0,,0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
