match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_penaltyConceded,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_challengeLost,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_totalContest,stat_bigChanceCreated,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_goals,stat_penaltyWon,stat_penaltyMiss
12116989,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,28.0,18.0,13.0,3.0,0.0,16.0,17.0,2.0,11.0,8.0,1.0,1.0,90.0,35.0,6.5,10.0,0.00047978,0,-0.1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116989,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,46.0,40.0,4.0,4.0,0.0,25.0,27.0,15.0,20.0,3.0,,,90.0,57.0,6.6,7.0,0.0111623,3,,,,True,1.0,3.0,3.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.1999,,,,,,,,,,,,,,,,,,,,,
12116989,home,Palmeiras,Murilo,murilo,Murilo,D,26,188,4420,M,,874729,EUR,859420800,D,26,26,False,69.0,63.0,13.0,10.0,0.0,48.0,52.0,15.0,17.0,6.0,,,90.0,78.0,7.3,7.0,0.041082,0,,,,,,1.0,5.0,2.0,7.0,,,2.0,4.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12116989,home,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,,881110,EUR,903916800,D,22,22,False,61.0,57.0,7.0,3.0,0.0,28.0,28.0,30.0,37.0,6.0,,,90.0,87.0,7.4,10.0,0.128024,0,,,,,4.0,1.0,1.0,5.0,7.0,,,2.0,1.0,3.0,,2.0,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12116989,home,Palmeiras,Mayke,mayke,Mayke,D,12,178,2322,M,,273329,EUR,721353600,M,12,12,False,27.0,23.0,1.0,1.0,0.0,8.0,9.0,15.0,22.0,3.0,,,73.0,48.0,6.7,15.0,0.620368,0,,,,,4.0,1.0,,3.0,2.0,,,,3.0,1.0,,,,,,,2.0,,,,2.0,,1.0,1.0,,,,,,,,,,,
12116989,home,Palmeiras,Richard Ríos,richard-rios,R. Ríos,M,20,185,34402,M,richardrios,1015292,EUR,959904000,M,27,27,False,34.0,25.0,4.0,2.0,0.0,14.0,16.0,11.0,18.0,5.0,,,64.0,46.0,6.5,15.0,0.0123575,0,,,,,,4.0,1.0,9.0,6.0,,,,,2.0,,2.0,,,1.0,2.0,3.0,3.0,,,,,2.0,,,,,,,,,,,,
12116989,home,Palmeiras,Aníbal Moreno,anibal-moreno,A. Moreno,M,5,177,5203,M,,977677,EUR,926553600,M,5,5,False,66.0,56.0,9.0,5.0,0.0,21.0,24.0,35.0,42.0,9.0,,,90.0,80.0,7.0,12.0,0.0315677,2,,,,,,,1.0,4.0,6.0,,1.0,,1.0,2.0,,3.0,,0.0439,1.0,,1.0,1.0,,,3.0,,,2.0,1.0,0.0468,,,,,,,,,
12116989,home,Palmeiras,Lázaro,lazaro,Lázaro,F,7,181,1899,M,,1002556,EUR,1015891200,M,17,17,False,29.0,23.0,1.0,,0.0,9.0,9.0,15.0,22.0,2.0,,,64.0,49.0,6.9,12.0,0.07482,1,,,,,2.0,1.0,,6.0,6.0,1.0,,,,,,2.0,,0.019,,,,4.0,2.0,1.0,4.0,,2.0,2.0,,,,,,,,,,,
12116989,home,Palmeiras,Endrick,endrick,Endrick,F,9,173,417542,M,Endrick,1174937,EUR,1153440000,F,9,9,False,29.0,21.0,3.0,3.0,0.0,2.0,2.0,20.0,28.0,2.0,,,90.0,50.0,7.2,12.0,0.112369,2,,,,,1.0,1.0,1.0,3.0,8.0,2.0,,,,,,,,0.5721,,,2.0,4.0,1.0,1.0,4.0,,1.0,3.0,,,1.0,,,,,,,,
12116989,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,F,23,23,False,24.0,21.0,2.0,1.0,0.0,6.0,7.0,16.0,21.0,,,,80.0,36.0,7.1,10.0,0.124032,1,,,,,4.0,1.0,1.0,2.0,3.0,1.0,,,1.0,1.0,,,,0.1354,,1.0,2.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,,,
