match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotValueNormalized,stat_shotOffTarget,stat_interceptionWon,stat_wasFouled,stat_totalContest,stat_wonContest,stat_dispossessed,stat_errorLeadToAShot,stat_accurateCross,captain,stat_totalOffside,stat_lastManTackle,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
14073475,home,Blackpool,Bailey Peacock-Farrell,,,bailey-peacock-farrell,B. Peacock-Farrell,G,1,194.0,181,M,826259,EUR,846547200.0,G,1,1,False,34.0,21.0,19.0,7.0,0.0,17.0,18.0,4.0,16.0,2.0,8.0,2.0,2.0,1.0,1.0,90.0,43.0,6.6,13.0,0.2755,1.0,0,0.07,0.02,-0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073475,home,Blackpool,Jordan Brown,Jordan Brown,,jordan-brown,J. Brown,M,6,181.0,22,M,1035087,EUR,993081600.0,D,6,6,False,64.0,43.0,12.0,2.0,0.0,26.0,29.0,17.0,35.0,3.0,6.0,,,,,86.0,96.0,6.4,29.0,,,2,0.14,0.28,-0.14,,2.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-0.12,,,,,,,,,,,,,,
14073475,home,Blackpool,Oliver Casey,,,oliver-casey,O. Casey,D,4,188.0,39,M,1009707,EUR,977184000.0,D,4,4,False,60.0,58.0,4.0,2.0,0.0,47.0,47.0,11.0,13.0,6.0,5.0,,,,,90.0,79.0,7.0,2.0,,,2,0.06,0.09,0.37,,,5.0,3.0,5.0,5.0,,,1.0,1.0,1.0,1.0,,,-0.26,1.0,4.0,1.0,,,,,,,,,,,
14073475,home,Blackpool,Michael Ihiekwe,,,michael-ihiekwe,M. Ihiekwe,D,20,185.0,43,M,180527,EUR,722217600.0,D,20,20,False,45.0,43.0,3.0,1.0,0.0,34.0,35.0,9.0,10.0,8.0,2.0,,,,,90.0,60.0,6.8,3.0,,,0,-0.01,0.04,-0.13,,,3.0,4.0,5.0,6.0,2.0,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,
14073475,home,Blackpool,Hayden Coulson,,,hayden-coulson,H. Coulson,D,15,172.0,16,M,803182,EUR,898041600.0,D,15,15,False,60.0,46.0,6.0,1.0,0.0,29.0,34.0,17.0,26.0,3.0,5.0,,,,,90.0,84.0,6.3,21.0,,,1,-0.12,0.27,-0.21,,2.0,1.0,1.0,3.0,3.0,,,,1.0,1.0,1.0,2.0,,-0.08,1.0,,1.0,1.0,,1.0,1.0,,,,,,,
14073475,home,Blackpool,CJ Hamilton,,,cj-hamilton,C. Hamilton,M,22,185.0,40,M,827147,EUR,795916800.0,M,22,22,False,24.0,19.0,1.0,,0.0,8.0,9.0,11.0,15.0,,2.0,,,,,62.0,39.0,7.0,13.0,,,1,-0.1,0.51,-0.01,,3.0,,1.0,4.0,4.0,,,1.0,,1.0,,3.0,1.0,-0.12,,,,3.0,2.0,2.0,,1.0,,,,,,
14073475,home,Blackpool,Lee Evans,,,lee-evans,L. Evans,M,8,186.0,80,M,219060,EUR,775008000.0,M,7,7,False,70.0,58.0,9.0,4.0,0.0,25.0,29.0,33.0,41.0,,3.0,,,,,90.0,90.0,6.7,23.0,,3.0,2,0.25,0.1,-0.06,,9.0,2.0,2.0,4.0,5.0,,,,,1.0,1.0,1.0,1.0,-0.15,2.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,
14073475,home,Blackpool,George Honeyman,,,george-honeyman,G. C. Honeyman,M,10,173.0,116,M,789859,EUR,778982400.0,M,10,10,False,38.0,34.0,3.0,1.0,0.0,15.0,17.0,19.0,21.0,1.0,5.0,,,,,90.0,48.0,6.9,6.0,,1.0,0,0.15,0.16,-0.14,,1.0,3.0,1.0,7.0,7.0,3.0,,,,6.0,5.0,,,,,,,1.0,,,,,True,,,,,
14073475,home,Blackpool,Emil Hansson,,,emil-hansson,E. Hansson,M,7,172.0,242,M,794362,EUR,897868800.0,M,29,29,False,25.0,22.0,,,0.0,11.0,12.0,11.0,13.0,,5.0,,,,,74.0,42.0,6.8,12.0,,3.0,0,0.12,0.2,0.16,,6.0,,,3.0,2.0,,,,,2.0,1.0,1.0,1.0,,,1.0,,2.0,,,,2.0,,,,,,
14073475,home,Blackpool,Dale Taylor,,,dale-taylor,D. Taylor,F,18,185.0,139,M,1123688,EUR,1071187200.0,F,18,18,False,5.0,3.0,,,0.0,1.0,1.0,2.0,4.0,,1.0,,,,,62.0,12.0,6.4,5.0,,,1,-0.07,0.06,0.14,,,2.0,2.0,6.0,4.0,,1.0,,,1.0,,,1.0,-0.22,,,1.0,1.0,,2.0,,,,1.0,,,,
14073475,home,Blackpool,Tom Bloxham,Tom Bloxham,,tom-bloxham,T. Bloxham,F,14,196.0,81,M,1067951,EUR,1067731200.0,F,14,14,False,17.0,11.0,1.0,1.0,0.0,1.0,2.0,10.0,15.0,,4.0,,,,,62.0,29.0,6.9,12.0,,,1,-0.1,0.26,-0.01,,4.0,1.0,3.0,2.0,5.0,,,1.0,,,,1.0,,-0.11,,,,2.0,2.0,1.0,,,,1.0,,,,
14073475,home,Blackpool,Malcolm Ebiowei,,,ebiowei-malcolm,M. Ebiowei,M,,185.0,304,M,1176104,EUR,1062633600.0,F,17,17,True,11.0,10.0,3.0,3.0,0.0,3.0,3.0,7.0,8.0,1.0,1.0,,,,,28.0,28.0,7.4,6.0,,1.0,0,0.21,0.38,0.17,,1.0,1.0,,5.0,6.0,,,,,4.0,2.0,1.0,,,,,1.0,3.0,1.0,2.0,,1.0,,,,,,
14073475,home,Blackpool,Niall Ennis,,,niall-ennis,N. Ennis,F,9,178.0,100,M,826138,EUR,927158400.0,F,9,9,True,7.0,5.0,,,0.0,2.0,2.0,3.0,5.0,1.0,,,,,,28.0,15.0,6.3,7.0,,,1,-0.2,0.31,0.17,,,1.0,1.0,4.0,1.0,,,,,,,2.0,,-0.4,1.0,,,2.0,,1.0,,,,,,,,
14073475,home,Blackpool,Ashley Fletcher,,,ashley-fletcher,A. Fletcher,F,11,185.0,221,M,353224,EUR,812592000.0,F,11,11,True,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,28.0,6.0,6.8,,,,0,0.04,,0.23,,,1.0,1.0,2.0,3.0,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
14073475,home,Blackpool,Ryan Finnigan,Ryan Finnigan,,ryan-finnigan,R. Finnigan,M,28,185.0,22,M,1089682,EUR,1064275200.0,M,28,28,True,11.0,11.0,,,0.0,5.0,5.0,6.0,6.0,1.0,1.0,,,,,16.0,19.0,6.8,,,1.0,0,-0.03,0.02,-0.01,,,,1.0,,4.0,,,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,
14073475,home,Blackpool,Andy Lyons,,,lyons-andy,A. Lyons,M,2,177.0,72,M,932236,EUR,965174400.0,D,2,2,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,1.0,,,,,11.0,3.0,6.6,2.0,,,0,-0.03,0.01,0.13,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073475,home,Blackpool,Franco Ravizzoli,Franco Ravizzoli,,franco-ravizzoli,F. Ravizzoli,G,25,188.0,35,M,1088141,EUR,868406400.0,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073475,home,Blackpool,Zachary Ashworth,Zachary Ashworth,,zachary-ashworth,Z. Ashworth,D,26,176.0,28,M,1083027,EUR,1031270400.0,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073475,home,Blackpool,Spencer Knight,Spencer Knight,,spencer-knight,S. Knight,M,42,,2,M,1926079,EUR,,M,42,42,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073475,home,Blackpool,Kylian Kouassi,Kylian Kouassi,,kylian-kouassi,K. Kouassi,F,20,189.0,46,M,1133297,EUR,1055894400.0,F,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073475,away,Port Vale,Marko Maroši,Marko,Maroši,marko-marosi,M. Maroši,G,33,190.0,48,M,359402,EUR,751334400.0,G,1,1,False,37.0,30.0,16.0,9.0,0.0,25.0,26.0,5.0,11.0,1.0,5.0,1.0,2.0,3.0,3.0,90.0,42.0,7.1,7.0,0.0757,,0,0.16,0.0,0.2,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073475,away,Port Vale,Kyle John,Kyle,John,kyle-john,K. John,M,24,176.0,26,M,991588,EUR,982022400.0,D,24,24,False,25.0,20.0,5.0,1.0,0.0,14.0,14.0,6.0,11.0,2.0,3.0,,,,,57.0,37.0,6.8,6.0,,1.0,0,0.12,0.05,0.29,,1.0,,,2.0,1.0,,,,1.0,1.0,,,1.0,,,2.0,,1.0,,,,1.0,,,,,,
14073475,away,Port Vale,Ben Heneghan,,,ben-heneghan,B. Heneghan,D,4,191.0,15,M,606850,EUR,748396800.0,D,4,4,False,58.0,48.0,11.0,6.0,0.0,38.0,41.0,10.0,17.0,18.0,3.0,,,,,90.0,84.0,8.1,10.0,,,1,0.12,0.18,0.92,,,4.0,4.0,5.0,7.0,,1.0,,,1.0,1.0,,1.0,0.1,,,2.0,,,,,,True,,,,,
14073475,away,Port Vale,Cameron Humphreys,,,cameron-humphreys,C. Humphreys,D,25,187.0,59,M,803180,EUR,903744000.0,D,25,25,False,64.0,55.0,3.0,1.0,0.0,39.0,41.0,16.0,23.0,5.0,6.0,,,,,90.0,78.0,7.9,9.0,,,0,0.08,0.07,0.82,,,2.0,2.0,3.0,6.0,1.0,,,,4.0,2.0,,,,,1.0,,,,,,,,,1.0,,,
14073475,away,Port Vale,Jordan Lawrence-Gabriel,Jordan,Lawrence-Gabriel,jordan-lawrence-gabriel,J. Lawrence-Gabriel,D,6,179.0,30,M,846253,EUR,906681600.0,M,6,6,False,11.0,6.0,2.0,,0.0,4.0,5.0,2.0,6.0,2.0,1.0,,,,,62.0,24.0,6.7,10.0,,,0,-0.13,-0.23,0.28,,2.0,1.0,,2.0,2.0,,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
14073475,away,Port Vale,Rhys Walters,Rhys Walters,,rhys-walters,R. Walters,M,12,,20,M,1423760,EUR,1132272000.0,M,12,12,False,20.0,17.0,3.0,2.0,0.0,11.0,11.0,6.0,9.0,,3.0,,,,,56.0,33.0,6.6,5.0,,,0,-0.13,0.19,-0.1,,,2.0,,6.0,5.0,1.0,,,,2.0,1.0,,1.0,,,,1.0,2.0,2.0,2.0,,,,,,,,
14073475,away,Port Vale,Jordan Shipley,Jordan,Shipley,jordan-shipley,J. Shipley,M,26,183.0,32,M,842101,EUR,875232000.0,M,26,26,False,35.0,25.0,9.0,1.0,1.0,16.0,17.0,9.0,18.0,3.0,4.0,,,,,90.0,58.0,6.7,18.0,,2.0,0,0.17,0.04,0.18,,10.0,,,4.0,2.0,,,,,1.0,1.0,,2.0,,,1.0,,2.0,1.0,1.0,,4.0,,,,1.0,,
14073475,away,Port Vale,Jack Shorrock,Jack Shorrock,,jack-shorrock,J. Shorrock,M,23,,42,M,1409092,EUR,1177718400.0,M,23,23,False,17.0,12.0,1.0,1.0,0.0,6.0,7.0,6.0,10.0,4.0,2.0,,,,,57.0,41.0,6.7,11.0,,,1,0.01,0.02,-0.01,,1.0,2.0,1.0,6.0,4.0,2.0,,1.0,1.0,2.0,1.0,2.0,,-0.08,,,1.0,1.0,,1.0,,,,,,,,
14073475,away,Port Vale,Rico Richards,,,rico-richards,R. Richards,M,31,182.0,57,M,1011210,EUR,1064620800.0,F,20,20,False,15.0,12.0,1.0,1.0,0.0,7.0,8.0,5.0,7.0,2.0,3.0,,,,,71.0,25.0,7.0,4.0,,1.0,1,0.26,0.15,0.2,,,2.0,3.0,5.0,7.0,1.0,,,,3.0,2.0,,1.0,-0.42,1.0,,1.0,1.0,,,,,,,,,,
14073475,away,Port Vale,Jayden Stockley,Jayden,Stockley,jayden-stockley,J. Stockley,F,9,188.0,61,M,91984,EUR,750211200.0,F,9,9,False,24.0,15.0,,,0.0,7.0,9.0,8.0,15.0,1.0,3.0,,,,,90.0,38.0,6.5,15.0,,,1,-0.49,0.43,0.14,,,6.0,7.0,13.0,10.0,,,,,1.0,,,1.0,-0.52,1.0,1.0,1.0,2.0,1.0,5.0,,,,,,,1.0,
14073475,away,Port Vale,Ben Waine,Ben,Waine,ben-waine,B. Waine,F,19,179.0,213,M,944481,EUR,1005004800.0,F,19,19,False,8.0,4.0,1.0,,0.0,2.0,2.0,2.0,6.0,,4.0,,,,,90.0,28.0,6.3,15.0,,,2,-0.4,0.19,-0.1,,3.0,,2.0,7.0,4.0,1.0,1.0,1.0,,1.0,1.0,4.0,2.0,-0.11,,1.0,,3.0,1.0,2.0,,,,,,,1.0,
14073475,away,Port Vale,Ryan Croasdale,Ryan,Croasdale,ryan-croasdale,R. Croasdale,M,18,170.0,17,M,339717,EUR,780537600.0,M,18,18,True,9.0,7.0,2.0,2.0,0.0,3.0,5.0,4.0,4.0,1.0,2.0,,,,,34.0,12.0,6.8,2.0,,,1,0.06,0.02,0.24,,,,,,1.0,,,,,1.0,,,,-0.05,1.0,,,,,,,,,,,,,
