match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_shotValueNormalized,stat_aerialLost,stat_outfielderBlock,stat_lastManTackle,stat_wonContest,stat_accurateCross,stat_keyPass,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyConceded,stat_punches,stat_bigChanceMissed,stat_penaltyMiss
14288988,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,True,28.0,24.0,7.0,3.0,0.0,21.0,21.0,3.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,90.0,35.0,7.3,5.0,0.00035385,25.40570268479,5.0,21.409281802367,0.0,0.5209,0,0.8235,0.02,-0.04,0.14,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288988,home,FC Porto,Alberto Costa,alberto-baio,A. Costa,D,20,185,2748,M,,1160957,EUR,1064793600,D,20,20,False,,24.0,15.0,2.0,,0.0,8.0,9.0,7.0,15.0,3.0,2.0,6.0,1.0,,,,,90.0,52.0,5.9,21.0,0.00250502,21.954544400561,4.0,8.7178164769973,1.0,,2,,-0.1,0.09,-0.21,,Alberto Baio,,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.1045,9.3803948716874,10.752765039747,-0.3,,,,,,,,,,,,,,
14288988,home,FC Porto,Jan Bednarek,jan-bednarek,J. Bednarek,D,5,189,6978,M,janbednarek_,286085,EUR,829267200,D,5,5,False,,79.0,75.0,3.0,2.0,0.0,46.0,46.0,29.0,33.0,6.0,7.0,4.0,1.0,,,,,90.0,94.0,7.6,4.0,0.00995919,251.74220921663,30.0,170.98990774833,2.0,,0,,0.19,0.17,0.68,,,,,4.0,1.0,,,,,,5.0,1.0,1.0,,1.0,,15.95982598655,41.132198617749,,1.0,1.0,1.0,,,,,,,,,,,
14288988,home,FC Porto,Jakub Kiwior,kiwior-jakub,J. Kiwior,D,4,189,15163,M,j_kiwior,976037,EUR,950572800,D,4,4,False,,65.0,58.0,5.0,3.0,0.0,39.0,41.0,19.0,24.0,2.0,3.0,3.0,,,,,,63.0,73.0,7.3,8.0,0.0253404,181.55235488723,25.0,139.44291200429,2.0,,0,,0.35,0.13,0.13,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,18.121087573395,35.290239482427,,1.0,,,,,,,,,,,,,
14288988,home,FC Porto,Martim Fernandes,martim-fernandes,M. Fernandes,D,52,181,1999,M,,1142585,EUR,1137542400,D,52,52,False,,24.0,19.0,4.0,2.0,0.0,16.0,17.0,3.0,7.0,5.0,2.0,5.0,1.0,,,,,84.0,47.0,7.2,12.0,0.00163021,35.623011657656,6.0,12.312623581058,1.0,,0,,-0.11,0.03,0.21,,,,3.0,,2.0,1.0,,1.0,,,2.0,3.0,2.0,2.0,1.0,,11.685576132233,14.34137095957,,,,,1.0,,,,,,,,,,
14288988,home,FC Porto,Victor Froholdt,victor-froholdt,V. Froholdt,M,8,187,3948,M,,1406639,EUR,1140825600,M,8,8,False,,24.0,22.0,1.0,1.0,0.0,9.0,9.0,13.0,15.0,4.0,2.0,,1.0,,,,,90.0,36.0,7.0,6.0,0.127563,60.731830062179,7.0,15.432043255442,1.0,,1,,0.25,0.1,0.15,,,,1.0,1.0,3.0,,,1.0,,1.0,,2.0,,3.0,2.0,0.0275,13.087284871056,20.838984716152,0.0,,,,,1.0,,,,,,,,,
14288988,home,FC Porto,Alan Varela,alan-varela,A. Varela,M,22,177,5689,M,alan_varela01,1066560,EUR,994204800,M,22,22,False,,51.0,44.0,3.0,2.0,0.0,21.0,23.0,23.0,28.0,2.0,1.0,4.0,,,,,,90.0,58.0,7.0,7.0,0.0348501,146.086465763,17.0,95.515291041496,3.0,,1,,0.19,0.2,0.3,,Alan Varela,,,,2.0,2.0,,,1.0,,1.0,2.0,2.0,,,0.0799,26.767716751893,60.650348559054,-0.24,,2.0,,,,1.0,,,,,,,,
14288988,home,FC Porto,Gabri Veiga,gabri-veiga,G. Veiga,M,10,184,5203,M,,1010505,EUR,1022457600,M,10,10,False,,23.0,19.0,,,0.0,7.0,9.0,12.0,14.0,,,5.0,,,,,,63.0,29.0,6.4,8.0,0.123998,40.66101434793,5.0,-4.9077482397591,1.0,,0,,0.25,-0.08,-0.05,,,,1.0,,5.0,1.0,,2.0,,,,,,1.0,2.0,,12.19565711988,12.202590052935,,,,,,,,,,,,,,,
14288988,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,F,11,11,False,,16.0,11.0,1.0,,0.0,3.0,3.0,8.0,13.0,3.0,,4.0,3.0,,,,,90.0,33.0,6.2,16.0,0.0167052,172.82378721592,14.0,96.10892513888,3.0,,0,,0.08,0.16,0.14,,,,,,9.0,,3.0,3.0,,,,,,4.0,2.0,,34.092815939992,97.611286591722,,1.0,,,,,,,,,,,,,
14288988,home,FC Porto,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193,14784,M,samuaghehowa9,1503836,EUR,1083715200,F,9,9,False,,8.0,6.0,,,0.0,,,6.0,8.0,2.0,,1.0,2.0,,,,,45.0,13.0,6.4,5.0,0.0324241,23.044392078113,4.0,7.026699796066,0.0,,0,,-0.11,0.01,-0.05,,Samuel,Aghehowa,,,3.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,
